source,target,key,relationship_type,layer,confidence,trial_id,evidence_text,direction,temporal_marker
Mengeon Colas le Vieulx Homme de Sachemont,Georgeatte femme au Gros Colas de Sachemont,0,CO_WITNESS,co_presence,0.5,w262,Both witnessed in w262,undirected,
Mengeon Colas le Vieulx Homme de Sachemont,Claudon le Petit Anthoine de Voinchere,0,CO_WITNESS,co_presence,0.5,w262,Both witnessed in w262,undirected,
Claudatte fille feu Vatrin,"B 8691 no 5; witch 216, Babelon femme Hanry Jean Hanry, of St Blaise",0,TESTIFIED_AGAINST,accusation,0.95,w216,Witness 6 in trial w216,directed,1602.0
Claudatte fille feu Vatrin,Marion fille feu Jean Henri,0,CO_WITNESS,co_presence,0.5,w216,Both witnessed in w216,undirected,
Claudatte fille feu Vatrin,Sebille femme Idoult Jean Martin,0,CO_WITNESS,co_presence,0.5,w216,Both witnessed in w216,undirected,
Claudatte fille feu Vatrin,Mongeatte femme Idoult Janet,0,CO_WITNESS,co_presence,0.5,w216,Both witnessed in w216,undirected,
Claudatte fille feu Vatrin,Demenge le Clerc,0,CO_WITNESS,co_presence,0.5,w216,Both witnessed in w216,undirected,
Babillon veuve Grand Colas de Raon,"B 8735 no 4; witch 311, Jennon femme Bastien Jean Simon de Raon",0,TESTIFIED_AGAINST,accusation,0.95,w311,Witness 2 in trial w311,directed,1624.0
Babillon veuve Grand Colas de Raon,Dedie femme Nicolas Liebault,0,CO_WITNESS,co_presence,0.5,w311,Both witnessed in w311,undirected,
Babillon veuve Grand Colas de Raon,Margueritte femme Nicolas Laurent de Raon,0,CO_WITNESS,co_presence,0.5,w311,Both witnessed in w311,undirected,
Babillon veuve Grand Colas de Raon,Jennon veuve George Grand Colas de Raon,0,CO_WITNESS,co_presence,0.5,w311,Both witnessed in w311,undirected,
Babillon veuve Grand Colas de Raon,Barbe femme Claudon Raguin,0,CO_WITNESS,co_presence,0.5,w311,Both witnessed in w311,undirected,
Babillon veuve Grand Colas de Raon,Claudette veuve Demenge Barbouiller de Raon,0,CO_WITNESS,co_presence,0.5,w311,Both witnessed in w311,undirected,
Babillon veuve Grand Colas de Raon,Barbe Braconnier boulangiere de Raon,0,CO_WITNESS,co_presence,0.5,w311,Both witnessed in w311,undirected,
Enguel Enguel,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",0,TESTIFIED_AGAINST,accusation,0.95,w003,Witness 23 in trial w003,directed,1612.0
B 8535 no 3; witch 135,Zabel femme Olry Go de Rozieres,0,CO_ACCUSED,co_presence,0.9,w135,Co-accused in w135,undirected,1603.0
Jennon veuve Jacquat Barthelemin,"B 8677 no 11; witch 165, Claudel Demenge Martin, du Pair",0,TESTIFIED_AGAINST,accusation,0.95,w165,Witness 25 in trial w165,directed,1596.0
Dieudonne Demenge Collenat d'Entre-deux-Eaux,"B 8717 no 5; witch 288, Demenge Mathis, of Entre-deux-Eaux",0,TESTIFIED_AGAINST,accusation,0.95,w288,Witness 18 in trial w288,directed,1616.0
Nicolas Thierion rouyer de St Nicolas,"B 8959 no 1; witch 321, Barbon femme Nicolas Moictrier, de Saint Nicolas",0,TESTIFIED_AGAINST,accusation,0.95,w321,Witness 14 in trial w321,directed,1598.0
Jacques Gerard,"B 3358; witch 050, Jehenne femme Joseph de la Moictresse, de Nutting",0,TESTIFIED_AGAINST,accusation,0.95,w050,Witness 5 in trial w050,directed,1621.0
Jacques Gerard,Mongeate femme du precedent,0,CO_WITNESS,co_presence,0.5,w050,Both witnessed in w050,undirected,
Jacques Gerard,Nicolas Charier,0,CO_WITNESS,co_presence,0.5,w050,Both witnessed in w050,undirected,
Jacques Gerard,Jehenne veuve Louy Denys,0,CO_WITNESS,co_presence,0.5,w050,Both witnessed in w050,undirected,
Jacques Gerard,Barbe femme du precedent,0,CO_WITNESS,co_presence,0.5,w050,Both witnessed in w050,undirected,
Jacques Gerard,Claudatte femme Anthoine du Prey,0,CO_WITNESS,co_presence,0.5,w050,Both witnessed in w050,undirected,
Claudin le Clerc,"Vosges 3 C 239; Witch 340, Pierrotte Roy femme Nicolas Martin, de Badonviller.",0,TESTIFIED_AGAINST,accusation,0.95,w340,Witness 15 in trial w340,directed,1645.0
Jean André,"B 3363; witch 052, Rose femme Louis Vincent, d'Autrepierre",0,TESTIFIED_AGAINST,accusation,0.95,w052,Witness 10 in trial w052,directed,1623.0
Demenge Masson de Dompierre,"B 3792 no 4; witch 065, Thomasse femme Jean Poirot, de Dompierre",0,TESTIFIED_AGAINST,accusation,0.95,w065,Witness 16 in trial w065,directed,1615.0
Nicole femme Colas Henryat,"B 8682 no 7; witch 185, Agathe femme Colas Jobay du Faing",0,TESTIFIED_AGAINST,accusation,0.95,w185,Witness 15 in trial w185,directed,1598.0
Mathis Jacquart,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",0,TESTIFIED_AGAINST,accusation,0.95,w003,Witness 54 in trial w003,directed,1612.0
Warin Manouvrier,"B 5327 no 2; witch 097, Odile femme Martin Claude, d'Assenoncourt",0,TESTIFIED_AGAINST,accusation,0.95,w097,Witness 14 in trial w097,directed,1599.0
Valentin Claude Colin of Fouchifol,"B 8717 no 6; witch 289, Jennon femme Claude Mengin de Fouchifol (commune de",0,TESTIFIED_AGAINST,accusation,0.95,w289,Witness 5 in trial w289,directed,1616.0
Valentin Claude Colin of Fouchifol,Didier Henry de Fouchifol,0,CO_WITNESS,co_presence,0.5,w289,Both witnessed in w289,undirected,
Valentin Claude Colin of Fouchifol,Jean Bertremin Grand Homme de Fouchifol,0,CO_WITNESS,co_presence,0.5,w289,Both witnessed in w289,undirected,
Valentin Claude Colin of Fouchifol,Claude Mathis de Fouchifol,0,CO_WITNESS,co_presence,0.5,w289,Both witnessed in w289,undirected,
Valentin Claude Colin of Fouchifol,Mengeon Henry de Fouchifol,0,CO_WITNESS,co_presence,0.5,w289,Both witnessed in w289,undirected,
Valentin Claude Colin of Fouchifol,Claudon Simonel de la Fosse,0,CO_WITNESS,co_presence,0.5,w289,Both witnessed in w289,undirected,
Jean fils Colas Jean de Bul,"B 8693 no 2; witch 231, Jean Aulbry du Vivier d'Etival",0,TESTIFIED_AGAINST,accusation,0.95,w231,Witness 16 in trial w231,directed,1604.0
Jean Charramont de Vanifosse,"B 8667 No 3 Witch 141, Mathieu Blaise",0,TESTIFIED_AGAINST,accusation,0.95,w141,Witness 6 in trial w141,directed,1592.0
Chesnon veuve de feu Linard Martin de Charmes,"B 4094 no 2 Witch 074, La Grande Lucye",0,TESTIFIED_AGAINST,accusation,0.95,w074,Witness 15 in trial w074,directed,1608.0
B 3325 no 2; witch 035,Clemence veuve Claudon Marchal,0,CO_ACCUSED,co_presence,0.9,w035,Co-accused in w035,undirected,1603.0
B 3325 no 2; witch 035,de Domjevin,0,CO_ACCUSED,co_presence,0.9,w035,Co-accused in w035,undirected,1603.0
Colas Phlippe,"B 5327 no 1; witch 096, Colas Hardier de Mulcey",0,TESTIFIED_AGAINST,accusation,0.95,w096,Witness 9 in trial w096,directed,1599.0
Colas Phlippe,Michiel gendre Curien Charpentier,0,CO_WITNESS,co_presence,0.5,w096,Both witnessed in w096,undirected,
Colas Phlippe,Lienhard Marchal,0,CO_WITNESS,co_presence,0.5,w096,Both witnessed in w096,undirected,
Colas Phlippe,Pelto Hardier dit Brayotte,0,CO_WITNESS,co_presence,0.5,w096,Both witnessed in w096,undirected,
Jean Demenge Hennemant,"B 8693 no 2; witch 231, Jean Aulbry du Vivier d'Etival",0,TESTIFIED_AGAINST,accusation,0.95,w231,Witness 25 in trial w231,directed,1604.0
Le maire Claude le Clerc,"B 8678 no 2; witch 169, Marion veuve Demenge le Masson, de St Dié",0,TESTIFIED_AGAINST,accusation,0.95,w169,Witness 25 in trial w169,directed,1596.0
Nicolas Saulnier,"B 8682 no 3; witch 181, Jean Pelisson de Moriviller",0,TESTIFIED_AGAINST,accusation,0.95,w181,Witness 15 in trial w181,directed,1598.0
Demenge Vicaire de Mouriviller,"B 8667 No 6 Witch 144, Zabel du Sambois",0,TESTIFIED_AGAINST,accusation,0.95,w144,Witness 15 in trial w144,directed,1592.0
Dieudonne fils de Noel Gerard,"Witch 278: B8715 no 1, Georgeatte femme de Didier Malley de la Neufville-les-Raon",0,TESTIFIED_AGAINST,accusation,0.95,w278,Witness 15 in trial w278,directed,1515.0
"Marguerite femme Claudon Voirian
Repeated husband's deposition.
(17) Jean Jour l","B 8945; witch 319, Nicole veuve Mengin Nigal, de Saint Nicolas",0,TESTIFIED_AGAINST,accusation,0.95,w319,Witness 16 in trial w319,directed,1582.0
Nicolas Ferry le Vieulx de Fontenay,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",0,TESTIFIED_AGAINST,accusation,0.95,w068,Witness 31 in trial w068,directed,1620.0
Pieron Mengeon Henry,B 8684 no 10. Witch 197; Claudatte veuve Mengeon Henry and Dieudonnée femme,0,TESTIFIED_AGAINST,accusation,0.95,w197,Witness 9 in trial w197,directed,1600.0
Jean l'Hoste de Ginfosse,"B 8702 no 7; Witch 246, Claudatte femme Jean Claudel le Maimbourg, de Raves",0,TESTIFIED_AGAINST,accusation,0.95,w246,Witness 11 in trial w246,directed,1609.0
Jean l'Hoste de Ginfosse,Claude Jean Demenge Mengin,0,CO_WITNESS,co_presence,0.5,w246,Both witnessed in w246,undirected,
Le maire Bastien Fournier de la Neufville,"Witch 278: B8715 no 1, Georgeatte femme de Didier Malley de la Neufville-les-Raon",0,TESTIFIED_AGAINST,accusation,0.95,w278,Witness 2 in trial w278,directed,1515.0
Annon femme a Idoult Marie de la Chapelle,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",0,TESTIFIED_AGAINST,accusation,0.95,w160,Witness 45 in trial w160,directed,1596.0
Chrestaille femme Jean Wathot,de Preny,0,CO_ACCUSED,co_presence,0.9,w128,Co-accused in w128,undirected,1597.0
Margueritte veuve de Demenge Gatton de Herbeviller,"B 2203 no 2; witch 010, Jean Parmentier, de Champegnoult",0,TESTIFIED_AGAINST,accusation,0.95,w010,Witness 15 in trial w010,directed,1618.0
Jean Bergier serviteur a Nicolas Brouvellart,"Witch 209; B 8689 no 1, Chrétien Pierre, Moriviller",0,TESTIFIED_AGAINST,accusation,0.95,w209,Witness 13 in trial w209,directed,1601.0
Nicole femme du precedent,"B 5757; witch 105, Sibille femme Jean Vacquaire d'Einville",0,TESTIFIED_AGAINST,accusation,0.95,w105,Witness 4 in trial w105,directed,1606.0
Nicole femme du precedent,"B 8945; witch 319, Nicole veuve Mengin Nigal, de Saint Nicolas",0,TESTIFIED_AGAINST,accusation,0.95,w319,Witness 18 in trial w319,directed,1582.0
Nicole femme du precedent,"B 8959 no 2; witch 322, Agnes femme Chrestofle Marcoussan, de St Nicolas",0,TESTIFIED_AGAINST,accusation,0.95,w322,Witness 8 in trial w322,directed,1598.0
Nicole femme du precedent,Francois Riesselin des Petites Rosieres,0,CO_WITNESS,co_presence,0.5,w138,Both witnessed in w138,undirected,
Nicole femme du precedent,Demenge Ban de St Nicolas,0,CO_WITNESS,co_presence,0.5,w138,Both witnessed in w138,undirected,
Nicole femme du precedent,Pierre Claude tisserand de St Nicolas,0,CO_WITNESS,co_presence,0.5,w138,Both witnessed in w138,undirected,
Nicole femme du precedent,Jeanne veuve Claudon Bessy des Petites Rosieres,0,CO_WITNESS,co_presence,0.5,w138,Both witnessed in w138,undirected,
Nicole femme du precedent,Margueritte veuve Jean Husson des Petites Rosieres,0,CO_WITNESS,co_presence,0.5,w138,Both witnessed in w138,undirected,
Nicole femme du precedent,Jeanne femme Francois Tiesselin des Petites Rosieres,0,CO_WITNESS,co_presence,0.5,w138,Both witnessed in w138,undirected,
Nicole femme du precedent,Jean Gantier des Petites Rosieres,0,CO_WITNESS,co_presence,0.5,w138,Both witnessed in w138,undirected,
Bastienne femme Claude Gerardin,"B 8707 no 4; witch 256, Jean Gerardin de la Voivrelle",0,TESTIFIED_AGAINST,accusation,0.95,w256,Witness 18 in trial w256,directed,1611.0
"Demenge Pauline de la Bolle
Long reputation of Dieudonnée. Her father-in-law had",B 8684 no 10. Witch 197; Claudatte veuve Mengeon Henry and Dieudonnée femme,0,TESTIFIED_AGAINST,accusation,0.95,w197,Witness 11 in trial w197,directed,1600.0
Valentin Micqua de Quebrux,"B 8675 no 2; witch 155, Jehennon Napuel, veuve Demenge Mourel de",0,TESTIFIED_AGAINST,accusation,0.95,w155,Witness 8 in trial w155,directed,1595.0
Demenge Willaume moictrier a Leschenal,"B 8684 no 2. Witch 189; Marion veuve Demenge Arnoulx, de Sauceray",0,TESTIFIED_AGAINST,accusation,0.95,w189,Witness 15 in trial w189,directed,1599.0
Marion femme Nicolas Mengin de Granges,"B 3753; witch 056, Claudette Clauchepied d'Epinal, arretée à Bruyères",0,TESTIFIED_AGAINST,accusation,0.95,w056,Witness 2 in trial w056,directed,1601.0
Marion femme Nicolas Mengin de Granges,Marion femme Claudel Mengeot de Champs,0,CO_WITNESS,co_presence,0.5,w056,Both witnessed in w056,undirected,
Marion femme Nicolas Mengin de Granges,Henry Henry de Bruyères,0,CO_WITNESS,co_presence,0.5,w056,Both witnessed in w056,undirected,
Marion femme Nicolas Mengin de Granges,Germaine femme Jean Bertrand,0,CO_WITNESS,co_presence,0.5,w056,Both witnessed in w056,undirected,
Marion femme Nicolas Mengin de Granges,Catherine fille Mengeon Genin de Rennegoutte,0,CO_WITNESS,co_presence,0.5,w056,Both witnessed in w056,undirected,
Marion femme Nicolas Mengin de Granges,Jeandon Bassat de Belmont,0,CO_WITNESS,co_presence,0.5,w056,Both witnessed in w056,undirected,
Marion femme Nicolas Mengin de Granges,Jacquotte femme Melchior Vauldechamps de Bruyeres,0,CO_WITNESS,co_presence,0.5,w056,Both witnessed in w056,undirected,
Marion femme Nicolas Mengin de Granges,Jacquette fille de la precedente,0,CO_WITNESS,co_presence,0.5,w056,Both witnessed in w056,undirected,
Marion femme Nicolas Mengin de Granges,"Mengeon femme Phillippe Masson
2 years before her daughter Jacquette became ill",0,CO_WITNESS,co_presence,0.5,w056,Both witnessed in w056,undirected,
Mengeotte femme Michiel Ratonge,"B 8684 no 5; Witch 192, Barbelline veuve Demenge Mareschal, de Saulceray",0,TESTIFIED_AGAINST,accusation,0.95,w192,Witness 15 in trial w192,directed,1599.0
Esnel femme Demenge Bourrotte,de l'Hoste du Bois (la Salle),0,CO_ACCUSED,co_presence,0.9,w261,Co-accused in w261,undirected,1611.0
Barbe femme Jean Serge,"B 4495; witch 082, Claudon la Blanche, veuve Claudon Aulbry, de St Prancher",0,TESTIFIED_AGAINST,accusation,0.95,w082,Witness 22 in trial w082,directed,1584.0
Ambroise Pierat,"Vosges G 707 no 1; Witch 336, Jean Lallemand de St Lyenard",0,TESTIFIED_AGAINST,accusation,0.95,w336,Witness 23 in trial w336,directed,1590.0
Bastien des Aulx du Viel Marché,"Witch 146: B8667 no 8, Claudatte veuve Michel Demenge Antoine du Viel Marché",0,TESTIFIED_AGAINST,accusation,0.95,w146,Witness 13 in trial w146,directed,1592.0
Georgeatte femme Didier Jean Didier,"B 8677 no 10; Witch 164, Jeanne femme Demenge Claude Martin, de Mandray",0,TESTIFIED_AGAINST,accusation,0.95,w164,Witness 12 in trial w164,directed,1596.0
Hillevix,femme Cuguin Magister,0,CO_ACCUSED,co_presence,0.9,w126,Co-accused in w126,undirected,1584.0
Hillevix,de Vilcey-sur-Trey,0,CO_ACCUSED,co_presence,0.9,w126,Co-accused in w126,undirected,1584.0
Franceoise,Jacques Rozel,0,SPOUSE_OF,kinship,1.0,w331,Franceoise femme Jacques Rozel de Ste Marie,undirected,
Margueritte femme Claude Martin,de Leintrey,0,CO_ACCUSED,co_presence,0.9,w046,Co-accused in w046,undirected,1607.0
Perrise femme Jean Hauricquel de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",0,TESTIFIED_AGAINST,accusation,0.95,w106,Witness 43 in trial w106,directed,1610.0
Curien Dautant de la Neuveville,"Witch 282; B 8715 no 5, Fleuratte femme Bastien des Boeufs, de la Neuveville-les-",0,TESTIFIED_AGAINST,accusation,0.95,w282,Witness 9 in trial w282,directed,1615.0
Curien Dautant de la Neuveville,Magdelaine femme à Mongin Fourney de la Neuveville,0,CO_WITNESS,co_presence,0.5,w282,Both witnessed in w282,undirected,
Curien Dautant de la Neuveville,Claudon Mathieu de la Neuveville,0,CO_WITNESS,co_presence,0.5,w282,Both witnessed in w282,undirected,
Margueritte femme Colas des Pommettes bourgeois de Ste Marie,"B 9554 no 1; witch 331, Appoline femme Bastien Belz mineur de Ste Marie",0,TESTIFIED_AGAINST,accusation,0.95,w331,Witness 8 in trial w331,directed,1580.0
Margueritte femme Colas des Pommettes bourgeois de Ste Marie,Colas Bagre de Ste Marie,0,CO_WITNESS,co_presence,0.5,w331,Both witnessed in w331,undirected,
Margueritte femme Colas des Pommettes bourgeois de Ste Marie,Colas Jean Denise bouchier et bourgeois de Ste Marie,0,CO_WITNESS,co_presence,0.5,w331,Both witnessed in w331,undirected,
Margueritte femme Colas des Pommettes bourgeois de Ste Marie,Estienne Chastelet dit Larchier,0,CO_WITNESS,co_presence,0.5,w331,Both witnessed in w331,undirected,
Claude Harman,"B 6723 no 1: witch 107, Mengette femme Jean Cachette de Flin",0,TESTIFIED_AGAINST,accusation,0.95,w107,Witness 13 in trial w107,directed,1602.0
Claude Harman,"B 6723 no 2; witch 108, Jean Cachette de Flin",0,TESTIFIED_AGAINST,accusation,0.95,w108,Witness 10 in trial w108,directed,1603.0
Mengeotte femme Demenge Didier le Moullot,"B 8687 no 2; witch 200, Marguitte femme Jean Jacquot, de la Vacherie",0,TESTIFIED_AGAINST,accusation,0.95,w200,Witness 9 in trial w200,directed,1601.0
Mengeotte femme Demenge Didier le Moullot,"B 8687 no 7; witch 205, Georgeatte veuve Jean Grand Didier, de la Vacherie",0,TESTIFIED_AGAINST,accusation,0.95,w205,Witness 13 in trial w205,directed,1599.0
Mengeotte femme Demenge Didier le Moullot,Claudatte femme Mengeon Grand Michiel,0,CO_WITNESS,co_presence,0.5,w200,Both witnessed in w200,undirected,
Nicolas Bouxard,"B 3347 no 1; witch 048, Claude Henri, d'Autrepierre",0,TESTIFIED_AGAINST,accusation,0.95,w048,Witness 20 in trial w048,directed,1614.0
"Francoise veuve Didier Riston
Told how one day they were returning from Fresse a","B 7354; witch 124, Barbe veuve Mengin Remicourt, de Vandeuvre",0,TESTIFIED_AGAINST,accusation,0.95,w124,Witness 11 in trial w124,directed,1608.0
Clere,Claudin Grand,0,WIDOW_OF,kinship,1.0,w119,Clere veuve Claudin Grand Villaume,directed,
la Grande Marye,veuve Didier Sotterel,0,CO_ACCUSED,co_presence,0.9,w027,Co-accused in w027,undirected,1602.0
la Grande Marye,de Leintrey,0,CO_ACCUSED,co_presence,0.9,w027,Co-accused in w027,undirected,1602.0
Demengeon Claude Girard de Brehimont,"B 8708 no 3; witch 264, Marguitte veuve Jean Laurent de Brehimont",0,TESTIFIED_AGAINST,accusation,0.95,w264,Witness 1 in trial w264,directed,1600.0
Demengeon Claude Girard de Brehimont,Catherine femme Jean Claudon Thierion,0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Demengeon Claude Girard de Brehimont,Didielle femme Colas Claude Girard de Brehimont,0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Demengeon Claude Girard de Brehimont,Halby femme Demenge Colas Girard de Brehimont,0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Demengeon Claude Girard de Brehimont,Claudon Demenge Girard de Brehimont,0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Demengeon Claude Girard de Brehimont,Georgeon fils Colas Claude Girard de Brehimont,0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Demengeon Claude Girard de Brehimont,Jean Berque de Brehimont,0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Demengeon Claude Girard de Brehimont,Marguitte femme Symon Jacquot de Brehimont,0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Demengeon Claude Girard de Brehimont,Jennon veuve Jean Colin de Laistre (Ban de Sapt),0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Demengeon Claude Girard de Brehimont,Symon Jacquot de Brehimont,0,CO_WITNESS,co_presence,0.5,w264,Both witnessed in w264,undirected,
Annon femme Mengin Regnaude le jeune,"B 8535 no 5; witch 137, Margueritte veuve Claudon Forget de Rozieres",0,TESTIFIED_AGAINST,accusation,0.95,w137,Witness 2 in trial w137,directed,1603.0
Annon femme Mengin Regnaude le jeune,Alizon femme Michiel le Geay de Rozieres,0,CO_WITNESS,co_presence,0.5,w137,Both witnessed in w137,undirected,
Annon femme Mengin Regnaude le jeune,Thiery Racine de Rozieres,0,CO_WITNESS,co_presence,0.5,w137,Both witnessed in w137,undirected,
Annon femme Mengin Regnaude le jeune,Mengeotte femme Villermin Grillat de Rozieres,0,CO_WITNESS,co_presence,0.5,w137,Both witnessed in w137,undirected,
Annon femme Mengin Regnaude le jeune,Jehenne femme Claude Pulligny,0,CO_WITNESS,co_presence,0.5,w137,Both witnessed in w137,undirected,
Annon femme Mengin Regnaude le jeune,Catherine femme Demenge Chevallier de Rozieres,0,CO_WITNESS,co_presence,0.5,w137,Both witnessed in w137,undirected,
Didier Aymé,"B 8687 no 6; witch 204, Mengeatte veuve Colas Lienard de la Rochatte",0,TESTIFIED_AGAINST,accusation,0.95,w204,Witness 8 in trial w204,directed,1601.0
Didier Aymé,Claudatte veuve Diey Jacot Simon,0,CO_WITNESS,co_presence,0.5,w204,Both witnessed in w204,undirected,
Didier Aymé,Jennon fille feu Jacot Simon,0,CO_WITNESS,co_presence,0.5,w204,Both witnessed in w204,undirected,
Didier Aymé,Dieudonnée veuve Pierron Frampart,0,CO_WITNESS,co_presence,0.5,w204,Both witnessed in w204,undirected,
Georgine femme Barthellemin Soran,"B 8979 no 2; witch 325, Alizon Chardot, veuve Claudin Clement, drappier de St",0,TESTIFIED_AGAINST,accusation,0.95,w325,Witness 8 in trial w325,directed,1609.0
Nicolas Parmentier,"B 2148; witch 001; Jean Bulme et Didiere sa femme, de Mazerulles",0,TESTIFIED_AGAINST,accusation,0.95,w001,Witness 1 in trial w001,directed,1591.0
Nicolas Parmentier,"B 8669 no 3; Witch 150, Barbeline femme Claude Wanesson, de St Dié",0,TESTIFIED_AGAINST,accusation,0.95,w150,Witness 1 in trial w150,directed,1593.0
Nicolas Parmentier,Odille femme Claudin Thieriat,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Barbellon femme Nicolas Mulnier,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Catherine femme Didier Moictrier,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Claude Guerard,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Laurent Doullat,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Jean Hangney,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Dyon femme Jean Vosgien,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Jean Vosgien,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Anthoine Rougier,0,CO_WITNESS,co_presence,0.5,w001,Both witnessed in w001,undirected,
Nicolas Parmentier,Joseph Bouray,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Nicolas Parmentier,Nicolas Paticier,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Nicolas Parmentier,Jean le Rouyer,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Nicolas Parmentier,René le Parmentier,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Nicolas Parmentier,Jehennon veuve Colas Henriot,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Nicolas Parmentier,Plaisance femme Toussainct Charpentier,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Nicolas Parmentier,Jean Wagnaire,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Nicolas Parmentier,Jacotte femme Nicolas Paticier,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Nicolas Parmentier,Collatte fille Colas Chaisne de Ste Margarée,0,CO_WITNESS,co_presence,0.5,w150,Both witnessed in w150,undirected,
Jean Borcquaux de Brehimont,"B 8712 no 5; witch 276, Dieudonné Jean Thierion, of Brehimont",0,TESTIFIED_AGAINST,accusation,0.95,w276,Witness 5 in trial w276,directed,1611.0
B 8979 no 1; witch 324,Jacqueline Manouvrier,0,CO_ACCUSED,co_presence,0.9,w324,Co-accused in w324,undirected,1609.0
B 8979 no 1; witch 324,femme Didier Martin,0,CO_ACCUSED,co_presence,0.9,w324,Co-accused in w324,undirected,1609.0
B 8979 no 1; witch 324,de St Nicolas,0,CO_ACCUSED,co_presence,0.9,w324,Co-accused in w324,undirected,1609.0
Didier Marchal,"B 8724 no 1; witch 301, Humbert Marchal de Coincourt",0,TESTIFIED_AGAINST,accusation,0.95,w301,Witness 1 in trial w301,directed,1619.0
Didier Marchal,Mengin Bernard,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Didier Marchal,Zabelat femme Jean Anthoine,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Didier Marchal,Demenge Barbellin,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Didier Marchal,Mathieu Marchal,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Didier Marchal,Nicolas Anthoine,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Didier Marchal,Jean Laurent le jeune,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Didier Marchal,Laurent Gespar,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Didier Marchal,Jean Tessainct,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Didier Marchal,Jean Reguard,0,CO_WITNESS,co_presence,0.5,w301,Both witnessed in w301,undirected,
Chretien Brandecq,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",0,TESTIFIED_AGAINST,accusation,0.95,w223,Witness 4 in trial w223,directed,1603.0
Chretien Brandecq,"B 8702 no 10; witch 249, Jennon femme Jean Pieron Geliat, de la Neuveville-les-Raon.",0,TESTIFIED_AGAINST,accusation,0.95,w249,Witness 6 in trial w249,directed,1609.0
Chretien Brandecq,Margueritte femme Claudon Forgeat,0,CO_WITNESS,co_presence,0.5,w249,Both witnessed in w249,undirected,
Chretien Brandecq,Margueritte fille du maire Toussainct de Leuce,0,CO_WITNESS,co_presence,0.5,w249,Both witnessed in w249,undirected,
Chretien Brandecq,Clemence femme Colas Viriat,0,CO_WITNESS,co_presence,0.5,w249,Both witnessed in w249,undirected,
Chretien Brandecq,Mengeon Jacat,0,CO_WITNESS,co_presence,0.5,w249,Both witnessed in w249,undirected,
Catherine veuve de Vincent Xalley,"B 2574; Witch 014; Claude Hocquart, Mengeotte Hocquart, Catherine femme",0,TESTIFIED_AGAINST,accusation,0.95,w014,Witness 12 in trial w014,directed,1617.0
