name,entity_type,gender,location,authority_role,num_trial_appearances,is_super_witness,personal_suspicion,was_witness_then_accused
Claude Mengey,witness,male,,,1,False,False,False
Catherine femme Claue Mengey,witness,female,,,1,False,False,False
Nicolas Alexis,witness,male,,,2,False,False,False
Zabel femme du precedent,witness,female,,,1,False,False,False
Catherine femme Francois Grillat,witness,female,Mathchey,,1,False,False,False
Demenge Perrin,witness,male,,,1,False,False,False
Jehennon femme Holbin Jean Holbin,witness,female,,,1,False,False,False
Holbin Grand Holbin,witness,unknown,,laboureur,1,False,False,False
Michiel Grillat,witness,unknown,,,1,False,False,False
Didier Thierry,witness,unknown,,,1,False,False,False
Catherine femme Colas Poirel,witness,female,,,1,False,False,False
Jean Cossoy,witness,male,,,1,False,False,False
Didiere femme Demenge Perrin,witness,female,,,1,False,False,False
Hellony femme Pierron Demenge Gerard,witness,female,,,1,False,False,False
Nicolas Grillat,witness,male,,,2,False,False,False
Le maire Colas Lolbiat,witness,unknown,,mayor,1,False,False,False
Honneste homme Jean Hacquart,witness,male,,,1,False,False,False
Pierron Demenge Gerard,witness,male,,,1,False,False,False
Thierry Jean Thierry,witness,male,,,1,False,False,False
Demenge Hurault alias Masson,witness,male,,,1,False,False,False
Honneste homme Nicolas Grillat,witness,male,,,1,False,False,False
Mengeatte veuve Simon,witness,female,Récourt,,1,False,False,False
Jean Thiebauld Michiel,witness,male,Quebrux,,1,False,False,False
Jean Didier le Marchal,witness,male,Bertrimoutier,,1,False,False,False
Honneste homme Claude le Clerc,witness,male,,,1,False,False,False
George Napuel,witness,unknown,Neufviller,,1,False,False,False
Jean Didier Cunin,witness,male,Bertrimoutier,,2,False,False,False
Jean George le jeune,witness,male,,,1,False,False,False
"Jean George de Combrimont
Had known her for 20 years",witness,male,"Combrimont
Had",,1,False,False,False
Demenge Michiel,witness,male,Combrimont,,1,False,True,False
Claudette femme Jean Didier le Marchal,witness,female,Combrimont,,1,False,False,False
Claudette veuve Demenge le Marchal,witness,female,Combrimont,,1,False,False,False
Barbelline femme Girardin Didier Girardin,witness,female,Combrimont,,1,False,False,False
Barbelline femme Valentin Micqua,witness,female,Quebrux,,1,False,True,False
Valentin Micqua,witness,unknown,Quebrux,,1,False,True,False
Demenge Marchand de la Warde,witness,male,Saulcy,,1,False,True,False
Claude Dieudonne le maire,witness,male,Anoulsey,,1,False,False,False
Idoult fils Idoult Thiebault,witness,male,Clingotte,,1,False,False,False
Jeanne veuve,witness,female,Claudon Jeannat,,2,False,False,False
Georgeon Jean Thomas,witness,male,,,1,False,False,False
Mengette femme a Dieudonne Scemnenat des Cours,witness,female,Saulcy,,1,False,False,False
Valentine veuve,witness,female,Jean Pierat,,1,False,False,False
Catherine veuve Jean Marchand,witness,female,Saulcy,,1,False,False,False
Marguitte femme a Jean Demenge Valentin,witness,female,Aulbripaire,,1,False,False,False
Fleuratte fille,witness,female,Hidoult Thiebault,,1,False,False,False
Jean Claude Jean Noel,witness,male,Clingotte,,1,False,True,False
Colas Collenat,witness,unknown,Aubripaire,,1,False,False,False
Hidoult Thiebauld,witness,unknown,Clingotte,,1,False,False,False
Jean Mansuin Collenat,witness,male,Clingotte,,1,False,False,False
Mengette femme a Mengel Demenge Yalencin,witness,female,Anoulzey,,1,False,False,False
Colas fils,witness,male,Hidoult Thiebauld,,1,False,False,False
Claudon fils,witness,male,Jean Pierat,,2,False,False,False
Jean Claudon Jeannat,witness,male,Clingotte,,1,False,False,False
Jean Pierel,witness,male,Anoulzey,,1,False,False,False
Colas Dieudonne le Maire,witness,unknown,,,1,False,False,False
Magdellaine fille,witness,female,Hidult Thiebauld,,1,False,False,False
Mengette femme a Jacquette Blaise,witness,female,Viel Marché,,1,False,False,False
Jean Demenge Colin,witness,male,Saulcy,,1,False,True,False
"Claude Demenge Claude Girard de Bonipaire
General reputation only.",witness,male,"Bonipaire
General",,1,False,False,False
Marion femme a Jean Dallegotte,witness,female,Bonipaire,,1,False,False,False
Jean Colas Dallegotte,witness,male,Bonipaire,,1,False,False,False
Demenge Mareschal bourgeois,witness,male,St,,1,False,True,False
Nicolle veuve,witness,female,Jean Jalley,,1,False,False,False
Nicolas Gentilhomme bourgeois,witness,male,St,,1,False,False,False
Lienard le Tincturier bourgeois,witness,unknown,St,,1,False,True,False
Jean Paulus Martin bourgeois,witness,male,St,,1,False,False,False
Claudon Parisot des Trois Maisons,witness,male,,,1,False,True,False
Jean Reillemant de la Chapelle,witness,male,,,1,False,False,False
Valtin Claudion Valtin de la Chapelle,witness,unknown,,,1,False,False,False
Demenge Simon de la Chapelle,witness,male,,,2,False,False,False
Claudon Jean Simon de la Chapelle,witness,male,,,2,False,False,False
Jean des Arches de la Chapelle,witness,male,,,1,False,False,False
Idoult Marie de la Chapelle,witness,female,,,3,True,False,False
Marguitte femme a Jean Claude,witness,female,,,1,False,False,False
Jehan Simon de la Chapelle,witness,unknown,,,1,False,False,False
Catherine femme a Jean des Arches de la Chapelle,witness,female,,,1,False,False,False
Catherine femme a Colas George Mongenat de la Chapelle,witness,female,,,2,False,False,False
Jean Valtin de la Chapelle,witness,male,,,2,False,False,False
Fleuratte femme a Jean Barthelemy de la Chapelle,witness,female,,,1,False,False,False
Jennon femme a Demenge Reillemant,witness,female,,,1,False,False,False
Mongeatte femme a Noel George de la Chapelle,witness,female,,,2,False,False,False
Noel George de la Chapelle,witness,unknown,,,3,True,False,False
Demenge Reillemant de la Chapelle,witness,male,,,1,False,False,False
Soulatte femme a Claudon Valtin le vieux,witness,female,,,1,False,False,False
Catherine femme a Jean Reillemant de la Chapelle,witness,female,,,1,False,False,False
Claudon Valtin le Jeune de la Chapelle,witness,male,,,3,True,False,False
Catherine femme a Claudon Valtin,witness,female,,,1,False,False,False
Curien Colas Marie de la Chapelle,witness,female,,,1,False,False,False
Claudon Jean Claude de la Chapelle,witness,male,,,2,False,True,False
Demenge Jean Claude de la Chapelle,witness,male,,,2,False,False,False
Marion jeune fille,witness,female,Moyenmoustier,,1,False,False,False
Blason Charpentier de la Chapelle,witness,unknown,,,1,False,True,False
Claudon Valtin de la Chapelle,witness,male,,,2,False,False,False
Valtin Claudon Valtin de la Chapelle,witness,male,,,2,False,False,False
Catherine femme a Jean Reullemant de la Chapelle,witness,female,,,1,False,True,False
Demenge Claudon Gerardin de la Chapelle,witness,male,,,1,False,False,False
Claudon Colas,witness,male,Mesnil,,1,False,False,False
Barbelline femme a Blason Charpentier,witness,female,,,1,False,False,False
Claudon Gerardin doyen en la justice,witness,male,,,1,False,False,False
Jean Reullemant de la Chapelle,witness,male,,,1,False,False,False
Claudatte femme a Jean Simon de la Chapelle,witness,female,,,1,False,True,False
Colas George Mongenat de la Chapelle,witness,unknown,,,1,False,False,False
Marguitte femme a Claudon Jean Claude de la Chapelle,witness,female,,,1,False,False,False
Fleuratte femme a Jean Barthelemin de la Chapelle,witness,female,,,1,False,False,False
Colas Jean Martin,witness,male,Paire,,1,False,False,False
Demenge mal fort,witness,male,Paire,,1,False,False,False
Valtin Jean Coulat,witness,male,Paire,,4,False,False,False
Gurien Marie de la Chapelle,witness,female,,,1,False,False,False
Marguitte femme a Valtin Claudon Valtin de la Chapelle,witness,female,,,1,False,False,False
Catherine veuve Claudon Demenge Thouvenin de la Chapelle,witness,female,,,1,False,True,False
Jean le Maire demourant au Paire,witness,male,,,1,False,True,False
Fleuent le grand Jean de la Chapelle,witness,male,,,1,False,False,False
Mongeatte veuve Pieron Endreu,witness,female,Paire,,1,False,False,False
Jennon veuve Mourice Jean,witness,female,Lessus,,1,False,False,False
Mongeatte femme a Noel George,witness,female,,,1,False,False,False
Catherine femme a Demenge Simon de la Chapelle,witness,female,,,1,False,False,False
Jean Simon de la Chapelle,witness,male,,,2,False,False,False
Jean des Auches de la Chapelle,witness,male,,,2,False,False,False
Annon femme a Idoult Marie de la Chapelle,witness,female,,,1,False,False,False
Colatte veuve Jean,witness,female,Estival,,1,False,False,False
Francois Mareschal,witness,unknown,Entre-deux-,,1,False,False,False
Jehenne femme a Dieudonne Jean Laurent,witness,female,Entre-deux-,,1,False,False,False
Jehenne femme a Colin Dieudonne,witness,female,Entre-deux-,,1,False,False,False
Barbelline femme a Dieudonne Jean de la Gotte,witness,female,Mandray,,1,False,False,False
Jean Viole,witness,male,Entre-deux-,,2,False,False,False
Jean George Laulney d’Entre-deux-Eaux,witness,male,,,1,False,False,False
Didier Grand Colin,witness,unknown,Entre-deux-,,1,False,False,False
Dieudonne Jean de la Gotte,witness,male,Mandray,,1,False,False,False
Jehenne femme a Claude Gabourel,witness,female,Entre-deux-,,1,False,False,False
Marguitte femme a Claude Vincent,witness,female,Entre-deux-,,1,False,False,False
Marion vouve,witness,unknown,Colas Henry,,1,False,False,False
Jean Gerard d’Entre-deux-Eaux,witness,male,,,1,False,False,False
Vincent Claude Jeandey,witness,male,Entre-deux-,,1,False,False,False
Demenge Didier Grand Colin jeune fils,witness,male,Entre-deux-,,1,False,True,False
Didier Grand Colin d’Entre-deux-Eaux,witness,unknown,,,1,False,False,False
Demenge Mathieu,witness,male,Entre-deux-,,3,False,False,False
Vincent Demenge Laurent,witness,male,Entre-deux-,,2,False,False,False
Demenge Claude Colnot,witness,male,Entre-deux-,,1,False,False,False
Claude Colas le Rouyer,witness,male,Entre-deux-,,1,False,False,False
Jean Menginot,witness,male,Entre-deux-,,1,False,False,False
Jehenne fille,witness,female,Jean George,,1,False,False,False
Claude Colas Henry d’Entre-deux-Eaux,witness,male,,,1,False,False,False
Catherine femme a Demenge Valtin de la Chapelle,witness,female,,,1,False,False,False
Catherine femme a Jean des Auches,witness,female,,,1,False,False,False
Claudon Pellier de la Chapelle,witness,male,,,1,False,False,False
Nicolas Jean Martin,witness,male,Paire,,3,False,False,False
Colas Henry Finance,witness,unknown,,,1,False,False,False
Marie veuve Demenge Jacquemin,witness,female,,,1,False,False,False
Demenge Claude Menginot,witness,male,,,1,False,False,False
Cathellon veuve Jean Anthoine,witness,female,,,1,False,True,False
Martin Jean Gabourel,witness,male,,,1,False,False,False
Claude Colas Woinier,witness,male,,,1,False,False,False
Claude Anthoine Laurent,witness,male,,,1,False,False,False
Jean Claude Cunin,witness,male,,,1,False,False,False
Claude Cognol,witness,male,,,1,False,False,False
Georgeatte femme Didier Jean Didier,witness,female,,,1,False,False,False
Demenge Jean Finance,witness,male,,,1,False,False,False
Catherine femme Demenge Valtin,witness,female,,,1,False,False,False
Jean Reullemant,witness,male,,,1,False,False,False
Valtin Claudon,witness,male,,,1,False,False,False
Demenge Simon,witness,male,,,2,False,False,False
Claudon Jean Simon,witness,male,,,2,False,False,False
Jean des Anges,witness,male,,,1,False,False,False
Jean Simon,witness,male,,,2,False,False,False
Anthoinette femme Jean Warin,witness,female,,,1,False,False,False
Catherine femme Jean des Anges,witness,female,,,1,False,False,False
Catherine femme Colas George Mongenat de la Chapelle,witness,female,,,1,False,False,False
Claudon Jean Coullon de la Chapelle,witness,male,,,1,False,False,False
Claudon Peltier de la Chapelle,witness,male,,,1,False,False,False
Jehan Valtin de la Chapelle,witness,unknown,,,1,False,False,False
Hanry Jean Mongenat,witness,male,,,1,False,False,False
Mengeon Jacquat,witness,unknown,,,1,False,False,False
Jean Pieron,witness,male,,,3,True,False,False
Idoult Willaume,witness,unknown,,,1,False,False,False
Jean Jacquat,witness,male,,,1,False,False,False
Claudon Valtin le jeune,witness,male,,,1,False,False,False
Jean Gerardin le jeune,witness,male,,,1,False,True,False
Jean Mourice jeune fils,witness,male,,,1,False,False,False
Jennon veuve Jacquat Barthelemin,witness,female,,,1,False,False,False
Jennon femme Jean Pieron,witness,female,,,2,False,False,False
Barbelline veuve Jacquat Charpentier,witness,female,,,1,False,False,False
Marion femme Jean Warin,witness,female,,,1,False,False,False
Claudon Biberat,witness,male,,,1,False,False,False
Fleurence femme du precedent,witness,female,,,1,False,False,False
Jean Bresson,witness,male,,,2,False,False,False
Valentin Jean Andreu,witness,male,,,1,False,False,False
Barbe veuve Jean Curien,witness,female,,,1,False,False,False
Noelle femme Adrian le Parmentier,witness,female,,,1,False,False,False
Janne femme Claudon Curien,witness,female,,,1,False,True,False
Thoussainct Chappelle,witness,unknown,,,1,False,False,False
Nicolas Clerc,witness,male,,,1,False,False,False
Idoult Jean Martin,witness,male,,,3,True,False,False
Claudon Piernille,witness,male,,,2,False,False,False
Claudon Curien,witness,male,,,3,False,False,False
Adrian Idoult Jean Martin,witness,male,,,1,False,False,False
Jean Hanry,witness,male,,,2,False,False,False
Jacquat Adam,witness,unknown,,,1,False,False,False
Jennon veuve Colas Bresson,witness,female,,,1,False,False,False
Jennon veuve Colas Lallemand,witness,female,,,1,False,False,False
Georgeatte femme Valentin Chapelle,witness,female,,,1,False,False,False
Babillon femme Hanry Jean Hanry,witness,female,,,1,False,False,False
Claudatte femme Nicolas le Clerc,witness,female,,,1,False,False,False
Catherine femme Mongeon de la Woeuvre,witness,female,,,1,False,False,False
Sebille femme Idoult le Parmentier,witness,female,,,1,False,False,False
Claudatte fille Jacquat Adam,witness,female,,,1,False,False,False
Marion fille Jean Hanry,witness,female,,,1,False,False,False
Valentin Chapelle,witness,unknown,,,1,False,False,False
Jennon femme François,witness,female,Veze,,1,False,False,False
Venerable et religieuse personne Domp Jean,witness,male,Triollier,,1,False,False,False
Gerard Bertrand,witness,unknown,,,2,False,False,False
Epuron Jany,witness,unknown,,,2,False,False,False
Jean le Maire,witness,male,,,3,True,False,False
Idoult le Chouxy,witness,unknown,,,1,False,False,False
Babon femme du precedent,witness,female,,,2,False,False,False
Mongeatte femme Demenge Malfort,witness,female,,,1,False,True,False
Benite femme du precedent (licencée de luy),witness,female,,,1,False,False,False
Demenge Charton,witness,male,,,1,False,False,False
Claudatte femme Valtin Jean Coullat,witness,female,,,1,False,False,False
Jennon femme du precedent,witness,female,,,8,True,False,False
Benite femme Mengeon Henriat,witness,female,,,1,False,False,False
Mengeon Henryat,witness,unknown,,,1,False,False,False
Dediere femme Demenge Simoney,witness,female,,,1,False,False,False
Pierratte fille Henry Colas,witness,female,,,1,False,False,False
Claudon Valentin Flandrey,witness,male,,,1,False,False,False
Claudon le Clerc,witness,male,,,3,True,False,False
Vincent Henriat,witness,unknown,,,1,False,False,False
Colas Henriat,witness,unknown,,,1,False,False,False
Humbert Guidot,witness,unknown,,,1,False,False,False
Claudey Michiel Flandrey,witness,male,,,1,False,False,False
Marguitte femme Humbert Guidot,witness,female,,,1,False,False,False
Claudatte femme Colin Guidot,witness,female,,,1,False,False,False
Michiel Diey,witness,unknown,,,1,False,False,False
Colatte femme Jean Chenal,witness,female,,,1,False,False,False
Jean Chenal,witness,male,Grattain,,1,False,False,False
Colin des Gottes,witness,unknown,,,2,False,False,False
Marguitte femme Demenge le Cueffre,witness,female,,,1,False,False,False
Jacquin Martin,witness,unknown,,,1,False,False,False
Gerard Ladouic,witness,unknown,,,1,False,False,False
Jean Vaguenaire,witness,male,,,1,False,False,False
Honn Homme Diey Bretaulx,witness,unknown,,,1,False,False,False
Jennon veuve Demenge Bretaux,witness,female,,,1,False,False,False
Chrestienne femme honn homme François Petit Demenge,witness,female,,,1,False,False,False
Annon femme de noble homme Gille Padoulx,witness,female,,,1,False,False,False
Sebille veuve Claudon Blaise,witness,female,,,2,False,False,False
Sebille femme Claude Barbier,witness,female,,,1,False,False,False
Jean Gerard,witness,male,,,2,False,True,False
Le maire Claude le Clerc,witness,male,,mayor,1,False,False,False
Jean Gaixatte le vieux,witness,male,,,1,False,False,False
Jean Paticier,witness,male,Vieux Marché,,1,False,False,False
Claudon Demenge Jean Perry,witness,male,,,1,False,True,False
Valentin Thiehay,witness,unknown,,,1,False,False,False
Pierre Grosmaire,witness,male,,,1,False,True,False
Jacquey Mandray,witness,unknown,,,1,False,False,False
Jean Fleurat,witness,male,,,1,False,False,False
Colas Perry,witness,unknown,,,1,False,False,False
Claudatte fille feu Jean Demenge Perry,witness,female,,,1,False,False,False
Colas Grosmaire,witness,unknown,,,1,False,False,False
Colas Thiehay,witness,unknown,,,1,False,True,False
Jennon veuve Colas Thiery,witness,female,,,1,False,False,False
Jean Mourel,witness,male,,,1,False,False,False
Jean Girard Ancel,witness,male,,,1,False,False,False
Jennon femme Claudon Woiriat,witness,female,,,1,False,False,False
Barbon fille Demenge,witness,female,Viller,,1,False,False,False
Barbon femme Bastien Marande,witness,female,,,1,False,False,False
Jean Marlier,witness,male,,,1,False,True,False
Jacquot Bergier,witness,unknown,,,1,False,False,False
Jean Didier,witness,male,,,2,False,False,False
Claudon Woiriat,witness,male,,,1,False,False,False
Catherine femme Nicolas des Escus,witness,female,,,1,False,False,False
Claudon Chavortey,witness,male,,,1,False,False,False
Marguitte femme Claudon le Musnier,witness,female,,,1,False,False,False
Jehan Pieron,witness,unknown,,,1,False,False,False
Demenge Malfort,witness,male,,,2,False,False,False
Babon femme Idoult le Chouxe,witness,female,,,1,False,False,False
Jennon femme Claudon Jacquel,witness,female,,,1,False,False,False
Jennon femme Guerard Thomas,witness,female,,,1,False,False,False
Guerard Thomas,witness,unknown,St Prayel,,1,False,False,False
Marguitte femme Mongeon Charpentier,witness,female,,,1,False,False,False
Nicolas Mourice de la Fontenelle,witness,male,,,1,False,False,False
Jean de la Houtte,witness,male,Laistre,,1,False,False,False
Estienne Benay,witness,unknown,Vieux Moulin,,1,False,False,False
Henry fils Henry,witness,male,,,1,False,False,False
Jehenne fille Colin Lienard,witness,female,,,1,False,False,False
Jennon fille feu Jean Jennat,witness,female,,,1,False,False,False
Claude fils feu Andreu Jaulnat,witness,male,,,1,False,False,False
Dieudonné Jean,witness,male,,,1,False,True,False
Claude veuve Bastien Mathieu,witness,female,,,1,False,False,False
Colatte femme Colin Mathiatte,witness,female,,,1,False,False,False
Jean Colas Voignier,witness,male,,,1,False,False,False
Claude Pierrat,witness,male,,,1,False,False,False
Demenge Claude Cugnin,witness,male,,,1,False,False,False
Claudatte femme Jean,witness,female,Espinal,,1,False,False,False
Jean Blaise Laisney,witness,male,,,1,False,False,False
Blaisette femme du precedent,witness,female,,,1,False,False,False
Jean Colynot,witness,male,,,1,False,False,False
Magdelaine femme Jean Grand Didier,witness,female,,,1,False,False,False
Jehenne fille feu Colas Chastel,witness,female,,,1,False,False,False
Demenge Grand Ferry,witness,male,,,1,False,True,False
Jean Demenge Jacquot,witness,male,,,1,False,False,False
Claude Mongeat,witness,male,,,1,False,False,False
Didier fils du precedent,witness,male,,,1,False,False,False
Blaisette femme Didier Aulbert,witness,female,,,1,False,False,False
Claude le Compte,witness,male,,,1,False,False,False
Colas Colnot,witness,unknown,Aulbripaire,,1,False,False,False
Didier Demenge Aulbert,witness,male,,,2,False,False,False
Marie femme Jean Masson,witness,female,,,1,False,False,False
Mengeatte veuve Didier Babel,witness,female,,,1,False,False,False
Barbellon femme Blaison Richard,witness,female,,,1,False,False,False
Jennon femme Colas Grand Didier,witness,female,,,1,False,True,False
Colas Grand Didier,witness,unknown,,,2,False,False,False
Demenge Jacot,witness,male,,,1,False,False,False
Mongeon Grand Ferry,witness,unknown,,,1,False,True,False
Jean Didier Babey,witness,male,,,1,False,False,False
Dieudonné Stennenat,witness,unknown,,,1,False,False,False
Dieudonné Jean Demenge Jacot,witness,male,,,1,False,False,False
Mengeatte veuve Didier Babey,witness,female,,,1,False,False,False
Jean Demenge Jacot,witness,male,,,1,False,False,False
Jean Blaise Chainel,witness,male,,,1,False,False,False
Claude Mengeot,witness,male,,,1,False,False,False
Jacot Ferry,witness,unknown,,,1,False,False,False
Jean Claude Noel,witness,male,,,1,False,False,False
Claudatte femme Mengeon Jean Perry,witness,female,,,1,False,False,False
Claude Demenge Colin,witness,male,,,1,False,False,False
Jacques Hugo,witness,male,,,2,False,False,False
"and (18) (Dieudonné Stennenat) missing - page not photographed
(19) Claude Dieud",witness,male,,,1,False,False,False
Barbelline veuve Jean le maire,witness,female,Girompaire,,1,False,False,False
Colatte fille Jean le maire,witness,female,,,1,False,False,False
Georgeatte femme Jean Colatte,witness,female,,,2,False,False,False
Lienard Adam,witness,unknown,,,3,True,False,False
Georgeon Demenge Babel,witness,male,,,1,False,False,False
Jacquotte femme Mengeon Martin,witness,female,,,1,False,False,False
"Mengeatte veuve Lienard Demenge
Lienard",witness,female,,,1,False,False,False
Jean Colatte,witness,male,,,2,False,False,False
"Jean Colas Lienard
(14) George Aulbry",witness,male,,,1,False,False,False
Mengeon Guichard jeune fils,witness,male,,,1,False,False,False
Nicolas Claudon Lamblat,witness,male,,,1,False,False,False
Mengeon Wanier,witness,unknown,,,1,False,False,False
Nicolas Miette,witness,male,,,2,False,False,False
"?
(6) Claudon",witness,male,Haut,,1,False,False,False
Nicolas fils Holbin le Jalley,witness,male,,,1,False,True,False
Nicolas Lambert,witness,male,,,1,False,False,False
Jennon fille feu Colas Michiel,witness,female,Marzelay,,1,False,False,False
Colin le Maire,witness,unknown,,,1,False,False,False
Nicolas Stegel,witness,male,,,1,False,False,False
Blaise Jean Colas Demenge Olry,witness,male,,,1,False,False,False
Didielle femme Demenge Colinel,witness,female,,,1,False,False,False
Jennon femme Demenge Gros Demenge,witness,female,,,1,False,False,False
Jennon femme Colin le Bourguignon,witness,female,,,2,False,False,False
"Barbon femme Hanns le Musnier (no age legible)
General reputation. 3 years earli",witness,female,,,1,False,True,False
Catherine femme Vincent Crolbecier,witness,female,,,1,False,False,False
Demenge Claude Jean le Maire,witness,male,,,1,False,True,False
Demenge Colas Humbert,witness,male,,,1,False,False,False
Valentine femme Demenge de la Rolbe,witness,female,,,1,False,False,False
Claude Menguiot,witness,male,,,1,False,False,False
Jean Claude Olry,witness,male,,,1,False,False,False
"Chretienne femme Claudon des Eaues
General reputation. She had lost animals",witness,female,,,1,False,False,False
Demenge Ranguiel,witness,male,,,1,False,False,False
Thoussaince femme Demenge Claude Jean le Maire,witness,female,,,1,False,False,False
Demenge Gros Demenge,witness,male,,,4,True,False,False
Thoussainct Gomay,witness,unknown,,,2,False,False,False
Clemence fille Parisot Goeury,witness,female,,,1,False,False,False
Dieudonnée femme Pierre Chrestien,witness,female,,,1,False,False,False
Catherine veuve Demenge Perrise,witness,female,,,1,False,False,False
Colas Guezey,witness,unknown,,,1,False,False,False
Anthoinette femme Claudon Poirresson,witness,female,,,1,False,False,False
"? Parisot Goeury
Told of wife's death",witness,unknown,,,1,False,False,False
Catherine fille feu Demenge Perrise,witness,female,,,1,False,False,False
"Claudatte femme Thoussainct Gornay
Quarrel with his wife over hen he had killed",witness,female,,,1,False,False,False
"Jean Guezey
Long reputation; 6 years earlier had passed Jean in woods without sa",witness,male,,,1,False,False,False
Jean Masson,witness,male,,,5,True,False,False
Le maire Jean Serainville,witness,male,,mayor,1,False,False,False
Nicolas Saulnier,witness,male,,,1,False,False,False
Jean Claude Felippé,witness,male,,,1,False,False,False
Mengeatte femme Mengeat Marchand,witness,female,,,1,False,False,False
"Thoussainct Gomay
Had been nearest neighbour of father for 9 years",witness,unknown,,,1,False,False,False
"Claudette femme Jean Grand Jean
Witch",witness,female,,,1,False,False,False
Zabel veuve Jean Ferry,witness,female,,,1,False,False,False
"Cuguin
Had called her and her father witch",witness,unknown,,,1,False,False,False
Colin Menginot,witness,unknown,,,1,False,False,False
Idatte fille de feu Didier Guerry (mother was Jean Ferry's widow,witness,female,,,1,False,False,False
Witch,witness,unknown,,,2,False,False,False
Thiebault Vicaire,witness,unknown,,,1,False,True,False
Le maire Dieudonné Galand,witness,unknown,,mayor,1,False,False,False
Marye fille de feu Mengeon Maxant,witness,female,,,1,False,False,False
"Didier Galand
Occasion when she was asked to heal a horse",witness,unknown,,,1,False,False,False
Lienard Jean Lienard,witness,male,,,2,False,False,False
"Claudette femme Thoussainct Gomay
Section of deposition missing - seems to imply",witness,female,,,1,False,False,False
Mengeon Demenge Henry alias,witness,male,Anould,,1,False,False,False
Colas Demenge Henry alias,witness,male,Anould,,1,False,False,False
Claudon Bonipaire,witness,male,,,1,False,False,False
"General reputation.
(5) Simon Hougney",witness,unknown,,,1,False,False,False
Jean Didier Chenemere,witness,male,,,1,False,False,False
Colatte femme Vincent Henryat,witness,female,,,2,False,False,False
"& (11) Missing - very short.
(12) Jean Parmentier",witness,male,,,1,False,False,False
Jean Charpentier,witness,male,,,3,False,False,False
Mengeon Didier l'Hoste,witness,unknown,,,1,False,False,False
Jean Mulnier,witness,male,,,1,False,False,False
Jennon femme Jean le Clerc,witness,female,,,1,False,False,False
Jean Colas Lienard,witness,male,,,3,False,False,False
"Barbelline femme Jean Claudel
Death of someone to whom she had given bread",witness,female,,,1,False,False,False
Jehenne veuve Colas Chalgotte,witness,female,,,1,False,False,False
Margueritte femme George Jean le Clerc,witness,female,,,1,False,False,False
Bastien Mengeon Bastien,witness,male,,,1,False,False,False
"Colas Jean le Maire
Missing section",witness,male,,,1,False,False,False
Jennon fille Mengeon Bastien,witness,female,,,1,False,False,False
Claudatte femme Jean Henry,witness,female,,,1,False,False,False
Jehennon femme Jean Hugo,witness,female,,,1,False,False,False
Jacquot Jean le Maire,witness,male,,,1,False,False,False
"Jean Henry
After quarrel he instantly had trouble with legs",witness,male,,,1,False,False,False
Berthremin Michiel Flandrey,witness,unknown,,,1,False,False,False
"Marion femme Claudey Michiel Flandrey
Had been refused pastries from house on Ch",witness,female,,,1,False,False,False
Benite veuve Claudon le Bailly,witness,female,,,1,False,False,False
Mengeon Didier Henryat,witness,unknown,,,1,False,False,False
Vincent Henryat,witness,unknown,,,1,False,False,False
Colas Henryat,witness,unknown,,,1,False,False,False
Jehenne femme Claudon le Clerc,witness,female,,,1,False,False,False
Claudette femme Noel Ferry,witness,female,,,1,False,False,False
Nicole femme Colas Henryat,witness,female,,,1,False,False,False
Colin Guidot,witness,unknown,,,1,False,False,False
Magdelaine femme Colas Cointzelin,witness,female,,,1,False,False,False
Demenge Colas Jacquemin,witness,male,,,1,False,False,False
Thoussainct Grand Didier,witness,unknown,,,1,False,False,False
"Demenge Jourdain
Start of deposition missing; wife had died from illness she sus",witness,male,,,1,False,False,False
Lienard Valentin Napuel,witness,unknown,,,1,False,False,False
Claudel Colas la Voivre,witness,male,,,1,False,False,False
Didier Valentin Napuel,witness,unknown,,,1,False,False,False
"Claude Renolbay
Long reputation. Last year had asked him",witness,male,,,1,False,True,False
Had heard from Jean Colin how he had been to devin after loss of a cow,witness,male,,,1,False,False,False
Claudette femme Lienard Valentin Napuel,witness,female,,,1,False,False,False
"Catherine fille Colas Beurlin
Losses of various animals",witness,female,,,1,False,False,False
Jennon femme Claude Jean Petit Colin,witness,female,,,1,False,False,False
Didielle femme du precedent,witness,female,,,1,False,False,False
Simon Hougney,witness,unknown,,,1,False,False,False
Dieudonné fils Dieudonné,witness,male,Hault,,1,False,False,False
Pierratte femme Henry Dieudonné Henry,witness,female,,,1,False,False,False
Honn Homme Colas Hougney,witness,unknown,,,1,False,False,False
Colas Demenge le petit Nicolas,witness,male,,,1,False,False,False
Catherine veuve Berthremin Rembault le drappier,witness,female,,,1,False,False,False
Marguitte femme Colas Jeannel,witness,female,,,1,False,True,False
Claudon Benifosse,witness,male,,,1,False,False,False
Missing - damage,witness,unknown,,,1,False,False,False
Nicolas de la Rolbe le jeune,witness,male,,,1,False,False,False
"Michiel Holbin 26
Had never heard any harm of him",witness,unknown,,,1,False,False,False
"Missing - damaged
(12) Jean Ralbes",witness,male,,,1,False,True,False
Jean Alloffs,witness,male,,,1,False,False,False
Estienne le grand Claude,witness,male,,,1,False,False,False
"Missing - damage
(16) Estienne Olry",witness,unknown,,,1,False,False,False
Nicolas le petit Nicolas,witness,male,,,1,False,False,False
Estienne le Menant,witness,unknown,,,1,False,False,False
Phelice femme Girardin Didier Masson,witness,female,,,1,False,False,False
