person1,person2,relationship_type,trial_id,evidence_text,confidence
Mengeon,Claudon Claude,child_son,w068,Mengeon fils Claudon Claude Nicolle de Fontenay,1.0
Laurence,Jean Collignon,spouse_wife,w068,Laurence femme de Jean Collignon de Fontenay,1.0
Jacquotte,Godey Mandray,spouse_wife,w068,Jacquotte femme Godey Mandray de Fontenay,1.0
Claudatte,Godey Mandray,child_daughter,w068,Claudatte fille Godey Mandray,1.0
Edelynne,Claudin Fedoiart,spouse_widow,w068,Edelynne veuve Claudin Fedoiart de Fontenay,1.0
Cleron,Mengeon Philippe,spouse_wife,w068,Cleron femme de Mengeon Philippe Baguel de Fontenay,1.0
Claudette,Claudon Lallemend,spouse_wife,w068,Claudette femme de Claudon Lallemend,1.0
Jannon,Mengeon Laurent,spouse_wife,w068,Jannon femme de Mengeon Laurent,1.0
Catherine,Dieudonné Jean,spouse_wife,w068,Catherine femme Dieudonné Jean Martin de Fontenay,1.0
Barbon,Claude Matheu,spouse_wife,w068,Barbon femme Claude Matheu de Fontenay,1.0
Jennon,Pierron Pourel,spouse_wife,w068,Jennon femme de Pierron Pourel,1.0
Catherine,Colas Jean,spouse_wife,w068,Catherine femme de Colas Jean Bagay de Fontemay,1.0
Ysabel,Claudon Claude,child_daughter,w068,Ysabel fille Claudon Claude Nicolle de Fontenay,1.0
Mengeon,Claudon Claude,child_son,w068,Mengeon fils Claudon Claude Nicolle de Fontenay,1.0
Laurence,Jean Collignan,spouse_wife,w068,Laurence femme Jean Collignan de Fontenay,1.0
Jennon,Pieron Pourcel,spouse_wife,w068,Jennon femme de Pieron Pourcel,1.0
Catherine,Colas Jean,spouse_wife,w068,Catherine femme Colas Jean Bagay de Fontenay,1.0
Isabel,Jean Pordon,spouse_wife,w070,Isabel femme de Jean Pordon de Charmes,1.0
Margueritte,Thierat Fournier,spouse_wife,w071,Margueritte femme de Thierat Fournier boucher de Charmes,1.0
Jennon,Dieudonné Jean,spouse_wife,w071,Jennon femme de Dieudonné Jean,1.0
Mongeatte,Aulbry Jean,spouse_widow,w071,Mongeatte veuve de Aulbry Jean Aulbry de Charmes,1.0
Jannon,George Gouvernat,spouse_wife,w071,Jannon femme de George Gouvernat le jeune de Charmes,1.0
Mongeatte,Jean Jacquat,spouse_wife,w071,Mongeatte femme de Jean Jacquat hostelain à Charmes,1.0
Idatte,Jean Bourcy,spouse_wife,w071,Idatte femme de Jean Bourcy de Charmes,1.0
Mongeatte,Cuevrin Dieudonne,spouse_wife,w071,Mongeatte femme de Cuevrin Dieudonne,1.0
Robert,Nicolas Thierat,child_son,w072,Robert fils de Nicolas Thierat,1.0
Alix,Nicolas,spouse_widow,w072,Alix veuve de Nicolas de Vaubexy cordonnier de Charmes,1.0
Roche,Nicolas Gaillot,spouse_widow,w072,Francoise la Roche veuve de Nicolas Gaillot d'Essegney,1.0
Agnez,Claude Vallon,spouse_wife,w072,Agnez femme de Claude Vallon gouverneur moderne de Charmes,1.0
Jacquatte,Didier Loys,spouse_wife,w072,Jacquatte femme de Didier Loys Rouyer de Charmes,1.0
Idatte,Claude Richard,spouse_wife,w072,Idatte femme de Claude Richard de Charmes,1.0
Jannon Marchal,Claudon Maurice,spouse_wife,w073,Jannon Marchal femme de Claudon Maurice salpetrier d'Essegney,1.0
Margueritte,Marin Humbert,spouse_wife,w073,Margueritte femme de Marin Humbert d'Essegney,1.0
Marie,Jacquot Thiery,spouse_wife,w073,Marie femme de Jacquot Thiery d'Essegney,1.0
Isabillon,Poirson Garat,spouse_wife,w073,Isabillon femme de Poirson Garat d'Essegney,1.0
Barbion Garat,Colas Graniere,spouse_widow,w073,Barbion Garat veuve de Colas Graniere de Bainville,1.0
Mathiotte,Claudon Gregoire,child_daughter,w073,Mathiotte fille de Claudon Gregoire d'Essegney,1.0
Margueritte Harmant,Nicolas Gegoult,spouse_wife,w074,Margueritte Harmant femme de Nicolas Gegoult marchal de Charmes,1.0
Marie,Cuguin Flaux,spouse_wife,w074,Marie femme de Cuguin Flaux de Charmes,1.0
Barbon,Jean Michiel,child_daughter,w074,Barbon fille de Jean Michiel marchal à Charmes,1.0
Mengeotte,Guillaume Redoubte,spouse_wife,w074,Mengeotte femme de Guillaume Redoubte de Charmes,1.0
Mongeon,Demenge,spouse_wife,w074,Mongeon femme de Demenge de But tabellion de Charmes,1.0
Anne,Nicolas Meschy,spouse_wife,w074,Anne femme de Nicolas Meschy tanneur à Charmes,1.0
Bastienne,Demenge Ferry,spouse_widow,w074,Bastienne veuve Demenge Ferry de Charmes,1.0
Hannix,Husson Bourguignon,child_daughter,w076,Hannix fille Husson Bourguignon,1.0
Claude,Thierry Maillard,child_daughter,w076,Claude fille Thierry Maillard,1.0
Nicolas,Claude Noel,child_son,w076,Nicolas fils Claude Noel,1.0
Marie,Colas Moyne,spouse_widow,w076,Marie veuve Colas Moyne,1.0
Pentecoste,Estienne Moyne,spouse_widow,w076,Pentecoste veuve Estienne Moyne,1.0
Pentecoste,Estienne Moyne,spouse_widow,w077,Pentecoste veuve Estienne Moyne,1.0
Margueritte,Claudon Chastellain,spouse_wife,w077,Margueritte femme Claudon Chastellain,1.0
Francoise,Demenge Maillard,spouse_widow,w077,Francoise veuve Demenge Maillard,1.0
Claude,Estienne Chastelain,child_son,w078,Claude fils Estienne Chastelain,1.0
Idatte,Didier Gregy,spouse_widow,w078,Idatte veuve de Didier Gregy de Rugney,1.0
Margueritte,Remy Phillippe,spouse_wife,w078,Margueritte femme de Remy Phillippe de Rugney,1.0
Claudatte,Laurence Thoussain,spouse_wife,w078,Claudatte femme de Laurence Thoussain de Rugney,1.0
Lucie,Claudon Mihiel,child_daughter,w079,Lucie fille de Claudon Mihiel dit Battillot de Brantigny,1.0
Catherine,Claudon Mihiel,child_daughter,w079,Catherine fille de Claudon Mihiel,1.0
Francoise,Demenge Sauffroy,spouse_wife,w079,Francoise femme de Demenge Sauffroy,1.0
Catherine,Bastien Richard,spouse_widow,w080,Catherine veuve Bastien Richard de Charmes,1.0
Anne,Didier Simon,child_daughter,w080,Anne fille de Didier Simon,1.0
Claudon,Didier Simon,child_daughter,w080,Claudon fille de Didier Simon,1.0
Barbe,Jean,spouse_wife,w080,Barbe femme de Jean du Menil,1.0
Lucie,Nicolas Remy,spouse_wife,w080,Lucie femme de Nicolas Remy de Charmes,1.0
Isabel,Mengin Wiriot,spouse_wife,w082,Isabel femme Mengin Wiriot,1.0
Jannotte,Jean Vidier,spouse_wife,w082,Jannotte femme Jean Vidier,1.0
Alix,Claudon Bonnier,spouse_wife,w082,Alix femme Claudon Bonnier,1.0
Mathiotte,Claudin Gegoust,spouse_widow,w082,Mathiotte veuve Claudin Gegoust,1.0
Barbe,Didier Remy,spouse_wife,w082,Barbe femme Didier Remy,1.0
Famion,Didier Wiriot,spouse_wife,w082,Famion femme Didier Wiriot,1.0
Alizon,Claudin Mourot,spouse_wife,w082,Alizon femme Claudin Mourot,1.0
Mengeotte,Mathiot Paulot,spouse_wife,w082,Mengeotte femme Mathiot Paulot,1.0
Barbe,Jean Serge,spouse_wife,w082,Barbe femme Jean Serge,1.0
Alix,Jacquot,spouse_wife,w082,Alix femme Jacquot des Pres,1.0
Claude,Jean Marsellot,spouse_wife,w083,Claude femme de Jean Marsellot de St. Prancher,1.0
Marie,Clement Behel,spouse_widow,w083,Marie veuve de Clement Behel de St. Prancher,1.0
Isabel,Mengin Viriot,spouse_wife,w083,Isabel femme de Mengin Viriot de St. Prancher,1.0
Ydeline,Colas Thouvenin,spouse_wife,w083,Ydeline femme de Colas Thouvenin de St. Prancher,1.0
Mengeon,Bartremin Collin,spouse_widow,w083,Mengeon veuve de Bartremin Collin de St. Prancher,1.0
Claude,Jean Vincenot,spouse_wife,w083,Claude femme de Jean Vincenot,1.0
Claudon,Perrin Boulengier,spouse_wife,w083,Claudon femme de Perrin Boulengier de St. Prancher,1.0
Sebille,Didier Marsellot,child_daughter,w083,Sebille fille de Didier Marsellot,1.0
Claudon,Jean Ferry,spouse_wife,w084,Claudon femme de Jean Ferry de Neufville,1.0
Claude,Nicodemus Utchin,spouse_wife,w084,Claude femme de Nicodemus Utchin,1.0
Claudon,Vincent Badel,spouse_wife,w084,Claudon femme de Vincent Badel de la Neufville,1.0
Phelippa,Mengin Badel,spouse_widow,w084,Phelippa veuve de Mengin Badel de la Neufville,1.0
Mengeon,Claudot Moictessier,spouse_widow,w084,Mengeon veuve de Claudot Moictessier,1.0
Cleron,Florentin Moictessier,spouse_wife,w084,Cleron femme de Florentin Moictessier de la Neufville,1.0
Jalby,Jean Willaume,spouse_wife,w084,Jalby femme de Jean Willaume le jeune,1.0
Barbe,Mongin Michiel,spouse_wife,w084,Barbe femme de Mongin Michiel de la Neufville,1.0
Adrienne,Mongin Tonnerel,spouse_wife,w084,Adrienne femme de Mongin Tonnerel,1.0
Halbix,Florentin Mongenot,spouse_widow,w085,Halbix veuve Florentin Mongenot bouchier de la Neufville,1.0
Jannon,Jean Waulthier,spouse_wife,w085,Jannon femme de Jean Waulthier de la Neufville,1.0
Ysabel,Jacquot Gudine,spouse_wife,w085,Ysabel femme de Jacquot Gudine de la Neufville,1.0
Claudet,Claude Cabled,child_son,w085,Claudet fils de Claude Cabled de la Neufville,1.0
Lucresse,Gaspard,spouse_wife,w085,Lucresse femme de Gaspard de la Neufville,1.0
Ysabel,Jehan Vanyer,spouse_wife,w085,Ysabel femme de Jehan Vanyer de la Neufville,1.0
Janotte,Jehan Vastron,spouse_wife,w085,Janotte femme de Jehan Vastron de la Neufville,1.0
Cathin,Jehan Cabled,spouse_wife,w085,Cathin femme de Jehan Cabled de la Neufville,1.0
Cleron,Claude Thouvenel,spouse_wife,w085,Cleron femme de Claude Thouvenel de la Neufville,1.0
Guennotte,Jean Louys,child_daughter,w087,Guennotte fille de Jean Louys tixerant bourgeois de Nenfchatel,1.0
Barthelemy,Jean Molen,child_son,w087,Barthelemy fils de Jean Molen,1.0
Anne,Mengin Claude,spouse_wife,w089,Anne femme Mengin Claude tisserand en la meme rue,1.0
Didiere,Pierre Roussel,spouse_wife,w089,Didiere femme Pierre Roussel,1.0
Chiens,Jean Genereux,spouse_wife,w090,Claudon des Chiens femme Jean Genereux de Condé,1.0
Mengeon Francois,Nicolas Chardin,spouse_wife,w090,Mengeon Francois femme Nicolas Chardin de Condé,1.0
Claudon Vincent,Jean Pieron,spouse_wife,w090,Claudon Vincent femme Jean Pieron de Condé,1.0
Odille,Mengin Bailly,spouse_wife,w090,Odille femme Mengin Bailly de Condé,1.0
Francoise,Claude Bracconnier,spouse_wife,w090,Francoise femme Claude Bracconnier,1.0
Maizon,Jean Vauchier,spouse_wife,w090,Maizon femme Jean Vauchier paistre des rouges bestes de Condé,1.0
Jenon,Claudin Peletier,spouse_wife,w091,Jenon femme Claudin Peletier,1.0
Agnelle,Petter Lhore,spouse_wife,w091,Agnelle femme Petter Lhore,1.0
Rose,Colas Tixerand,spouse_wife,w091,Rose femme Colas Tixerand,1.0
Jenon,Claudin Peletier,spouse_wife,w093,Jenon femme Claudin Peletier,1.0
Agnelle,Petter Lorre,spouse_wife,w093,Agnelle femme Petter Lorre,1.0
Jenon,Jean Denys,spouse_wife,w093,Jenon femme Jean Denys,1.0
Marie,Moritz,spouse_wife,w093,Marie femme Moritz manouvrier,1.0
Marie,Steff,spouse_widow,w094,Marie veuve Steff,1.0
Alyson,Michiel,spouse_wife,w094,Alyson femme Michiel,1.0
Jehanne,Demenge Sollier,spouse_wife,w094,Jehanne femme Demenge Sollier,1.0
Nesso,George,spouse_wife,w094,Nesso femme George,1.0
Alyson,Bernard Mathieu,spouse_wife,w094,Alyson femme Bernard Mathieu,1.0
Engel,Michel Schouter,spouse_widow,w094,Engel veuve Michel Schouter,1.0
Elysabeth,Jacobs Haman,spouse_wife,w094,Elysabeth femme Jacobs Haman,1.0
Marie,Hannssman,spouse_wife,w094,Marie femme Hannssman,1.0
Sennelle,Arnould Mengin,spouse_wife,w094,Sennelle femme Arnould Mengin,1.0
Barbe,Quentin,spouse_wife,w094,Barbe femme Quentin le Roy,1.0
Annel,Jean Thomas,spouse_widow,w094,Annel veuve Jean Thomas,1.0
Barbe,Faulhanns,spouse_wife,w095,Barbe femme Faulhanns,1.0
Margueritte,Grand Austien,spouse_wife,w095,Margueritte femme Grand Austien,1.0
Sibille,Rebenhanns,spouse_wife,w095,Sibille femme Rebenhanns,1.0
Christienne,Nickel Marchal,spouse_wife,w095,Christienne femme Nickel Marchal,1.0
Anthoine,Berkerhanns,child_son,w095,Anthoine fils Berkerhanns,1.0
Margueritte,Niclaus Baller,spouse_wife,w095,Margueritte femme Niclaus Baller,1.0
Margueritte,Hermans Hanns,spouse_wife,w095,Margueritte femme Hermans Hanns,1.0
Mayette,Anthoine Charpentier,spouse_wife,w095,Mayette femme Anthoine Charpentier,1.0
Barbe,Steffen Faulhanns,spouse_wife,w095,Barbe femme Steffen Faulhanns,1.0
Bride,Klein Nickel,spouse_wife,w095,Bride femme Klein Nickel,1.0
Mayette,Viryot Didier,spouse_wife,w096,Mayette femme Viryot Didier de Salm,1.0
Bingel,Kutz Nickel,spouse_wife,w098,Bingel femme Kutz Nickel,1.0
Odille,Schwaben Mathis,spouse_wife,w098,Odille femme Schwaben Mathis,1.0
Sybille,Stoffel Schmidt,spouse_wife,w098,Sybille femme Stoffel Schmidt,1.0
Bette,Hans Duscher,spouse_widow,w098,Bette veuve Hans Duscher,1.0
Apelonne,Stoffel Portier,spouse_wife,w098,Apelonne femme Stoffel Portier,1.0
Jeanne,Stro Hanns,spouse_wife,w098,Jeanne femme Stro Hanns,1.0
Jean,Schu Adam,child_son,w098,Jean fils Schu Adam,1.0
Jean,Jacques Woitsch,child_son,w098,Jean fils Jacques Woitsch,1.0
Bignelle,Frantz Man,spouse_wife,w098,Bignelle femme Frantz Man,1.0
Mengette,Christman,spouse_wife,w099,Mengette femme Christman (at wars in Low Countries),1.0
Jehenne,Adam Marchal,spouse_widow,w100,Jehenne veuve Adam Marchal d'Amange,1.0
Mariette,Thonius,spouse_wife,w100,Mariette femme Thonius,1.0
Odile,Henry Cousturier,spouse_wife,w100,Odile femme de Henry Cousturier,1.0
Sybille,Stoffel Marchal,spouse_wife,w101,Sybille femme Stoffel Marchal,1.0
Synnelle,Gaspar Cherrier,spouse_wife,w101,Synnelle femme Gaspar Cherrier,1.0
Bingel,Luc Reise,spouse_wife,w101,Bingel femme Luc Reise,1.0
Clemance,Collas Moictrier,spouse_wife,w102,Clemance femme Collas Moictrier,1.0
Meclon,Didier Lhuilier,spouse_widow,w102,Meclon veuve Didier Lhuilier,1.0
Jeannon,Colas,spouse_wife,w103,Jeannon femme Colas le Maire,1.0
Cretienne,Couret,spouse_wife,w103,Cretienne femme de Couret le petit Feltin,1.0
Mayetté,Krieer Hans,spouse_wife,w103,Mayetté femme Krieer Hans,1.0
Caterine,Jacquot Bernard,spouse_wife,w105,Caterine femme Jacquot Bernard,1.0
Margueritte,Gregoire Marchal,spouse_wife,w105,Margueritte femme Gregoire Marchal d'Einville,1.0
Agnes,Nicolas Herbel,spouse_wife,w105,Agnes femme Nicolas Herbel d'Einville,1.0
Jehenne,Aubertin Tripa,spouse_wife,w105,Jehenne femme Aubertin Tripa d'Einville,1.0
Barbe,Didier Pinel,spouse_wife,w105,Barbe femme Didier Pinel d'Einville,1.0
Alizon,Claudon Villermin,spouse_wife,w105,Alizon femme Claudon Villermin d'Einville,1.0
Mengeatte,Claudin Patenotte,spouse_wife,w105,Mengeatte femme Claudin Patenotte moictrier de la Borde proche Einville,1.0
Agnes,Jean Loys,spouse_wife,w106,Agnes femme Jean Loys de Bathelemont,1.0
Margueritte,Jean Fercquel,spouse_wife,w106,Margueritte femme Jean Fercquel de Bathelemont,1.0
Agnel,Noel Gaidat,spouse_widow,w106,Agnel veuve Noel Gaidat de Bathelemont,1.0
Agnel,Laurent Masruy,spouse_wife,w106,Agnel femme Laurent Masruy de Bathelemont,1.0
Sybille,Pierron Goudat,spouse_wife,w106,Sybille femme Pierron Goudat de Bathelemont,1.0
Catherine,Anthoine Menzier,spouse_widow,w106,Catherine veuve Anthoine Menzier,1.0
Catherine,Claude Pieton,spouse_widow,w106,Catherine veuve Claude Pieton de Bathelemont,1.0
Jacotte,Claudon Goudat,spouse_widow,w106,Jacotte veuve Claudon Goudat de Bathelemont,1.0
Catherine,Jean Mengin,spouse_wife,w106,Catherine femme Jean Mengin de Bathelemont,1.0
Jeanne,Gerard Husson,spouse_wife,w106,Jeanne femme Gerard Husson de Bathelemont,1.0
Barbelline,Claudon Vatrin,spouse_wife,w106,Barbelline femme Claudon Vatrin,1.0
Margueritte,Anthoine Epvre,spouse_wife,w106,Margueritte femme Anthoine Epvre de Bathelemont,1.0
Barbe,Demenge Mengin,spouse_wife,w106,Barbe femme Demenge Mengin,1.0
Margueritte,Nicolas Olry,spouse_wife,w106,Margueritte femme Nicolas Olry de Bathelemont,1.0
Annon,Didier Parmentier,spouse_wife,w106,Annon femme Didier Parmentier de Bathelemont,1.0
Didiere,Demenge,spouse_wife,w106,Didiere femme Demenge d'Arracourt,1.0
Mengeatte,Jean Barbellin,spouse_wife,w106,Mengeatte femme Jean Barbellin de Bathelemont,1.0
Ysabeau,Claudin Anthoine,spouse_wife,w106,Ysabeau femme Claudin Anthoine de Bathelemont,1.0
Perrise,Jean Hauricquel,spouse_wife,w106,Perrise femme Jean Hauricquel de Bathelemont,1.0
Hellebix,Nicolas Ferry,spouse_wife,w106,Hellebix femme Nicolas Ferry de Bathelemont,1.0
Mengeotte,Claudon Thirion,spouse_wife,w106,Mengeotte femme Claudon Thirion de Bathelemont,1.0
Elizabethe,Nicolas Bouchier,spouse_wife,w106,Elizabethe femme Nicolas Bouchier de Bathelemont,1.0
Claudon Holbat,Holbat Claudon,spouse_wife,w106,Claudon Holbat femme Holbat Claudon de Bathelemont,1.0
Jennon,Didier Lorrique,spouse_wife,w106,Jennon femme Didier Lorrique de Bathelemont,1.0
Jennon,Nicolas Olry,spouse_widow,w106,Jennon veuve Nicolas Olry de Bathelemont,1.0
Claudon,Marc Paris,spouse_wife,w106,Claudon femme Marc Paris,1.0
Toussaince,Jean Bridey,spouse_wife,w106,Toussaince femme Jean Bridey de Bathelemont,1.0
Margueritte,Nicolas Adam,spouse_wife,w106,Margueritte femme Nicolas Adam de Bathelemont,1.0
Bastienne,Gerard Toussains,spouse_wife,w106,Bastienne femme Gerard Toussains de Bathelemont,1.0
Idotte,Jean Thirion,spouse_wife,w106,Idotte femme Jean Thirion,1.0
Jeanne,Nicolas Estienne,spouse_wife,w106,Jeanne femme Nicolas Estienne de Bathelemont,1.0
Jeanne,Francois Husson,spouse_wife,w106,Jeanne femme Francois Husson de Bathelemont,1.0
Mengeotte,Jean Vaultrin,spouse_widow,w106,Mengeotte veuve Jean Vaultrin de Bathelemont,1.0
Margueritte,Nicolas Vaultrin,spouse_widow,w106,Margueritte veuve Nicolas Vaultrin de Bathelemont,1.0
Belatte,Michel Barbellin,spouse_wife,w106,Belatte femme Michel Barbellin de Bathelemont,1.0
Nicolle,Bastien Pieresson,spouse_wife,w106,Nicolle femme Bastien Pieresson de Bathelemont,1.0
Elisabethe,Nicolas Cabossel,spouse_wife,w106,Elisabethe femme Nicolas Cabossel de Bathelemont,1.0
Didiere,Demenge Danguille,spouse_wife,w106,Didiere femme Demenge Danguille de Bathelemont,1.0
Claudon,Nicolas Barbellin,spouse_wife,w106,Claudon femme Nicolas Barbellin de Bathelemont,1.0
Mengeatte,Barbellin Michel,spouse_wife,w106,Mengeatte femme Barbellin Michel de Bathelemont,1.0
Jacotte,Demenge Fercquel,spouse_wife,w106,Jacotte femme Demenge Fercquel de Bathelemont,1.0
Jehenne,Demenge Didier,spouse_wife,w107,Jehenne femme Demenge Didier Ydatte,1.0
Nicolle,Demenge Purel,spouse_wife,w107,Nicolle femme Demenge Purel,1.0
Catherine,Jean Purel,spouse_wife,w107,Catherine femme Jean Purel le charier,1.0
Jehenne,Nicolas Mengeotte,spouse_wife,w107,Jehenne femme Nicolas Mengeotte,1.0
Claude,Jean Symon,spouse_wife,w107,Claude femme Jean Symon,1.0
Sebille,Jean Thieriat,spouse_wife,w107,Sebille femme Jean Thieriat,1.0
Sabel,Nicolas Hanry,spouse_wife,w107,Sabel femme Nicolas Hanry,1.0
Jehenne,Nicolas Martinbois,spouse_wife,w107,Jehenne femme Nicolas Martinbois,1.0
Jennon,Claudon Hursieu,spouse_wife,w107,Jennon femme Claudon Hursieu,1.0
Alison,Nicolas Gerardin,spouse_wife,w107,Alison femme Nicolas Gerardin,1.0
Jehenne,Estienne Saigeant,spouse_wife,w107,Jehenne femme Estienne Saigeant,1.0
Claudon,Jean Cachette,spouse_wife,w107,Claudon femme Jean Cachette,1.0
Claudatte,Symon Hanry,spouse_wife,w108,Claudatte femme Symon Hanry,1.0
Jennon,Claude Hersier,spouse_wife,w108,Jennon femme Claude Hersier,1.0
Catherine,Anthoine,spouse_widow,w108,Catherine veuve Anthoine d'Allemangne,1.0
Jehenne,Jean Halbix,spouse_widow,w108,Jehenne veuve Jean Halbix,1.0
Dieudonnée,Jean Vannier,spouse_widow,w108,Dieudonnée veuve Jean Vannier,1.0
Sabel,Nicolas Hanry,spouse_wife,w108,Sabel femme Nicolas Hanry,1.0
Susanne,Jean Rosselat,spouse_widow,w109,Susanne veuve Jean Rosselat,1.0
Jehenne,Jean Demenge,spouse_wife,w109,Jehenne femme Jean Demenge,1.0
Catherine,Claude Martez,spouse_wife,w109,Catherine femme Claude Martez de la Maixe,1.0
Mengeatte,Demenge Renard,spouse_wife,w109,Mengeatte femme Demenge Renard Masson,1.0
Georgeatte,Jean Mathieu,spouse_wife,w109,Georgeatte femme Jean Mathieu le jeune,1.0
Margueritte,Claudon Gasel,spouse_wife,w109,Margueritte femme Claudon Gasel,1.0
Mengeatte,Gerard Carel,spouse_wife,w109,Mengeatte femme Gerard Carel,1.0
Claudon,Jacquot Vannier,spouse_wife,w109,Claudon femme Jacquot Vannier,1.0
Alison,Toussaint Thiebel,spouse_wife,w109,Alison femme Toussaint Thiebel,1.0
Jennon,Poirson Henry,spouse_widow,w109,Jennon veuve Poirson Henry,1.0
Catherine,Joseph Charpentier,spouse_wife,w109,Catherine femme Joseph Charpentier,1.0
Bietrix,Didier Brouard,spouse_wife,w109,Bietrix femme Didier Brouard,1.0
Nicolle,Fleurat Bruslé,spouse_wife,w109,Nicolle femme Fleurat Bruslé,1.0
Francoise,Claudot Gillotte,spouse_wife,w110,Francoise femme Claudot Gillotte le jeune,1.0
Catherine,Jean Collin,spouse_wife,w110,Catherine femme Jean Collin,1.0
Menne,Demenge Ferry,spouse_wife,w110,Menne femme Demenge Ferry,1.0
Jannon,Demenge Simon,spouse_wife,w111,Jannon femme Demenge Simon du Mesnil,1.0
Ysabel,Demenge Jean,spouse_widow,w111,Ysabel veuve Demenge Jean Trop du Mesnil,1.0
Anne,Claude Aulbry,spouse_wife,w111,Anne femme Claude Aulbry de Girecourt,1.0
Idatte,Claude Didier,spouse_wife,w111,Idatte femme Claude Didier Aulbry du Mesnil,1.0
Barbe,Jean Robert,spouse_wife,w111,Barbe femme Jean Robert de Girecourt,1.0
Martinotte,Claude Potier,spouse_wife,w111,Martinotte femme Claude Potier de Girecourt,1.0
Jeannette,Jean Febuatte,child_daughter,w111,Jeannette fille Jean Febuatte de la Vieville,1.0
Jeannotte,Georgeot Cabled,child_daughter,w112,Jeannotte fille Georgeot Cabled,1.0
Hilaire,George Cabled,child_son,w112,Hilaire fils George Cabled,1.0
Catherine,Abraham Hilaire,spouse_wife,w112,Catherine femme Abraham Hilaire,1.0
Claudon,Demenge,spouse_wife,w112,Claudon femme Demenge le Clerc,1.0
Margueritte,Dedier Roy,spouse_widow,w112,Margueritte veuve Dedier Roy,1.0
Claude,Claudot,spouse_wife,w112,Claude femme Claudot l'Huillier,1.0
Didon,Jean Saulnier,child_daughter,w113,Didon fille Jean Saulnier,1.0
Claudon,Didier Drouot,spouse_wife,w113,Claudon femme Didier Drouot,1.0
Jehenne,Jean Grandidier,spouse_wife,w113,Jehenne femme Jean Grandidier,1.0
Mainne,Didier Mongenot,spouse_wife,w113,Mainne femme Didier Mongenot,1.0
Asdeline,Jean Methieu,spouse_wife,w114,Asdeline femme Jean Methieu le jeune,1.0
Claudotte,Thiebauld Poirot,spouse_widow,w114,Claudotte veuve Thiebauld Poirot,1.0
Claudon,Claudon Borain,spouse_wife,w115,Claudon femme Claudon Borain,1.0
Margueritte,Jean Husson,spouse_widow,w115,Margueritte veuve Jean Husson,1.0
Catherine,Jean Laurens,spouse_wife,w115,Catherine femme Jean Laurens,1.0
Margueritte,Jean Gardel,spouse_wife,w115,Margueritte femme Jean Gardel,1.0
Marie,George Ruzet,spouse_wife,w115,Marie femme George Ruzet,1.0
Idotte,Claudin Henryot,spouse_wife,w115,Idotte femme Claudin Henryot,1.0
Barbon,Claude Noel,spouse_wife,w115,Barbon femme Claude Noel,1.0
Marie,Demenge Lorrain,spouse_wife,w115,"Marie femme Demenge Lorrain
Her brother Jean Husson",1.0
Jeannon,Nicolas Mengenot,spouse_widow,w115,Jeannon veuve Nicolas Mengenot,1.0
Mengeotte,Jean Forgeot,spouse_wife,w117,Mengeotte femme Jean Forgeot,1.0
Dieudonnée,Thomas Forgeot,spouse_wife,w117,Dieudonnée femme Thomas Forgeot,1.0
Mengeon,Jean,spouse_wife,w118,Mengeon femme Jean de Corbessault,1.0
Odille,Jean,spouse_widow,w118,Odille veuve Jean de Beufville,1.0
Marguerite,Vincenot,spouse_wife,w118,Marguerite femme Vincenot de la Rue,1.0
Belotte,Jean Marchal,spouse_wife,w118,Belotte femme Jean Marchal,1.0
Catherine,Didier Rayeux,spouse_widow,w119,Catherine veuve de Didier Rayeux,1.0
Clere,Claudin Grand,spouse_widow,w119,Clere veuve Claudin Grand Villaume,1.0
Margueritte,Noel Gerard,spouse_wife,w119,Margueritte femme Noel Gerard,1.0
Marie,Remey Bastien,spouse_wife,w119,Marie femme Remey Bastien,1.0
Marguerite,Jean Guillemart,spouse_wife,w120,Marguerite femme Jean Guillemart,1.0
Catherine,Fran,spouse_wife,w120,Catherine femme François Colas,1.0
Barbe,Demenge Cuysenier,spouse_wife,w122,Barbe femme Demenge Cuysenier,1.0
Didiere Pensee,Jacquemin Reverts,spouse_wife,w122,Didiere Pensee femme Jacquemin Reverts,1.0
Anne,Mre George,spouse_wife,w123,Anne femme Mre George Bertrand,1.0
Jannotte,Demenge Bagard,spouse_widow,w123,Jannotte veuve Demenge Bagard,1.0
Magdellaine,Didier Languille,spouse_wife,w123,Magdellaine femme Didier Languille,1.0
Mengeatte,Jean Parisat,spouse_wife,w123,Mengeatte femme Jean Parisat,1.0
Libaire,Noel Ferry,spouse_wife,w123,Libaire femme Noel Ferry,1.0
Marie,Jean Bagard,spouse_wife,w123,Marie femme Jean Bagard,1.0
Catherine,Vaultrin Vaultrin,spouse_wife,w123,Catherine femme Vaultrin Vaultrin,1.0
Barbe Symon,Laurent Fran,spouse_wife,w123,Barbe Symon femme Laurent François,1.0
Isabelle,Didier Rouyer,spouse_widow,w124,Isabelle veuve Didier Rouyer,1.0
Cler,Nicolas Chany,spouse_wife,w124,"Cler femme Nicolas Chany
Told of hearing her say 'que mauldit soit la mort et qu",1.0
Dieudonnée,Claudin Gaulbain,spouse_wife,w124,"Dieudonnée femme Claudin Gaulbain le jeune
After her mother-in-law had complaine",1.0
Francoise,Didier Riston,spouse_widow,w124,"Francoise veuve Didier Riston
Told how one day they were returning from Fresse a",1.0
Barbe Caillet,Anthoine Petit,spouse_widow,w124,Barbe Caillet veuve Anthoine Petit Jean,1.0
