person1,person2,relationship_type,trial_id,evidence_text,confidence
Jehennon,Mengeon Didier,spouse_wife,w197,Jehennon femme Mengeon Didier Girard dit Choste,1.0
Jehennon,Pieron Belmont,spouse_widow,w197,Jehennon veuve Pieron Belmont,1.0
Rozon,Colin Urbain,spouse_wife,w197,"Rozon femme Colin Urbain
Dieudonnée reputation only. Told story of pig which had",1.0
Didielle,Jean Mathis,spouse_wife,w197,Didielle femme Jean Mathis,1.0
Catherine,Jean Bon,spouse_wife,w197,Catherine femme Jean Bon Temps,1.0
Germaine,Jacques Anthoine,spouse_wife,w197,Germaine femme Jacques Anthoine du Chippal,1.0
Marguitte,Jean Laurent,spouse_wife,w198,"Marguitte femme Jean Laurent
Repeated husband's story about fence and loss of co",1.0
Mengeotte,Jean Girard,spouse_wife,w198,Mengeotte femme Jean Girard,1.0
Annon,Pierrat Tripper,spouse_wife,w199,Annon femme Pierrat Tripper,1.0
Magdellaine,Ferry,spouse_wife,w199,Magdellaine femme Ferry le Charpentier,1.0
Marguitte,Jacot Hidoult,spouse_wife,w199,Marguitte femme Jacot Hidoult George,1.0
Catherine,Fleurent Bazelaire,spouse_wife,w199,Catherine femme Fleurent Bazelaire,1.0
Marguitte,Claudon Claude,spouse_widow,w200,Marguitte veuve Claudon Claude Jean Mariatte,1.0
Mengeotte,Demenge Didier,spouse_wife,w200,Mengeotte femme Demenge Didier le Moullot,1.0
Claudatte,Mengeon Grand,spouse_wife,w200,Claudatte femme Mengeon Grand Michiel,1.0
Jennon,Colas Moullot,spouse_wife,w200,"Jennon femme Colas Moullot
Same deposition as husband.",1.0
Plaisance,Thoussainct Waultrin,spouse_wife,w201,Plaisance femme Thoussainct Waultrin,1.0
Catherine,Fleurent Bazelaire,spouse_wife,w201,Catherine femme Fleurent Bazelaire,1.0
Billon,Jean,spouse_wife,w201,Billon femme Jean du Sal,1.0
Mengeatte,Colas Lorion,spouse_wife,w201,Mengeatte femme Colas Lorion,1.0
Mengeatte,Colas Hidoulf,spouse_wife,w201,Mengeatte femme Colas Hidoulf,1.0
Jennon,Claudon Bresson,spouse_wife,w202,Jennon femme Claudon Bresson,1.0
Claudatte,Diey Jacot,spouse_widow,w202,Claudatte veuve Diey Jacot Simon,1.0
Billon,Jean,spouse_wife,w202,Billon femme Jean du Sal,1.0
Jacotte,Georgeon Jacot,spouse_wife,w202,Jacotte femme Georgeon Jacot Simon,1.0
Dieudonnée,Jacquin Frampart,spouse_wife,w202,Dieudonnée femme Jacquin Frampart,1.0
Clemence,Hidoulf Cognolle,spouse_wife,w202,Clemence femme Hidoulf Cognolle,1.0
Mengeotte,Colas Rolat,spouse_wife,w202,Mengeotte femme Colas Rolat,1.0
Marguitte,Nicolas Xallay,spouse_wife,w202,Marguitte femme Nicolas Xallay,1.0
Nicolle,Colas Mengeot,spouse_wife,w202,Nicolle femme Colas Mengeot,1.0
Barbon,Lienard Jean,spouse_wife,w203,Barbon femme Lienard Jean Lienard,1.0
Catherine,Jean Pelisson,spouse_widow,w203,Catherine veuve Jean Pelisson,1.0
Sibille,Demenge Brouvellant,spouse_wife,w203,Sibille femme Demenge Brouvellant,1.0
Jennon,Claudon Besson,spouse_wife,w204,Jennon femme Claudon Besson,1.0
Claudatte,Diey Jacot,spouse_widow,w204,Claudatte veuve Diey Jacot Simon,1.0
Dieudonnée,Pierron Frampart,spouse_widow,w204,Dieudonnée veuve Pierron Frampart,1.0
Libaire,Gerard Mandray,spouse_widow,w204,Libaire veuve Gerard Mandray,1.0
Jacotte,Jacot Simon,spouse_wife,w204,Jacotte femme Jacot Simon,1.0
Jennon,Colas Moullat,spouse_wife,w205,Jennon femme Colas Moullat,1.0
Mengeotte,Demenge Didier,spouse_wife,w205,Mengeotte femme Demenge Didier le Moullot,1.0
Marguitte,Colas Jean,spouse_wife,w205,Marguitte femme Colas Jean Mengenot le jeune,1.0
Jennon,Colas Marquis,spouse_wife,w206,Jennon femme Colas Marquis,1.0
Babelon,Phelippe Jean,spouse_widow,w206,Babelon veuve Phelippe Jean,1.0
Mengeotte,Mengeon Jacquot,spouse_wife,w206,Mengeotte femme Mengeon Jacquot Fery,1.0
Alizon,Claudon Durand,spouse_widow,w206,Alizon veuve Claudon Durand,1.0
Catherine,Mengeon Jean,spouse_wife,w206,Catherine femme Mengeon Jean Arnoulx,1.0
Claudatte,Claudon Ferry,spouse_wife,w206,Claudatte femme Claudon Ferry,1.0
Claudatte,Claudon,child_daughter,w206,Claudatte fille Claudon de l'Espine,1.0
Marguitte,Claudon Claude,spouse_widow,w207,Marguitte veuve Claudon Claude Jean Mariatte,1.0
Jennon,Laurent Jean,spouse_wife,w207,Jennon femme Laurent Jean Mengenot,1.0
Jennon,Colas Moullot,spouse_wife,w207,Jennon femme Colas Moullot,1.0
Halbix,Demenge Colas,spouse_wife,w208,Halbix femme Demenge Colas Girard,1.0
Marguitte,Jean Laurent,spouse_wife,w208,Marguitte femme Jean Laurent,1.0
Marguitte,Didier Seigaire,spouse_wife,w208,Marguitte femme Didier Seigaire,1.0
Peccatte,Demengeon Claude,spouse_wife,w208,Peccatte femme Demengeon Claude Girard,1.0
Marguitte,Jean Thierion,spouse_wife,w208,Marguitte femme Jean Thierion le vieux,1.0
Jean,Jean Thierion,child_son,w208,Jean fils Jean Thierion le vieux,1.0
Jennon,Claudon Jean,child_daughter,w208,Jennon fille Claudon Jean Perrin,1.0
Barbon,Lienard Jean,spouse_wife,w209,Barbon femme Lienard Jean Lienard,1.0
Nicolle,Colas Noel,spouse_wife,w210,Nicolle femme de Colas Noel de Moyemont,1.0
Nicolle,Colas Noel,spouse_wife,w211,Nicolle femme de Colas Noel de Moyemont,1.0
Blaisatte,Thiery Breton,spouse_widow,w211,Blaisatte veuve de Thiery Breton de Moyemont,1.0
Anne,Jean Canot,spouse_wife,w212,Anne femme Jean Canot,1.0
Plaisance,Claudon Toutblanc,spouse_wife,w212,Plaisance femme Claudon Toutblanc,1.0
Fleuratte,Didier Pernille,spouse_wife,w212,Fleuratte femme Didier Pernille,1.0
Fleuratte,Lucas Guerard,spouse_wife,w212,Fleuratte femme Lucas Guerard,1.0
Jennon,Colas Parmentier,spouse_wife,w212,Jennon femme Colas Parmentier le jeune,1.0
Claudatte,Didier Villemin,spouse_wife,w212,Claudatte femme Didier Villemin,1.0
Jennon,Claudin Babel,spouse_wife,w212,Jennon femme Claudin Babel,1.0
Anne,Mathieu Hachon,spouse_wife,w212,Anne femme Mathieu Hachon,1.0
Marie,Humbert Claudon,spouse_wife,w212,Marie femme Humbert Claudon,1.0
Marie,Gabriel Ozelle,spouse_wife,w212,Marie femme Gabriel Ozelle,1.0
Jehenne,Pierre Colin,spouse_wife,w212,Jehenne femme Pierre Colin,1.0
Alizon,Demenge Remy,spouse_wife,w213,Alizon femme Demenge Remy,1.0
Dedie,Coals Faille,spouse_wife,w213,Dedie femme Coals Faille,1.0
Odille,Demenge Barbonnille,spouse_wife,w213,Odille femme Demenge Barbonnille le jeune,1.0
Alizon,Didier Bande,spouse_wife,w213,Alizon femme Didier Bandeça,1.0
Dion,Demenge Charpentier,spouse_wife,w213,Dion femme Demenge Charpentier,1.0
Catherine,Lucas Mercier,spouse_wife,w213,Catherine femme Lucas Mercier le jeune,1.0
Catherine,Henry Claudon,spouse_widow,w213,"Catherine veuve Henry Claudon
Reputation 7 years.
(17) Marguitte veuve Jacques l",1.0
Marguitte,Jacques,spouse_widow,w213,"Catherine veuve Henry Claudon
Reputation 7 years.
(17) Marguitte veuve Jacques l",1.0
Anne,Jean Canot,spouse_wife,w214,Anne femme Jean Canot,1.0
Jennon,Dieudonné Coupechausse,spouse_wife,w214,Jennon femme Dieudonné Coupechausse,1.0
Marguitte,Colas,spouse_wife,w214,Marguitte femme Colas des Mailles,1.0
Alizon,Demenge Remy,spouse_wife,w214,Alizon femme Demenge Remy,1.0
Alizon,Colas Liebault,spouse_wife,w214,Alizon femme Colas Liebault,1.0
Alizon,Didier Bande,spouse_wife,w214,Alizon femme Didier Bandeça,1.0
Catherine,Maurice Mongeon,spouse_wife,w214,Catherine femme Maurice Mongeon,1.0
Jennon,Colas Barrey,spouse_wife,w214,Jennon femme Colas Barrey,1.0
Marguitte,Jacques Charpentier,spouse_widow,w214,Marguitte veuve Jacques Charpentier,1.0
Marguitte,Chrestofle,spouse_wife,w214,"Marguitte femme Chrestofle l'Huillier
Reputation 2 or 3 years.
(19) Anne femme C",1.0
Anne,Jean Canot,spouse_wife,w215,Anne femme Jean Canot,1.0
Catherine,Jean Masson,spouse_wife,w215,Catherine femme Jean Masson,1.0
Marie,Demenge Pariset,spouse_wife,w215,Marie femme Demenge Pariset,1.0
Agnes,Mathieu Huchon,spouse_wife,w215,Agnes femme Mathieu Huchon,1.0
Catherine,Maurice Mengeon,spouse_wife,w215,Catherine femme Maurice Mengeon,1.0
Margueritte,Colas,spouse_wife,w215,Margueritte femme Colas des Mailles,1.0
Jennon,Humbert Vergier,spouse_wife,w215,Jennon femme Humbert Vergier,1.0
Jennon,Jean Petit,spouse_wife,w215,Jennon femme Jean Petit,1.0
Dedie,Colas Faillé,spouse_wife,w215,Dedie femme Colas Faillé,1.0
Claudatte,Jean Merielle,spouse_wife,w215,Claudatte femme Jean Merielle,1.0
Catherine,Jean Ravibaude,spouse_wife,w215,Catherine femme Jean Ravibaude,1.0
Marguitte,Charles,spouse_wife,w215,Marguitte femme Charles ?,1.0
Catherine,Honn Homme,spouse_wife,w215,Catherine femme Honn Homme Claude Moiron,1.0
Jennon,Jean Grand,spouse_wife,w215,Jennon femme Jean Grand Didier,1.0
Catherine,Henri Claude,spouse_widow,w215,Catherine veuve Henri Claude,1.0
Babellon,Grand Colas,spouse_widow,w215,Babellon veuve Grand Colas,1.0
Sebille,Idoult Jean,spouse_wife,w216,Sebille femme Idoult Jean Martin,1.0
Mongeatte,Idoult Janet,spouse_wife,w216,Mongeatte femme Idoult Janet,1.0
Nicolle,Jacquat Jean,spouse_wife,w216,Nicolle femme Jacquat Jean Adam,1.0
Jennon,Lucas Brandeck,spouse_wife,w217,Jennon femme Lucas Brandeck,1.0
Didielle,Anthoine,spouse_wife,w218,"Didielle femme Anthoine du Bru
Lost a pig in strange fashion 9 years earlier - a",1.0
Marguitte,Didier Gerardin,spouse_wife,w219,Marguitte femme Didier Gerardin,1.0
Anthoinette,Jean Magdelaine,spouse_wife,w221,Anthoinette femme Jean Magdelaine,1.0
Babellon,Jean Bresson,spouse_wife,w221,Babellon femme Jean Bresson,1.0
Jennon,Colas Lallemant,spouse_widow,w222,Jennon veuve Colas Lallemant,1.0
Jennon,Jean Gelliat,spouse_wife,w223,Jennon femme Jean Gelliat,1.0
Catherine,Claudon Mathieu,spouse_wife,w223,Catherine femme Claudon Mathieu,1.0
Agnon,Claudon Barbier,spouse_wife,w223,Agnon femme Claudon Barbier,1.0
Jennon,Thouvenin Recepvier,spouse_widow,w223,Jennon veuve Thouvenin Recepvier,1.0
Jennon,Jean Petit,spouse_wife,w223,Jennon femme Jean Petit,1.0
Claudatte,Didier Villemin,spouse_wife,w223,Claudatte femme Didier Villemin,1.0
Marguitte,Claudon Thouvenat,spouse_wife,w224,Marguitte femme Claudon Thouvenat,1.0
Marguitte,Claudon Grand,spouse_wife,w224,Marguitte femme Claudon Grand Ferry,1.0
Catherine,Jean Clement,spouse_wife,w224,Catherine femme Jean Clement,1.0
Jehennon,Colas Ancel,spouse_wife,w224,Jehennon femme Colas Ancel,1.0
Claudatte,Colas,spouse_wife,w225,Claudatte femme Colas le Clerc,1.0
Jennon,Colas Lallemant,spouse_widow,w225,Jennon veuve Colas Lallemant,1.0
Fleurance,Claudon Viberat,spouse_wife,w225,Fleurance femme Claudon Viberat,1.0
Mongeatte,Jean,spouse_wife,w225,Mongeatte femme Jean le Maire,1.0
Marguitte,Claudon Piernille,spouse_wife,w225,Marguitte femme Claudon Piernille,1.0
Georgeatte,Mongeon,spouse_wife,w225,"Georgeatte femme Mongeon ?
Long reputation",1.0
Jeannon,Dieudonné Laurent,spouse_wife,w225,Jeannon femme Dieudonné Laurent,1.0
Adam,Jean Didier,child_son,w226,Adam fils Jean Didier Jacquemin,1.0
Catherine,Claude Reullemand,spouse_wife,w226,Catherine femme Claude Reullemand,1.0
Jennon,Chrestien Claude,spouse_wife,w227,Jennon femme Chrestien Claude Michel,1.0
Marguitte,Anthoine Colas,spouse_wife,w227,Marguitte femme Anthoine Colas Colin,1.0
Marguitte,Christophe,spouse_wife,w227,Marguitte femme Christophe de Forges,1.0
Catherine,Demenge Simon,spouse_wife,w229,"Claudon Jean Simon
Reputation 6 years.
(15) Catherine femme Demenge Simon",1.0
Jennon,Claudon Simon,spouse_wife,w229,Jennon femme Claudon Simon,1.0
Marion,Mongeon Jean,spouse_widow,w229,Marion veuve Mongeon Jean,1.0
Marion,Jean Valtin,spouse_wife,w229,Marion femme Jean Valtin,1.0
Catherine,Colas,spouse_wife,w230,Catherine femme Colas de la Maix,1.0
Didielle,Demenge Coliney,spouse_wife,w230,Didielle femme Demenge Coliney,1.0
Benitte,Jean Demenge,spouse_wife,w230,Benitte femme Jean Demenge Grand Haneiss,1.0
Didielle,Jean Gros,spouse_wife,w230,Didielle femme Jean Gros Demenge,1.0
Catherine,Didier Housson,child_daughter,w230,Catherine fille Didier Housson,1.0
Catherine,Colin Housson,spouse_wife,w230,Catherine femme Colin Housson,1.0
Jeannon,Demenge Gros,spouse_wife,w230,Jeannon femme Demenge Gros Demenge,1.0
Jennon,Claudon Xanrey,spouse_wife,w230,Jennon femme Claudon Xanrey,1.0
Jennon,Colin,spouse_wife,w230,Jennon femme Colin le Bourguignon,1.0
Marion,Jean Girardin,spouse_wife,w231,Marion femme Jean Girardin Haxo de la Fosse,1.0
Jennon,Florent Jacquemin,spouse_wife,w231,Jennon femme Florent Jacquemin,1.0
Jean,Colas Jean,child_son,w231,Jean fils Colas Jean de Bul,1.0
Nicolas,Estienne Aulbry,child_son,w231,Nicolas fils Estienne Aulbry,1.0
Marguitte,Gerardin Haxo,spouse_wife,w231,Marguitte femme Gerardin Haxo,1.0
Jennon,Loys Chappon,spouse_wife,w231,Jennon femme Loys Chappon,1.0
Curienne,Jean Aulbry,spouse_wife,w231,Curienne femme Jean Aulbry,1.0
Jennon,Estienne Cariot,spouse_wife,w231,Jennon femme Estienne Cariot,1.0
Mengeotte,Maurice Houchard,spouse_wife,w231,Mengeotte femme Maurice Houchard,1.0
Marion,Phelippe Maurizat,spouse_wife,w231,Marion femme Phelippe Maurizat,1.0
Claudatte,Colas Houchard,spouse_widow,w231,Claudatte veuve Colas Houchard,1.0
Claudatte,Claudon Noblot,spouse_wife,w231,Claudatte femme Claudon Noblot,1.0
Zabey,Toussainct Gregoire,spouse_wife,w231,Zabey femme Toussainct Gregoire,1.0
Claudatte,Colas Jean,spouse_wife,w232,Claudatte femme Colas Jean le Rouyer,1.0
Toussains,Demenge Collenot,spouse_wife,w232,Toussains femme Demenge Collenot,1.0
Margueritte,Nicolas Aubert,spouse_wife,w232,Margueritte femme Nicolas Aubert,1.0
Jennon,Jean Colin,spouse_wife,w232,Jennon femme Jean Colin Dieudonné,1.0
Jehenne,Jean Gerard,spouse_wife,w232,Jehenne femme Jean Gerard,1.0
Claudatte,Vincent Laurent,spouse_wife,w232,Claudatte femme Vincent Laurent,1.0
Marguitte,Colas Demenge,spouse_widow,w233,Marguitte veuve Colas Demenge Thomas,1.0
Catherine,Claude Jaiquemin,spouse_widow,w233,Catherine veuve Claude Jaiquemin,1.0
Catherine,Zacharie Colin,spouse_wife,w233,Catherine femme Zacharie Colin,1.0
Agathe,Nicolas Marchand,spouse_wife,w233,Agathe femme Nicolas Marchand,1.0
Claudatte,Hannezo Alexy,spouse_wife,w233,Claudatte femme Hannezo Alexy,1.0
Claudatte,Demenge Jean,spouse_wife,w233,Claudatte femme Demenge Jean Thomas,1.0
Mengeatte,Colas Jean,spouse_wife,w233,Mengeatte femme Colas Jean le Maire,1.0
Jennon,Colin,spouse_wife,w233,Jennon femme Colin de Norbepaire,1.0
Jennon,Jean Bertrand,spouse_wife,w233,Jennon femme Jean Bertrand,1.0
Mengeatte,Jean Colin,spouse_wife,w233,Mengeatte femme Jean Colin Michiel,1.0
Catherine,Toussain Colin,spouse_wife,w233,Catherine femme Toussain Colin Michiel,1.0
Jennon,Francois Cabuche,spouse_wife,w233,Jennon femme Francois Cabuche,1.0
Georgeatte,Demenge Chopat,spouse_wife,w234,Georgeatte femme Demenge Chopat,1.0
Barbe,Didier Coresier,spouse_wife,w234,Barbe femme Didier Coresier,1.0
Claudatte,Didier Chostey,spouse_wife,w234,Claudatte femme Didier Chostey,1.0
Marie,Claudon Charier,spouse_wife,w234,Marie femme Claudon Charier,1.0
Agnon,Claudon Barbier,spouse_widow,w234,Agnon veuve Claudon Barbier,1.0
Clemence,Jean Poulain,child_daughter,w234,Clemence fille Jean Poulain,1.0
Jennon,Jean Pieron,spouse_wife,w234,Jennon femme Jean Pieron,1.0
Mongeatte,Colas Labbé,spouse_wife,w234,Mongeatte femme Colas Labbé,1.0
Marguitte,Colas Brabant,spouse_wife,w234,Marguitte femme Colas Brabant,1.0
Jennon,Lucas Brandecq,spouse_wife,w234,Jennon femme Lucas Brandecq,1.0
Catherine,Didier Bernay,spouse_wife,w235,Catherine femme Didier Bernay Dion de Lubine,1.0
Marion,Dieudonne George,spouse_wife,w235,Marion femme Dieudonne George le petit Colin de Lubine,1.0
Mengeatte,Pierron Prey,spouse_wife,w235,Mengeatte femme Pierron Prey de Lubine,1.0
Jehennon,Georgeon Colas,spouse_wife,w236,"Jehennon femme Georgeon Colas Holbin
Long reputation. About 2 and a half years e",1.0
Collate,Hidoult Jean,spouse_widow,w236,Collate veuve Hidoult Jean Melin,1.0
Mengeatte,Claudon Claudel,spouse_wife,w236,Mengeatte femme Claudon Claudel Ferry,1.0
Alix,Idoul Odniat,spouse_widow,w238,Alix veuve Idoul Odniat,1.0
Mongeatte,Colin,spouse_wife,w238,Mongeatte femme Colin de Celle,1.0
Catherine,Nicolas Johel,spouse_widow,w238,Catherine veuve Nicolas Johel,1.0
Sebille,Jean Noel,spouse_wife,w238,Sebille femme Jean Noel,1.0
Alizon,Demenge Barbouiller,spouse_wife,w238,Alizon femme Demenge Barbouiller,1.0
Jennon,Jean Gelliat,spouse_wife,w238,Jennon femme Jean Gelliat,1.0
Catherine,Colas,spouse_wife,w238,Catherine femme Colas de la Chambre,1.0
Claudatte,Mongeon Virion,spouse_wife,w238,Claudatte femme Mongeon Virion,1.0
Marie,Jean Thiebault,spouse_wife,w238,Marie femme Jean Thiebault,1.0
Marion,Colas Aubertin,spouse_wife,w239,Marion femme Colas Aubertin,1.0
Jehennon,Claudon Roze,spouse_widow,w239,Jehennon veuve Claudon Roze de la Rochatte,1.0
Marguitte,Didier Valat,spouse_wife,w239,Marguitte femme Didier Valat de la Rochatte,1.0
Mengeatte,Colas Rolat,spouse_widow,w239,Mengeatte veuve Colas Rolat,1.0
Marguitte,Claudon Jalley,spouse_wife,w239,Marguitte femme Claudon Jalley,1.0
Zabilon,Colas Hanns,spouse_wife,w239,Zabilon femme Colas Hanns,1.0
Sebille,Claudon Blaise,spouse_widow,w239,Sebille veuve Claudon Blaise,1.0
Claudatte,Didier Drouin,spouse_wife,w239,Claudatte femme Didier Drouin,1.0
Magdelaine,Demenge Colin,spouse_wife,w239,Magdelaine femme Demenge Colin,1.0
Marguitte,Jean Claude,spouse_wife,w240,Marguitte femme Jean Claude le Clerc,1.0
Didielle,Hidoult Jean,spouse_wife,w240,Didielle femme Hidoult Jean Jacot,1.0
Claudatte,Pierre Mesure,spouse_wife,w240,Claudatte femme Pierre Mesure de Neufviller,1.0
Sebille,Denis Bourguignon,spouse_wife,w241,Sebille femme Denis Bourguignon,1.0
Catherine,Mre Claude,spouse_widow,w241,Catherine veuve Mre Claude Barbe chirurgien,1.0
Marion,Colas Vanot,spouse_widow,w241,Marion veuve Colas Vanot,1.0
Sebille,Didier Lassus,spouse_wife,w241,Sebille femme Didier Lassus,1.0
Jehenne,Nicolas Parisat,spouse_wife,w241,Jehenne femme Nicolas Parisat,1.0
Margueritte,Colas,spouse_wife,w241,Margueritte femme Colas des Mailles,1.0
Jennon,Colas Potier,spouse_wife,w241,Jennon femme Colas Potier,1.0
Claudette,Jean Mereille,spouse_widow,w241,Claudette veuve Jean Mereille,1.0
Jennon,Jean Grand,spouse_wife,w241,Jennon femme Jean Grand Didier,1.0
Alizon,Demenge Mathiat,spouse_wife,w241,Alizon femme Demenge Mathiat,1.0
Alizon,Nicolas Liebault,spouse_wife,w241,Alizon femme Nicolas Liebault,1.0
Catherine,Hanso Mandra,spouse_wife,w241,Catherine femme Hanso Mandra,1.0
Jennon,Nicolas Hanna,spouse_wife,w241,Jennon femme Nicolas Hanna,1.0
Demenge,Jean,child_son,w241,"above.
(22) Demenge fils Jean des Mailles",1.0
Barbe,Pieron Hermemant,spouse_wife,w241,Barbe femme Pieron Hermemant,1.0
Claudatte,Demenge Jacat,spouse_wife,w241,Claudatte femme Demenge Jacat,1.0
Alizon,Demenge Mathiat,spouse_wife,w242,Alizon femme Demenge Mathiat,1.0
Jehenne,Honn,spouse_widow,w242,Jehenne veuve Honn homme Claude Brabant,1.0
Saulmonatte,Martin Sachot,spouse_wife,w242,Saulmonatte femme Martin Sachot,1.0
Margueritte,Adam Rocq,spouse_wife,w242,Margueritte femme Adam Rocq,1.0
Mongeatte,Honneste Homme,spouse_wife,w242,Mongeatte femme Honneste Homme Nicolas Huel,1.0
Colatte,Idoul Vigneron,spouse_widow,w242,Colatte veuve Idoul Vigneron,1.0
Barbon,Mre Pierre,spouse_wife,w242,Barbon femme Mre Pierre Barbas,1.0
Martine,Idoul Vigneron,child_daughter,w242,Martine fille Idoul Vigneron,1.0
Fleurence,Anthoine Sachot,spouse_wife,w242,Fleurence femme Anthoine Sachot,1.0
Plaisance,Claudon Tout,spouse_widow,w242,Plaisance veuve Claudon Tout Blanc,1.0
Margueritte,Chrestofle,spouse_wife,w242,Margueritte femme Chrestofle l'Huillier,1.0
Claudon,Nicolas Clement,spouse_wife,w242,Claudon femme Nicolas Clement,1.0
Annon,Mre Anthoine,spouse_wife,w242,Annon femme Mre Anthoine Clauderot,1.0
Pasquatte,Adam Vaulthier,spouse_wife,w242,Pasquatte femme Adam Vaulthier,1.0
Anne,Nicolas Leusse,spouse_wife,w242,Anne femme Nicolas Leusse tabellion,1.0
Pierre,Demenge Piernille,child_son,w242,Pierre fils Demenge Piernille,1.0
Catherine,Claudon Thouvenin,spouse_wife,w244,Catherine femme Claudon Thouvenin,1.0
Margueritte,Chrestofle,spouse_wife,w244,Margueritte femme Chrestofle l'Huillier,1.0
Jennon,Claudon Tonnein,spouse_widow,w244,Jennon veuve Claudon Tonnein,1.0
Margueritte,Charles Commis,spouse_wife,w244,Margueritte femme Charles Commis,1.0
Jehenne,Claude Brabant,spouse_widow,w244,Jehenne veuve Claude Brabant,1.0
Dedie,Colas Salomon,spouse_wife,w244,Dedie femme Colas Salomon,1.0
Jennon,Colas Gerard,spouse_wife,w244,Jennon femme Colas Gerard,1.0
Margueritte,Chrestofle Jean,spouse_wife,w244,Margueritte femme Chrestofle Jean Pierre,1.0
Colas,Jacot Girard,child_son,w245,Colas fils Jacot Girard Pechey,1.0
Jehennon,Lyenard Heriet,spouse_wife,w245,Jehennon femme Lyenard Heriet,1.0
Barbe,Demenge,spouse_wife,w245,"Barbe femme Demenge le Maire
Reputation more than 20 years as witch",1.0
Margueritte,Jean Renolbard,spouse_wife,w246,Margueritte femme Jean Renolbard,1.0
Collatte,Demenge Louys,spouse_widow,w246,Collatte veuve Demenge Louys,1.0
Jennon,Demenge,spouse_wife,w247,Jennon femme Demenge des Boeufs,1.0
Margueritte,Demenge Mathieu,spouse_wife,w247,Margueritte femme Demenge Mathieu,1.0
Sabel,Demenge Ganaire,spouse_wife,w247,"Sabel femme Demenge Ganaire
Husbands had been to law over 'retraicte' of a plot ",1.0
Mongeatte,Colas Labbé,spouse_wife,w247,Mongeatte femme Colas Labbé,1.0
Roze,Didier Chottey,spouse_wife,w247,Roze femme Didier Chottey,1.0
Sebille,Didier Chottey,child_daughter,w247,Sebille fille Didier Chottey,1.0
Jennon,Jean,spouse_wife,w247,Jennon femme Jean de Liepvre,1.0
Nicolle,Jean Dauphin,spouse_wife,w247,Nicolle femme Jean Dauphin,1.0
Zabel,Demenge Ganaire,spouse_wife,w248,Zabel femme Demenge Ganaire,1.0
Annon,Bastien Piernille,spouse_widow,w248,Annon veuve Bastien Piernille,1.0
Marguitte,Claudon Estienne,spouse_widow,w248,Marguitte veuve Claudon Estienne,1.0
Jennon,Demenge,spouse_wife,w248,Jennon femme Demenge des Boeufs,1.0
Zabel,Demenge Ganaire,spouse_wife,w249,Zabel femme Demenge Ganaire,1.0
Barbe,Didier Couresier,spouse_wife,w249,Barbe femme Didier Couresier (witness 2),1.0
Catherine,Jean,spouse_wife,w249,Catherine femme Jean de St Pierre,1.0
Margueritte,Claudon Forgeat,spouse_wife,w249,Margueritte femme Claudon Forgeat,1.0
Clemence,Colas Viriat,spouse_wife,w249,Clemence femme Colas Viriat,1.0
Margueritte,Claudon Estienne,spouse_widow,w249,Margueritte veuve Claudon Estienne,1.0
Jennon,Demenge,spouse_wife,w249,Jennon femme Demenge des Boeufz,1.0
Catherine,Jean Demenge,spouse_wife,w250,"Catherine femme Jean Demenge Willaume
Threat 'qu'elle leur feroit tant de mal et",1.0
Claudatte,Claudon Ydoulx,spouse_wife,w250,Claudatte femme Claudon Ydoulx,1.0
Elizabeth,Jean Colat,spouse_wife,w250,Elizabeth femme Jean Colat,1.0
Marion,Mengeon Claude,spouse_wife,w250,"Marion femme Mengeon Claude Mariatte
Dispute over damage done by animals of accu",1.0
Catherine,Nicolas Moullot,spouse_wife,w250,Catherine femme Nicolas Moullot,1.0
Marguitte,Didier Thiebault,spouse_wife,w250,Marguitte femme Didier Thiebault,1.0
Catherine,Jean Jeandey,spouse_wife,w250,Catherine femme Jean Jeandey,1.0
Nicolle,Colas Mathiot,spouse_wife,w251,Nicolle femme Colas Mathiot,1.0
Jennon,Jean Gelliat,spouse_wife,w251,Jennon femme Jean Gelliat de la Neufville,1.0
Barbelline,Jean Gelliat,child_daughter,w251,Barbelline fille Jean Gelliat,1.0
Margo,Claudon Estienne,spouse_widow,w251,Margo veuve Claudon Estienne,1.0
Jehenne,Didier Xoudel,spouse_wife,w251,Jehenne femme Didier Xoudel de la Neufville,1.0
Jenatte,Didier Ganat,spouse_wife,w251,Jenatte femme Didier Ganat de la Neufville,1.0
Margueritte,Claudon Forgeat,spouse_wife,w252,Margueritte femme Claudon Forgeat de la Neufville,1.0
Margueritte,Claudon Estienne,spouse_widow,w252,Margueritte veuve Claudon Estienne,1.0
Clemence,Colas Viriot,spouse_wife,w252,Clemence femme Colas Viriot,1.0
Annon,Antoine Clauderot,spouse_wife,w252,Annon femme Antoine Clauderot de Raon,1.0
Annon,Jean Mourrat,spouse_wife,w252,Annon femme Jean Mourrat,1.0
Annon,Claudon Barbier,spouse_widow,w252,Annon veuve Claudon Barbier,1.0
Annon,Bastien Piernille,spouse_widow,w252,Annon veuve Bastien Piernille,1.0
Barbeline,Demenge Jacat,spouse_wife,w252,Barbeline femme Demenge Jacat,1.0
Jennon,Demenge,spouse_wife,w252,"Jennon femme Demenge des Boeufs
Some 4 years before accused had a quarrel at the",1.0
Jehennon,Demenge Foelix,spouse_wife,w253,Jehennon femme Demenge Foelix,1.0
Mengeatte,Urbain Sagaire,spouse_wife,w253,Mengeatte femme Urbain Sagaire,1.0
Dieudonnée,Mathieu Clement,spouse_wife,w254,Dieudonnée femme Mathieu Clement,1.0
