node,n_neighbors,accused_neighbors,exposure_ratio,is_accused
Claudon Viberat,1,0,0.0,0
Colas Arnauld,1,1,1.0,0
Bastien Grand Bastien,1,1,1.0,0
Mengeatte femme Mengin Reguard,1,1,1.0,0
Antoine Robert,1,1,1.0,0
Hanry Jean Hanry,10,1,0.1,0
"B 8677 no 13 and B 8680 no 1; witch 167, Catherine",13,0,0.0,1
Demenge Potier,10,1,0.1,0
Barbe femme de Mongin Michiel de la Neufville,1,1,1.0,0
Peccatte,1,0,0.0,0
Lucas Brandeck,1,0,0.0,0
B 8947; witch 320,2,0,0.0,0
Claudatte fille de Nicolas Godat de Domjevin,1,1,1.0,0
Estienne Cariot,1,0,0.0,0
Jennon femme Claudon Simon,1,1,1.0,0
Didielle femme Pierre Charpentier,10,1,0.1,0
Frantz Man,1,0,0.0,0
Marion fille Anthoine Colas Colin de Mazelay,1,1,1.0,0
Jannon femme Claudon Masson d'Aidoile,1,1,1.0,0
Jean Marchal de Beaumesnil,1,1,1.0,0
"Ysabel femme au maire Demenge Grand Prey
Knew noth",10,1,0.1,0
Claude Lyenard,1,0,0.0,0
Francoise femme Gerard Barlet marchal de Rozieres,5,1,0.2,0
Remy,1,0,0.0,0
Claudon femme Nicolas Barbellin de Bathelemont,1,1,1.0,0
Royne femme Demenge Marchal,6,0,0.0,0
Marguerite Jobarde,3,0,0.0,0
Lucresse,1,0,0.0,0
Barbelline fille a Colas Goudat de Domjevin,1,1,1.0,0
Demenge Vincent,3,1,0.3333333333333333,0
Martin Jeaugente,10,1,0.1,0
Jean Cointzelin,1,1,1.0,0
Claudatte femme Nicolas Duhan sergent au bailliage,9,1,0.1111111111111111,0
Demenge Mengel,1,0,0.0,0
Colin Clanne,10,1,0.1,0
Thomas Gerardin de Brantigny,10,1,0.1,0
Urbain Colas Sagaire de la Bolle,1,1,1.0,0
Collatte fille Colas Chaisne de Ste Margarée,10,1,0.1,0
Demenge Chotté,19,2,0.10526315789473684,0
de La Neuveville-les-Raon,2,0,0.0,0
Meline femme Anthoine Grand Anthoine,1,1,1.0,0
Catherine veuve Jean Grand George de Pajaille,10,1,0.1,0
Gerard Marchal musnier a Coinches,1,1,1.0,0
Jean Poirot,1,0,0.0,0
Jean Symonin Cordonnier,1,1,1.0,0
Alyson,2,0,0.0,0
Colin des Gottes,11,2,0.18181818181818182,0
Nicolas Guenguez,1,0,0.0,0
Colas Jean Alix maire de Neufviller,1,1,1.0,0
Claude Colas Henry,1,1,1.0,0
Colin le Maire,10,1,0.1,0
drappier de St,6,0,0.0,0
Demenge Mercier,11,1,0.09090909090909091,0
Catherine fille feu Demenge Perrise,10,1,0.1,0
Nicolas Mercier,1,0,0.0,0
Claudon Noblot,1,0,0.0,0
Didier Cure de Langley,1,1,1.0,0
Georgeon Didier,1,0,0.0,0
Barbe fille de feu Claudon Musnier d'Essegney,1,1,1.0,0
Jehennon femme Jacques Hugo Vincent,1,1,1.0,0
Collatte femme Adam Bessat de Mazelay,10,1,0.1,0
Gerard Godat drappier de Raon,1,1,1.0,0
Jean Colignon le Vieux,10,1,0.1,0
Jehenne femme Colas Simon de Domjevin,1,1,1.0,0
Dieudonne Pierat,1,0,0.0,0
Colas Faillé,1,0,0.0,0
Dieudonnée called witch without seeking reparation,1,1,1.0,0
Melline femme Henry Jean,10,1,0.1,0
Didier Rondel de la Neufville,1,1,1.0,0
Jean Vaultrin le jeune,1,1,1.0,0
Colas George,1,0,0.0,0
Colas le Marchal,1,1,1.0,0
Mengeatte femme Colas Hidoulf,1,1,1.0,0
Jan Graniere demeurant a Seuch,10,1,0.1,0
Symon,1,0,0.0,0
Mongeatte femme a Noel George de la Chapelle,2,2,1.0,0
Blaison Colas Bertrand,1,1,1.0,0
Mariatte veuve Curien Willaume,10,1,0.1,0
Jean Girard,12,2,0.16666666666666666,0
Barbeline femme Demenge Vosgien,10,1,0.1,0
Nicolas Vanderchamps,1,0,0.0,0
"Mariotte femme Pierresson Vaixe
Had been wife of N",2,1,0.5,0
"B 8687 no 9; witch 207, Jean Grand Didier, de la V",14,0,0.0,1
Godey Mandray,2,0,0.0,0
Vincent Demenge Laurent,1,1,1.0,0
Jean Francois de la Fosse,10,1,0.1,0
Colin Lienard,1,0,0.0,0
Jean de Sombois demeurant a l'Hermitage des Dames,10,1,0.1,0
Catherine femme Colas Poirel,1,1,1.0,0
Epnon femme Colas Knecht de Gemainfaing au Ban de ,1,1,1.0,0
Vallentin Gerard Thihar du Void de Belmont,1,1,1.0,0
Jeanne veuve Valentin Claude Thihard du Void de Be,1,0,0.0,0
Marguitte femme du Sr Francois Morquin,3,1,0.3333333333333333,0
Nicolas Raon de Xennenay,1,1,1.0,0
Claude fils feu Andreu Jaulnat,3,0,0.0,0
Janne femme à Claude Vaultrin,10,1,0.1,0
Jean Vagnier,2,0,0.0,0
Thierat Fournier,1,0,0.0,0
Claudot Gillotte,1,0,0.0,0
George Jolbay,1,0,0.0,0
Helleny,1,0,0.0,0
Hanry Jean,2,0,0.0,0
Janne servante au maire Claude Ulriet,10,1,0.1,0
Catherine femme Jean Hachon,1,1,1.0,0
Claude Mengin,1,0,0.0,0
Claudel Flandrey,1,0,0.0,0
B 3789 no 1; witch 058,2,0,0.0,0
Adrienne,1,0,0.0,0
Catherine fille Mengeon Genin de Rennegoutte,9,1,0.1111111111111111,0
Le maire Colas Lolbiat,1,1,1.0,0
Claudon Valtin le Jeune de la Chapelle,3,3,1.0,0
Barbellon femme Blaison Richard,1,1,1.0,0
Jean Thouvenat,1,0,0.0,0
Jean Wanier,1,0,0.0,0
Mongeon Jacquot,1,1,1.0,0
Jean Demenge le Roy,10,1,0.1,0
Claudatte femme Francois l'Hoste de Moyenmoutier,10,1,0.1,0
Claudin Clerget,3,0,0.0,0
Jannon femme à Claude Cabled de la Neufville,1,1,1.0,0
B 8687 no 6; witch 204,1,0,0.0,0
Marguitte femme Symon Jacquot de Brehimont,11,2,0.18181818181818182,0
B 8702 no 8; witch 247,2,0,0.0,0
Demenge Simon de la Chapelle,11,2,0.18181818181818182,0
Claudon Jean Simon,2,2,1.0,0
Claude Noel,2,0,0.0,0
Nicolas fils Antoine Ferry de Dompierre,10,1,0.1,0
Jean Parmentier,16,2,0.125,0
Catherine veuve de Didier Rayeux,10,1,0.1,0
Claudon Barbier,2,0,0.0,0
Demenge Jean Baulche de Dompierre,10,1,0.1,0
Marie femme Jean Masson,1,1,1.0,0
Claude Danouzel,10,1,0.1,0
Claudatte femme Nicolas du Val du Mesnil les Girco,1,0,0.0,0
Le maire Anthoine Hamo,1,1,1.0,0
Jean Genereux,1,0,0.0,0
Colas Clement,1,1,1.0,0
Ysabeau femme Claudin Anthoine de Bathelemont,1,1,1.0,0
Adam,2,0,0.0,0
Marguitte femme Jean Pierron Colas de Robache,10,1,0.1,0
Lyenard Heriet,1,0,0.0,0
Claudette femme Colas Mathieu de Develine,1,1,1.0,0
Colas Moictrier,1,0,0.0,0
Demenge Palligny,1,0,0.0,0
Jean Loure,1,0,0.0,0
Thienon fils de feu Jean Rattel de Xennenay,1,1,1.0,0
Laurence femme Nicolas Viney,2,0,0.0,0
Marguitte femme Girardin Haxo de La Fosse,1,0,0.0,0
Jean Febuay de Reillon,10,1,0.1,0
Jean Grand Didier,38,4,0.10526315789473684,0
Mengeatte femme Blaise Marie de Robache,10,1,0.1,0
Bernard la Gaulde de Dompierre,1,1,1.0,0
Mengeon Jean Colas Ferry de Thiriville,1,1,1.0,0
de Saint Nicolas,4,0,0.0,0
Margueritte femme Demenge Boigot,10,1,0.1,0
Asdeline,1,0,0.0,0
Dieudonnée femme Thomas Forgeot,9,1,0.1111111111111111,0
Jean Robert charrettier,1,1,1.0,0
Collatte femme du precedent,1,1,1.0,0
Colin Colas Henry d'Entre-deux-Eaux,1,1,1.0,0
Claude Borinet,1,1,1.0,0
Anthoine Navel,1,0,0.0,0
Marguitte femme Nicolas Xallay,1,1,1.0,0
Jean Dediat,1,0,0.0,0
Michiel Ratonge,11,1,0.09090909090909091,0
Jehannon,3,0,0.0,0
Francois Barbier,1,0,0.0,0
Marguerite femme Mengin du Puis,1,1,1.0,0
i-xxvii,4,0,0.0,0
Chrestienne femme Jean Tourneur,1,1,1.0,0
Henry,3,0,0.0,0
Remey Bastien,1,0,0.0,0
Anne femme honn homme Pierson Ferry,10,1,0.1,0
B 8684 no 6. Witch 193,1,0,0.0,0
Fleuratte fille de Hidoult Thiebault de Clingotte,1,1,1.0,0
Nicolas Godat,1,0,0.0,0
Jean Mathieu manouvrier,7,1,0.14285714285714285,0
Chenne femme Martin Cugnin,5,1,0.2,0
Anthenatte,1,0,0.0,0
"B 8947; witch 320, Mengeatte des Woirelz, veuve Re",15,0,0.0,1
Barbeline femme Demenge Jacat,10,1,0.1,0
"B 8678 no 1; witch 168, Laurence femme Nicolas Vin",13,0,0.0,1
Aynel,1,0,0.0,0
Barbe femme Idoul Odinat,1,1,1.0,0
Coinctine,1,0,0.0,0
Nicolas la Lance,1,1,1.0,0
Jennon veuve George Grand Colas de Raon,8,1,0.125,0
Mathis Marchal de Conicourt,1,1,1.0,0
B 8721 no 1. Witch 293,2,0,0.0,0
Claude Lermitte des Petites Rosieres,9,0,0.0,0
Marie femme Claude Grand Jean de Mouriviller,1,1,1.0,0
Toussainct Guillemotte,10,1,0.1,0
Pierron Anthoine Jean Jacquemin,1,1,1.0,0
Colas Farel mulnier à Sainct Genoy,1,1,1.0,0
"B 3792 no 1; Witch 062, Nicolas Herteman, de Brouv",10,0,0.0,1
Germaine femme Jean Bertrand,9,1,0.1111111111111111,0
Claudatte femme Nicolas Chollat,2,0,0.0,0
Enguel femme Aubert Demenge,1,1,1.0,0
Claudon femme Demenge le Clerc,1,1,1.0,0
Blaise Jean Colas Demenge Olry,10,1,0.1,0
Jannotte veuve Demenge Bagard,1,1,1.0,0
Claudatte femme Jean Berquey du Vivier,1,1,1.0,0
B 2584; witch 022,1,0,0.0,0
Nicolas Sellier,10,0,0.0,0
Jean Voinchelin,1,1,1.0,0
Marie veuve Claudon Vosgien,1,1,1.0,0
Zacharye Ragot,10,1,0.1,0
Collate veuve Hidoult Jean Melin,10,1,0.1,0
Jennon femme Jean de Benaumesnil,7,1,0.14285714285714285,0
Barbellon,3,0,0.0,0
Fritsche Cordonnier,1,1,1.0,0
Mengeatte,44,0,0.0,0
Le maire Nicolas Alix,1,1,1.0,0
Jennon femme Noel Roch,10,1,0.1,0
Nicolas Lesclaire,1,0,0.0,0
Anne femme Mengin Claude tisserand en la meme rue,6,1,0.16666666666666666,0
Catherine femme Maurice Mengeon,1,1,1.0,0
Nicolas Clement jeune fils de feu Bastien Clement ,10,1,0.1,0
Demenge Alix,1,0,0.0,0
Remy Jeandel,1,0,0.0,0
Sr Jean,1,0,0.0,0
Claudon Hennemant mulnier au Vivier,1,1,1.0,0
Martin Gentilhomme,1,0,0.0,0
Babon femme Willaume Laboureur,2,0,0.0,0
"B 8979 no 3; witch 326, Ydatte Marchal, femme Humb",2,0,0.0,1
Idoult Thiebault,1,0,0.0,0
Nicolas Tixerand,1,0,0.0,0
"Jean Demenge
Reputation since accusation by Lallem",10,1,0.1,0
Engel veuve Michel Schouter,1,1,1.0,0
Thoussainct Jalley,1,0,0.0,0
Georgeatte fille Jean Pelisson,2,0,0.0,0
Honnorable homme Didier Lallemant Controlleur,9,1,0.1111111111111111,0
Remy Claude Parmentier,1,1,1.0,0
Claudin Fulpin,1,0,0.0,0
Jean Poulain,2,1,0.5,0
Klein Nickel,1,0,0.0,0
Demenge Claudon Gerardin de la Chapelle,1,1,1.0,0
Marion veuve Demenge le Masson,2,0,0.0,0
Nicolas Fran,1,0,0.0,0
Colas Claudat de Domjevin,1,1,1.0,0
Catherine femme Colas Menuzier,1,1,1.0,0
Didier Arnould de Lubine,8,1,0.125,0
Jean Demenge Jacot,10,1,0.1,0
Noel Roch,11,1,0.09090909090909091,0
Nicolas Failly,1,0,0.0,0
Jennon femme Claudon Besson,10,1,0.1,0
Lucye femme du precedent,19,2,0.10526315789473684,0
Colas Vanot,1,0,0.0,0
Martin Oudinat,1,0,0.0,0
Jean Clauchier de Dompierre,10,1,0.1,0
Zabillon,5,0,0.0,0
Demenge Leclerc dit Mandray,2,0,0.0,0
Mengey Colas Linard de Sarrux,10,1,0.1,0
Demenge Boigot,1,0,0.0,0
"Witch 156: B8677 no 2, George de Hault of Clingott",26,0,0.0,1
Collatte fille Jean Goeury,10,1,0.1,0
Marion femme George Noel de Nompatelize,1,1,1.0,0
Gaspard,1,0,0.0,0
Jeannon femme à Nicolas Deny de la Neufville,1,1,1.0,0
Symonette femme Nicolas Jeannel l'huillier,10,1,0.1,0
Jacquat Thoussainct,1,1,1.0,0
Zabillon femme a Mathiat Play Cesson,10,1,0.1,0
Jennon femme Colas Marquis,10,1,0.1,0
veuve Nicolas Charier de Raon,2,0,0.0,0
Jannon femme François Joliot,1,1,1.0,0
Halbix femme Jean Piernille,1,1,1.0,0
Pierrat Trippier,9,1,0.1111111111111111,0
Jean Thieriat,3,2,0.6666666666666666,0
Marie femme Jean Coureille,1,1,1.0,0
Jean Simon,2,1,0.5,0
B 3323 no 3; witch 027,3,0,0.0,0
Claudon Agathe,1,0,0.0,0
Demenge Bugeat,1,0,0.0,0
Catherine fille de feu Francois Didion,1,1,1.0,0
"B 8691 no 11; witch 222, Jennon veuve Nicolas Bres",7,0,0.0,1
Culryo Petit Symon,10,1,0.1,0
Catherine femme de Blaison Grand Colas de Clemecey,10,1,0.1,0
Jennon femme Jean Petit,2,2,1.0,0
Mengin Barillat,1,0,0.0,0
Nicolas Girardin,1,0,0.0,0
Mengeon Henryat,11,1,0.09090909090909091,0
"Long reputation
(16) Polline veuve Jean le Maire",1,1,1.0,0
"Blaison Renolbin
Said she was reputed a witch; he ",10,1,0.1,0
Demenge Biol,1,1,1.0,0
Le Grand Curien,7,1,0.14285714285714285,0
Honn Homme,1,0,0.0,0
Claudon veuve Bastien potier de terre,10,1,0.1,0
Jean Fleurat,10,1,0.1,0
Jennon veuve Demenge Bretaux,10,1,0.1,0
Pierson Nicolle,10,1,0.1,0
Nicolas Adam,1,0,0.0,0
Marie femme du precedent,18,2,0.1111111111111111,0
Gaitte femme au sieur Nicolas Gellée,1,1,1.0,0
Nicolas Claude Henry d'Entre-deux-Eaux,1,1,1.0,0
"Claudatte femme Jean Hocquart de Contramolin
Witch",10,1,0.1,0
Jean Bon,1,0,0.0,0
Thomas Damance,1,1,1.0,0
Le maire Jacquot Masson,1,1,1.0,0
"B 9554 no 1; witch 331, Appoline femme Bastien Bel",11,0,0.0,1
Colas Jean Aulbry,1,1,1.0,0
Demenge Perrise,1,0,0.0,0
Estienne Hidoult native of St. Hielle,10,1,0.1,0
Benigne Piot,1,0,0.0,0
Petter Lhore,11,1,0.09090909090909091,0
B 8702 no 10; witch 249,2,0,0.0,0
Didier Bruant,1,0,0.0,0
Barbe femme Didier Remy,10,1,0.1,0
Jennon femme a Jean de Sambois de l'hermitage des ,1,1,1.0,0
Phelipe femme Hanry la Bar,10,1,0.1,0
Cesar Lorette,1,0,0.0,0
Demenge Lorrain,1,0,0.0,0
Marie femme Humbert Claudon,1,1,1.0,0
Demenge Jobard,1,1,1.0,0
Chrestienne veuve de Guillaumin Jean Vatrix de Gon,7,1,0.14285714285714285,0
Mengeon Renouard,2,1,0.5,0
Jehenne veuve Claude Brabant tabellion de Raon,1,1,1.0,0
Heillenix jeune fille de feu Demenge Jean Colas,10,1,0.1,0
Jean Valdechamps d'Avould,10,1,0.1,0
Jennon fille feu le Petit Poirson,2,0,0.0,0
Jean Coureur de St Nicolas,1,1,1.0,0
Bastienne veuve Demenge Ferry de Charmes,1,1,1.0,0
Jean Gabriel,2,0,0.0,0
Odile,2,0,0.0,0
B 3323 no 1; witch 025,2,0,0.0,0
Catherine femme Jean Quirien de Domjevin,1,1,1.0,0
Didier femme Nicolas le Vefue le Viel,2,0,0.0,0
Catherine veuve Colas Durand de la Vacherie,10,1,0.1,0
Margueritte femme Grand Austien,10,1,0.1,0
Margueritte veuve Colas Thiebault,10,1,0.1,0
Demenge Bibelat,1,1,1.0,0
Claudon femme Jacquot Vannier,1,1,1.0,0
Claudon Peltier de la Chapelle,1,1,1.0,0
Michiel Laboureur,9,0,0.0,0
Claude Pays,1,1,1.0,0
Colin Urbain,1,0,0.0,0
Claudatte veuve Diey Jacot Simon,20,2,0.1,0
B 2199 no 2; witch 006,2,0,0.0,0
Mengeotte femme Lucas Toussainct,10,1,0.1,0
Babellon veuve Grand Colas,1,1,1.0,0
Thienon Chaussetier,10,1,0.1,0
Jennon femme Anthoine Gros Pierre du Grand Rombach,6,1,0.16666666666666666,0
Claudon Urbain,1,0,0.0,0
George Parmentier de l'Estraye,1,0,0.0,0
"B 3325 no 1; witch 034, Claudon de Benamenil, livi",16,0,0.0,1
Mengeatte femme Nicolas Bernard de Raon,1,1,1.0,0
Thoussaincte,1,0,0.0,0
Nicolas Piernille,9,0,0.0,0
Laurence femme de Jean Collignon de Fontenay,1,1,1.0,0
Jean Claudel Anthoine,1,1,1.0,0
Marguitte femme Mongeon Charpentier,1,1,1.0,0
Jean Vauchier,1,0,0.0,0
Colas Viriat,1,0,0.0,0
Georgeatte femme au Gros Colas de Sachemont,10,1,0.1,0
Annon femme Jean Regnauldin de Nompatelize,1,1,1.0,0
Claude Tonnerre de Voincheres,1,1,1.0,0
de St Jean d'Ormont,2,0,0.0,0
"B 8691 no 4; witch 215, Meline, veuve Nicolas Char",34,0,0.0,1
Isabel femme de Mengin Viriot de St. Prancher,1,1,1.0,0
Claudatte widow of Claudon Girard de Moyemont,10,1,0.1,0
Fiacre Cherrier,1,1,1.0,0
Anthoine Claude Anthoine d'Anould,1,1,1.0,0
Demenge Moyne,1,0,0.0,0
Georgin Humbert de Haraucourt,1,1,1.0,0
B 3317 no 2; Witch 024,2,0,0.0,0
"B 5312 no 1; witch 091, Catherine femme Adam Taril",12,0,0.0,1
Demenge Milan,2,0,0.0,0
Demenge Mathis,2,0,0.0,0
de Hesse,4,0,0.0,0
Blasotte femme Claudon Collon de La Chapelle,1,0,0.0,0
Jennon femme Colas Finance d'Avould,1,1,1.0,0
"B 4500 no 3 Witch 085, Jacquotte Gardeux et Marie ",22,0,0.0,1
François Guerlot,1,1,1.0,0
Colas Bagre de Ste Marie,10,1,0.1,0
Dedie femme Nicolas Liebault de Raon,10,1,0.1,0
Mengin Claude,1,0,0.0,0
Jean Hauricquel,1,0,0.0,0
Babelon femme Hanry Jean Hanry,2,0,0.0,0
Vallentin fils Vallentin Gerard Thihar du Void de ,1,1,1.0,0
Claudon Mourchat,1,0,0.0,0
B 3343; witch 046,2,0,0.0,0
Georgin Masson,1,1,1.0,0
Marion femme Dieudonne George le petit Colin de Lu,8,1,0.125,0
Fleuratte veuve Anthoine Valdexey,2,0,0.0,0
Pierron Gaignon,1,0,0.0,0
Caterine,1,0,0.0,0
Didier Charpentier,1,1,1.0,0
Idoult Janet,1,0,0.0,0
Joseph Claudel,1,0,0.0,0
Honn Homme Colas Hougney,5,1,0.2,0
Jacote veuve Mathieu Marion de Docelles,10,1,0.1,0
Mansuy Magnien,1,0,0.0,0
Nicolas Poulain,1,0,0.0,0
Colas Barrey,1,0,0.0,0
Jehannon femme Humbert Maillet chaussetier,1,1,1.0,0
Mariotte,3,0,0.0,0
Barbe femme Jean de Prey,10,1,0.1,0
B 8691 no 2; witch 213,2,0,0.0,0
"B 8677 no 10; Witch 164, Jeanne femme Demenge Clau",12,0,0.0,1
Fritzen Hanns de Nelling,1,1,1.0,0
Barthelemin Cousturier,1,1,1.0,0
Vallentin,1,0,0.0,0
Claudin Patenotte moictrier de la Borde,1,1,1.0,0
Honn homme le maire Claudon Meschot,10,1,0.1,0
Jannon femme de Mengeon Laurent,1,1,1.0,0
Mathiette veuve de Colas Marion de St. Remy,1,1,1.0,0
Francoise femme Pieresson Thiebault couvreur,9,1,0.1111111111111111,0
"B 8712 no 3; witch 274, Mengeatte femme Jean Framp",10,0,0.0,1
Nicolle femme du viel maire Nicolas Grillat,10,1,0.1,0
"B 8959 no 1; witch 321, Barbon femme Nicolas Moict",36,0,0.0,1
Barbelline femme Girardin Didier Girardin de Combr,7,1,0.14285714285714285,0
Jean Henri,1,0,0.0,0
"B 3323 no 2; witch 026, Sebille femme Jean Pierson",10,0,0.0,1
Germaine veuve de Mengel le Compain du Souche de C,9,1,0.1111111111111111,0
Demenge Purel,3,2,0.6666666666666666,0
Anthoine Claudel de Herbafain,1,1,1.0,0
Anthoine Colas Claudon jeune fils de Gondrexon,1,1,1.0,0
Marguitte femme Dieudonné Marond,2,0,0.0,0
de Condé (Custines),2,0,0.0,0
Suzanne,1,0,0.0,0
Marguitte femme Jean Didier Arnoulx,10,1,0.1,0
Toussaint Mathieu de Fontenay,1,1,1.0,0
Remy Couppebois,1,0,0.0,0
Colas Lallemant,1,0,0.0,0
Jean fils Anthoine Mareschal,7,1,0.14285714285714285,0
Nicolas Hanna,1,0,0.0,0
Jehennon femme Jean Bontemps,1,1,1.0,0
Vincent Hanriot du Faing,1,1,1.0,0
Claudon Girardin Haxo du Vivier,9,1,0.1111111111111111,0
Barbe veuve Mengin Remicourt,2,0,0.0,0
Alizon veuve Claudon Durand de Pajaille,10,1,0.1,0
Hidoult Thiebauld de Clingotte,1,1,1.0,0
Claudon Hamo,1,0,0.0,0
Waisen Petter,1,0,0.0,0
Jean Gerardin,2,2,1.0,0
Françoise femme Chrestofle Thirion,10,1,0.1,0
Nicolas Parisot,1,0,0.0,0
Claudon Charier de la Neufville,11,2,0.18181818181818182,0
Marie femme de Jean Derechee,7,1,0.14285714285714285,0
Jean Cossoy,1,1,1.0,0
Claude Pacquet,10,1,0.1,0
femme Jean Poirson,4,0,0.0,0
Jead Musnier d'Essegney,1,1,1.0,0
Didier Chotel,1,0,0.0,0
Claudon Holbat femme Holbat Claudon de Bathelemont,1,1,1.0,0
Nicolas Estienne de Docelles,10,1,0.1,0
Marie femme George Ruzet,10,1,0.1,0
Sennelle femme Arnould Mengin,1,1,1.0,0
Claudatte femme Colin Guidot,1,1,1.0,0
Ysabel femme de Jacquot Gudine de la Neufville,1,1,1.0,0
Marguitte femme Jean Laurent,10,1,0.1,0
Colas Chaudron,1,1,1.0,0
Jehennon femme Mengeon Didier Girard dit Choste,1,1,1.0,0
Richard Jean Collate,10,1,0.1,0
Alizon femme Demenge Marchal,1,1,1.0,0
Nicolas Honin,10,1,0.1,0
Nicolas Parisat,1,0,0.0,0
Ysabel,4,0,0.0,0
B 3792 no 2; Witch 063,1,0,0.0,0
Mathieu Fachat,1,0,0.0,0
Claudon Gerardin de Belmont,1,1,1.0,0
"Jean Cuguin de la Chapelle
3 years earlier had cal",1,1,1.0,0
Marguitte femme Jean Claude le Clerc,10,1,0.1,0
Jehennon femme Lyenard Heriet,10,1,0.1,0
Margueritte femme Nicolas Geliat,10,1,0.1,0
? fils Nicolas Dentandt de la Fosse,9,1,0.1111111111111111,0
Estienne Goudat d'Einville,1,1,1.0,0
Nicolas Gerardin,3,0,0.0,0
Dieudonné femme de Demenge Drouin musnier de Serce,1,1,1.0,0
Girard Husson de Bathelemont,1,1,1.0,0
Colas Colnot d'Aulbripaire,1,1,1.0,0
Colatte femme Colin Mathiatte,7,1,0.14285714285714285,0
B 8673 no 2; witch 153,1,0,0.0,0
Didier Chaudron,1,0,0.0,0
Claudotte femme au grand Aulbry,10,1,0.1,0
Mongeatte veuve Jacques de la Woeuvre,2,0,0.0,0
Marguitte femme Colas Gariolle de Nompatelize,1,1,1.0,0
"B 3323 no 3; witch 027, la Grande Marye, veuve Did",13,0,0.0,1
La Grande Lucye,1,0,0.0,0
Demenge Romain,1,0,0.0,0
Claude Hersier,1,0,0.0,0
Colas Salomon,1,0,0.0,0
B 4126 no 2 Witch 079,1,0,0.0,0
Jean Collignon,1,0,0.0,0
Rebenhanns,1,0,0.0,0
Idoult le Chouxy,10,1,0.1,0
Estienne Thuillier,1,0,0.0,0
Daniel Houin,1,0,0.0,0
Demenge Mengeot,10,1,0.1,0
"Missing - very short.
(14) Catherine femme Colas P",10,1,0.1,0
Jean Cordier de St Nicolas,10,1,0.1,0
Didier Galland de Moriviller,10,1,0.1,0
Elizabeth femme du precedent,3,3,1.0,0
Marion veuve Mongeon Jean,1,1,1.0,0
Jennon veuve Nicolas Olry de Bathelemont,1,1,1.0,0
Marguerite Jeune,10,1,0.1,0
Jean Duc de Brouvelieures,1,1,1.0,0
Mariatte femme Jean Girardin de la Vacherie,10,1,0.1,0
Remy Claudon,1,0,0.0,0
Dieudonné Laurent,1,0,0.0,0
Didier Messe laboureur de St. Prancher,1,1,1.0,0
Wirych Grand Jean,10,1,0.1,0
Diez Demenge Aubert,1,1,1.0,0
Le maire Francois Louys de Moyen,1,1,1.0,0
Vosges G 707 no 2; witch 337,2,0,0.0,0
Catherine femme Nicolas Moullot de la Vacherie,10,1,0.1,0
Thomen Senuiet,1,1,1.0,0
"B 8684 no 3. Witch 77, Françatte veuve Claudon Jar",24,0,0.0,1
Marx le Clerc bourgeois de Ste Marie,10,1,0.1,0
Colin Dentandt,1,1,1.0,0
Charles Commis de Raon,1,1,1.0,0
Bernard Mathieu,1,0,0.0,0
Georgeon Claudon Noel,18,3,0.16666666666666666,0
Jenotte,1,0,0.0,0
"B 5312 no 4; witch 094, Senelle femme du jeune Eng",30,0,0.0,1
Dieudonnée femme Pierre Chrestien,10,1,0.1,0
B 7394; witch 125,2,0,0.0,0
B 8959 no 2; witch 322,2,0,0.0,0
Nicolas Vanderchamps bourgeois a Bruyeres,1,1,1.0,0
Claudatte femme Aulbry Austett de Reillon,10,1,0.1,0
Jean Hardier,1,0,0.0,0
Athanaise,1,1,1.0,0
Jean Jalley,1,0,0.0,0
"B 8712 no 6; witch 277, Claudon Marchal du Vivier",25,0,0.0,1
Franceoise femme Jacques Rozel de Ste Marie,10,1,0.1,0
Jacotte femme Georgeon Jacot Simon,10,1,0.1,0
Anthoine Demenge Anthoine d'Aidoile,10,1,0.1,0
Clemence femme du precedent,10,1,0.1,0
Mre Pierre,2,0,0.0,0
Demenge Maguison,10,1,0.1,0
Zabillon femme Nicolas Remy,1,1,1.0,0
Demenge Maire couroyeur de Raon,10,1,0.1,0
Claude Coinat jeune fils,9,0,0.0,0
"B 8717 no 1; witch 284, Jennon femme Claudon Henne",18,0,0.0,1
"B 8535 no 3; witch 135, Zabel femme Olry Go de Roz",5,0,0.0,1
Claudon Thonnere de Moyenmoutier,2,2,1.0,0
Marie Grand Didier femme a Nicolas Valot tabellion,1,1,1.0,0
Jean Diez,3,0,0.0,0
"B 8691 no 12; witch 223, Mongeatte femme Thoussain",33,0,0.0,1
Yzabel femme d'Adam Varin de la Neufville,1,1,1.0,0
Clement Thiebault,2,2,1.0,0
Jean Bruyant d'Aydoille,1,1,1.0,0
Lucye,2,0,0.0,0
Margueritte femme Jean Estienne,2,0,0.0,0
Jacquat Frouart de la Neuveville,9,1,0.1111111111111111,0
Demenge Bazel,1,0,0.0,0
Marguitte vefue Jean Morel de La Bolle,10,1,0.1,0
Colas Maurice,1,1,1.0,0
Pierson fils Petit Pierson,2,0,0.0,0
Claudon Hermemant alias Massenal mulnier au Vivier,10,1,0.1,0
Isabeau femme du precedent,10,1,0.1,0
Claudon Manouvrier,1,0,0.0,0
Mengeotte,43,2,0.046511627906976744,0
Nicolas Jean Blot de Dompierre,20,2,0.1,0
Jehenne fille Jean Gabriel,1,1,1.0,0
Demenge Picard,7,1,0.14285714285714285,0
Jean Colas le Massson,1,1,1.0,0
George des Boeufs,1,1,1.0,0
Isabillon femme de Poirson Garat d'Essegney,1,1,1.0,0
