node,n_neighbors,accused_neighbors,exposure_ratio,is_accused
Lienhard Marchal,10,1,0.1,0
Didielle,9,0,0.0,0
Demenge Charton,1,1,1.0,0
Jennon femme Nicolas Mongenan,10,1,0.1,0
de Jarville,2,0,0.0,0
Margueritte Vaultrin,1,0,0.0,0
Mengeon Masson,17,2,0.11764705882352941,0
Jean du Couras,10,1,0.1,0
Catherine Vicaire jeune fille de Mouriviller,10,1,0.1,0
B 5312 no 3; witch 093,1,0,0.0,0
Mengeon des Hayettes,1,1,1.0,0
Claudon Tout,1,0,0.0,0
Laurence femme Colas Masson,1,1,1.0,0
Jean Jacot,11,1,0.09090909090909091,0
B 8669 no 3; Witch 150,2,0,0.0,0
Barbe femme Jean Chadat de Mouriviller,10,1,0.1,0
Valtin Jean Coulat du Paire,2,2,1.0,0
Lienard le Tincturier bourgeois de St. Dié,7,1,0.14285714285714285,0
Maurice Clanne,18,2,0.1111111111111111,0
Nicolas Vuillaumé de Laistre,1,1,1.0,0
Michiel Lienard,1,1,1.0,0
Collatte veuve Adam Bessat,10,1,0.1,0
Sibille femme Rebenhanns,10,1,0.1,0
Jacquot Claudon Noel de Nompatelize,10,1,0.1,0
Catherine femme a Jean des Auches,1,1,1.0,0
Claudon femme Jean Bregeat,3,0,0.0,0
Jeanon,2,0,0.0,0
Thoussainct Thirion,1,1,1.0,0
Mengeon le Clerc,8,2,0.25,0
Thoussainct Bournery,10,1,0.1,0
Henry Goudat le jeune de Domjevin,1,1,1.0,0
Libaire femme Noel Ferry,1,1,1.0,0
Claude Matheu de Fontenay,1,1,1.0,0
Claudon Maillard,10,1,0.1,0
Jean Colas Claude Martin,3,0,0.0,0
Jacquot Bernard,1,0,0.0,0
Sybille femme Stoffel Marchal,10,1,0.1,0
Claude Mengeot,1,1,1.0,0
Bastien Riotte bourgeois de Sainte Croix,6,1,0.16666666666666666,0
Colas Liebault,1,0,0.0,0
Quirien Villemin de Memesnil,1,1,1.0,0
Catherine veuve de Nicolas Rouvier de Dezviller,1,1,1.0,0
Damien le Menestrel,1,1,1.0,0
Colas Jobert du Faing,1,1,1.0,0
Jean Bresson alias Neuxat,10,1,0.1,0
Claudatte femme Valtin Jean Coullat,1,1,1.0,0
Warin Cherrier,1,0,0.0,0
Nicolas Mongeot Mareschal de Brouvelieures,10,1,0.1,0
Vincent Colas Henry,1,1,1.0,0
Grand Demenge,1,0,0.0,0
Mengeatte veuve Didier Babel,1,1,1.0,0
Colas Jean Mengenot le vieux,10,1,0.1,0
"B 4500 no 1 Witch 083, Jean et Claudin Aulbry",30,0,0.0,1
B 8717 no 3; witch 286,1,0,0.0,0
B 4077 no 3 Witch 071,1,0,0.0,0
Anne Marie dite Lallemande,1,1,1.0,0
"B 3363; witch 052, Rose femme Louis Vincent, d'Aut",10,0,0.0,1
Margueritte veuve Aubertin Lehel,10,1,0.1,0
Pierrot Cosson and his wife Jeannotte,2,0,0.0,0
Ysabeau femme à Jean Villaume temoin precedent (!),1,1,1.0,0
Alyson femme jeune Haman,1,1,1.0,0
Mengeon Martin,11,1,0.09090909090909091,0
Demenge Jean Colin,1,1,1.0,0
Hanry Wiriat bourgeois de Ste Croix,10,1,0.1,0
Nicolas Olry de Bathelemont,1,1,1.0,0
Dieudonne Alix,1,0,0.0,0
Mengin Badel,1,0,0.0,0
Jean Marchal,4,1,0.25,0
Clausse Bernet,1,0,0.0,0
Claudon Charier,2,1,0.5,0
Mariette femme a Mengin Gerard de St,1,1,1.0,0
Idatte femme Jean Claude Phle de Mouriviller,1,1,1.0,0
Didier Jacquat cordonnier,1,1,1.0,0
Roche,1,0,0.0,0
Jennon veuve Florentin Bouvier,2,0,0.0,0
"Mengeon le Clerc de St Blaise
Did not suspect her",1,1,1.0,0
Claudon fils de Jean Simon de la Chapelle,1,1,1.0,0
Claude Crousée,10,1,0.1,0
Henry Mulnier dit le Clerc,10,1,0.1,0
Lienard Valentin,1,0,0.0,0
Colas Chaisne,1,0,0.0,0
Jeanne femme Claude Ferquel,10,1,0.1,0
B 8667 No 1 Witch 139,1,0,0.0,0
"B 8272; witch 127, Jeannon femme Didier Collignon,",17,0,0.0,1
"B 7134 no 1; witch 112, Jacquot Petit Jacquot, de ",15,0,0.0,1
Mathis Jean Michiel du Vivier,1,1,1.0,0
Margueritte femme du precedent,11,3,0.2727272727272727,0
Didier de Mazelles,1,1,1.0,0
Vosges 3 C 239; Witch 340,2,0,0.0,0
Jeanne femme Demenge Claude Martin,2,0,0.0,0
Jean Claude Olry,1,1,1.0,0
Claudatte fille Claudon de l'Espine,1,1,1.0,0
Humbert Charier,1,1,1.0,0
B 3335 no 3; witch 045,1,0,0.0,0
Demenge Philbert,1,1,1.0,0
Demenge Jacques,1,0,0.0,0
Didier Hault Marchant,10,1,0.1,0
Jennon femme Bastien Cuvelier de St Remy,1,1,1.0,0
Demenge du Banc,1,1,1.0,0
Claudine femme Nicolas Richard marchand de St Nico,9,1,0.1111111111111111,0
Honneste Homme,1,0,0.0,0
Agathe femme du precedent,1,1,1.0,0
Jean de Glonville,1,1,1.0,0
Laurence femme Bernard Meline de Brouvelieures,10,1,0.1,0
Claudatte femme Claudon le Charpentier of la Grand,10,1,0.1,0
Colas Hachon,1,0,0.0,0
Jean Cailla,11,2,0.18181818181818182,0
Claudon Demenge,1,0,0.0,0
Nicolas Liebault,2,0,0.0,0
Jean fils feu Parisat Vallay,1,1,1.0,0
Claudon Colas du Mesnil de la Chapelle,1,1,1.0,0
Jehennon,61,3,0.04918032786885246,0
Dieudonné paistre des vaches du moctrier de Borech,9,1,0.1111111111111111,0
? fille Mengeon Girard de la Fosse,1,1,1.0,0
Jean Humbert,1,0,0.0,0
Margueritte femme Demenge Huguenin le jeune,10,1,0.1,0
Symonete,1,0,0.0,0
Margueritte femme Demenge Mathieu,10,1,0.1,0
Jean Jacat Demenge de Docelles,10,1,0.1,0
Colas Chrestien,1,0,0.0,0
Nicolas Cabossel,1,0,0.0,0
Demenge le Maire de Mazelay,10,1,0.1,0
Collatte femme Adam Fleurant,1,1,1.0,0
Cuguin Flaux,1,0,0.0,0
Marguitte femme a Claudon Jean Claude de la Chapel,1,1,1.0,0
Barbe femme Demenge Cuysenier,8,1,0.125,0
Claudon Valentin Bertrand de Sachemont,10,1,0.1,0
"?
(6) Claudon du Haut - partly missing",8,1,0.125,0
Sabillon,1,0,0.0,0
Jean le Rouyer,10,1,0.1,0
"B 8691 no 3; witch 214, Alix veuve Demenge Marond,",17,0,0.0,1
Demenge Jacot Colas Jacot,1,1,1.0,0
Nicolas Cointzelin,10,1,0.1,0
"B 8687 no 7; witch 205, Georgeatte veuve Jean Gran",12,0,0.0,1
Colas Mariatte,11,2,0.18181818181818182,0
Marion veuve de Jean Dounould de St. Dié,7,1,0.14285714285714285,0
Didier Boileau,14,2,0.14285714285714285,0
Jean le Maire demourant au Paire,1,1,1.0,0
Marie veuve Jean Thiebaut de Raon,10,1,0.1,0
B 8708 no 7; witch 268,1,0,0.0,0
Collotte femme Didier Canot de Grand Faubourg de R,10,1,0.1,0
bourgeois women,1,0,0.0,0
Demenge Colbay,10,1,0.1,0
Mengeon Gelyat de la Bourgonce,10,1,0.1,0
Jean Regnauldin,21,3,0.14285714285714285,0
Blaisette femme du precedent,1,1,1.0,0
Claudon Mengin de Bathelemont,1,1,1.0,0
Demenge Ranguiel,1,1,1.0,0
Margueritte femme Demenge de Hurbache,1,1,1.0,0
Claudon Henry,11,1,0.09090909090909091,0
Colas Jean,9,0,0.0,0
Stepf Georges,1,1,1.0,0
Nicolas Demenge le Parmentier of Brouramont,4,0,0.0,0
Jean Hugo,1,0,0.0,0
B 2583 no 2; witch 016,2,0,0.0,0
Jean Georgeon laboureur de St. Prancher,1,1,1.0,0
Didier Babey,1,0,0.0,0
Simon Honguey,1,1,1.0,0
Remy fils Jean Graniere,1,1,1.0,0
Mengeon Didier l'Hoste,1,1,1.0,0
Jacquatte femme Didier Martin,1,1,1.0,0
Elizabeth femme Mengin Barillat,4,1,0.25,0
Witch 211; B 8689 no 3,2,0,0.0,0
B 8275 no 1; witch 128,2,0,0.0,0
Jean Mathis,1,0,0.0,0
de Preny,7,0,0.0,0
Jean le Jeune,7,1,0.14285714285714285,0
Claudon Thouvenat,11,1,0.09090909090909091,0
Jean Gelliat de la Neufville,10,1,0.1,0
Honneste Homme le maire Jean Vincent,1,1,1.0,0
Barthelhans Huyllier,7,1,0.14285714285714285,0
Nicolas Mengeotte,2,1,0.5,0
Alizon femme Demenge Chottey,1,1,1.0,0
Anne femme Claudin Caulies de Haraucourt,1,1,1.0,0
"B 8726 no 1; witch 306, Margueritte femme Cesar le",15,0,0.0,1
B 8700 no 1; witch 236,3,0,0.0,0
Colas Grand Didier,11,2,0.18181818181818182,0
Jehenne femme Demenge Jacquemin de Laveline,1,1,1.0,0
"Michiel Holbin 26
Had never heard any harm of him",10,1,0.1,0
Mathiotte veuve Claudin Gegoust,10,1,0.1,0
Claudin Husson boulengier de St. Prancher,1,1,1.0,0
Valentine veuve de Jean Pierat de Clingotte,1,1,1.0,0
Marguitte femme a Valtin Claudon Valtin de la Chap,1,1,1.0,0
Demenge Lamouratte,2,1,0.5,0
Idoul Bon Temps de Blainville,1,1,1.0,0
Colas Poirel,1,0,0.0,0
Nicolas le Clerc,13,4,0.3076923076923077,0
Nicolas Fanelin,1,0,0.0,0
arretée à Bruyères,2,0,0.0,0
B 8961 no 1. Witch 323,2,0,0.0,0
Marion veuve de Jean Demenge Lienard d'Entre-deux-,10,1,0.1,0
Nicolas Meschy,1,0,0.0,0
Nicolas Barbellin de Bathelemont,1,1,1.0,0
"B 8678 no 4; witch 171, Libaire femme Guillaume Bo",9,0,0.0,1
Demenge Simon,13,2,0.15384615384615385,0
Jean Vacquaire,1,0,0.0,0
Nicolas Jean Gerardin,10,1,0.1,0
Didier Banderat marchal au Vivier,1,1,1.0,0
Jean Colas Henry de Sainct Remy,1,1,1.0,0
Didier des Gouttes,1,1,1.0,0
Estienne le Menant,1,1,1.0,0
Barbeline veuve Georgeon Choppat de Nompatelize,1,1,1.0,0
Henry Colas,2,0,0.0,0
Gerard Pierrot laboureur de St. Prancher,1,1,1.0,0
Laurence femme Nicolas Anthoine,1,1,1.0,0
Mengeotte femme de Vincent Jeandey d’Entre-deux-Ea,10,1,0.1,0
Catherine femme Didier Bernay Dion de Lubine,8,1,0.125,0
"B 3329; Witch 041, Claudatte femme Nicolas Chollat",21,0,0.0,1
"B 5312 no 5; witch 095, Senelle femme Waisen Pette",14,0,0.0,1
Demenge Voirat,1,0,0.0,0
Vincenot,1,0,0.0,0
Mongeatte femme Nicolas Paiatte saulnier de St Nic,1,1,1.0,0
Didier Toussainct de Fraice,1,1,1.0,0
Catherine femme Jean Claudon Thierion,10,1,0.1,0
Jean Mourxat,10,1,0.1,0
Marie fille Remy Jeandel,10,1,0.1,0
Claude Gallas hacquebuttier,1,1,1.0,0
Thierry Maillard,1,0,0.0,0
Jean Jean Jean,1,1,1.0,0
Claudette femme Claudon Quentin,1,1,1.0,0
Claudon Viriat,1,1,1.0,0
Demenge Roussé,2,1,0.5,0
Jean Nancey,1,0,0.0,0
Jean Gerardin le jeune,1,1,1.0,0
Jalnon,1,0,0.0,0
Nicolas Colin Urbain,1,1,1.0,0
Colas Guerard,10,1,0.1,0
Jacquat Adam,2,1,0.5,0
Pierron Jean le Masson de la Pelliere,1,1,1.0,0
Jeanne veuve Claudon Bessy des Petites Rosieres,9,0,0.0,0
Penthecoste,1,0,0.0,0
Demenge Georgel demeurant au Memesnil,1,1,1.0,0
Jean Esclaire,2,1,0.5,0
Hilaire,1,0,0.0,0
Demenge Mengin de Bathelemont,1,1,1.0,0
Henryat Mathieu le jeune,10,1,0.1,0
Claudatte femme Mengeon Jean Perry,1,1,1.0,0
Mongin Tonnerel,1,0,0.0,0
Demenge Boulengier de Domjevin,2,2,1.0,0
Claudon femme Claudon le Cerf,10,1,0.1,0
Mengeotte femme du precedent,29,3,0.10344827586206896,0
Jennon veuve Vallentin Mesline,10,1,0.1,0
Colas Pairson,3,1,0.3333333333333333,0
Catherine femme Jean Clement,10,1,0.1,0
Mongeatte femme de Jean Jacquat hostelain à Charme,10,1,0.1,0
Claudon Fallayeux,1,0,0.0,0
Didier de la Levee de Herbafain,1,1,1.0,0
Dedie femme Coals Faille,10,1,0.1,0
"Mising - damage
(21) Beniste ?
Story about his hav",1,1,1.0,0
Jennon veuve Jean Colin de Laistre (Ban de Sapt),10,1,0.1,0
Agnelz,1,0,0.0,0
Jean Mongeot,2,0,0.0,0
Claudatte femme Hannezo Alexy,1,1,1.0,0
Henry Mulnier,2,0,0.0,0
B 8684 no 1. Witch 188,2,0,0.0,0
Claude le Villy de Sainte Margarée,1,1,1.0,0
Colatte femme Mongeon Vanderchamps,1,1,1.0,0
Jeanon veuve Claude Mercier,1,1,1.0,0
Gerard Choppat de Mazelay,1,1,1.0,0
Dimenche Welsche,1,1,1.0,0
Demenge Thomas,1,1,1.0,0
Simon Thieriet,1,0,0.0,0
Colas Claude Demenge Genay,10,1,0.1,0
Demenge Perey,10,1,0.1,0
Jean Maurice,1,0,0.0,0
Demenge Badorat de St. Genoy,10,1,0.1,0
Didier Pierrat de la Ruelle de Saulcy,1,0,0.0,0
Catherine veuve Thoussainct Colin Michiel Bejalley,1,1,1.0,0
Colas Guillemotte,1,1,1.0,0
Witch 163; B8667 no 9,2,0,0.0,0
Henry Zabey,1,0,0.0,0
Fiacre Jacquot de Repas,1,1,1.0,0
Thiery,1,0,0.0,0
Noel Raimbault de Reillon,1,0,0.0,0
"B 8700 no 3; witch 238, Marguitte veuve Jean Digar",13,0,0.0,1
Claudin Hierosme,1,0,0.0,0
Marguitte femme Didier Valat de la Rochatte,1,1,1.0,0
Catherine Claude d'Azelot,1,0,0.0,0
"Witch 210; B 8689 no 2, Ulriot Colas Ulriot, Moyem",16,0,0.0,1
Jean Jacot de Saulceray,1,1,1.0,0
Dieudonné Demenge Alix,2,2,1.0,0
Claudet,1,0,0.0,0
Mengeatte veuve Didier Babey,10,1,0.1,0
Claudine femme Jean Cunelier,1,1,1.0,0
de la,2,0,0.0,0
Jean Charpentier,13,2,0.15384615384615385,0
Mengeon femme Jean de Corbessault,10,1,0.1,0
Colas Jeandon du Vivier,1,1,1.0,0
Margueritte femme Gregoire Marchal d'Einville,1,1,1.0,0
Claudin Peletier,20,2,0.1,0
Colin Choppat,1,0,0.0,0
"Colas Jean le Maire
Missing section",10,1,0.1,0
B 8721 no 8; Witch 300,1,0,0.0,0
Jean Prevost boulengier de Raon,10,1,0.1,0
George Guiart,10,1,0.1,0
B 8677 no 11; witch 165,2,0,0.0,0
Margueritte veuve Claudin Hierosme,2,0,0.0,0
Lucas Mathis,1,1,1.0,0
Colas Claude le maire,1,1,1.0,0
Margueritte femme Anthoine Epvre de Bathelemont,1,1,1.0,0
Jean Marsellot,1,0,0.0,0
Michiel Grillat,1,1,1.0,0
Jean Laiffer,1,1,1.0,0
Cuguin Flaux de Charmes,10,1,0.1,0
Jennon veuve Colas Bresson,1,1,1.0,0
Vaultrin Jean Mariatte,1,1,1.0,0
Didier Claude Phillippe,10,1,0.1,0
de Blamont,6,0,0.0,0
Chrestien Brandec de la Neufville,1,1,1.0,0
B 8724 no 5. Witch 305,2,0,0.0,0
Jehenne femme Demenge Gadel,1,1,1.0,0
B 8691 no 10; witch 221,2,0,0.0,0
Jean Ferry alias Marande,1,1,1.0,0
Claudotte,7,0,0.0,0
Gerardin Rodeans,1,0,0.0,0
Claude Jean Didier de Laulnay,10,1,0.1,0
Jean Chastellain,1,0,0.0,0
Babillon veuve du Grand Colas,1,1,1.0,0
Bastien Pieton,1,0,0.0,0
Berthremin Rembault,1,0,0.0,0
Babillon femme Claudon Girard de Bathelemont-les-B,1,0,0.0,0
Jean le Maire,19,3,0.15789473684210525,0
Didier Jean,3,0,0.0,0
Grand Colas,2,0,0.0,0
Didie veuve Demenge Pourlatte,2,0,0.0,0
Chrestien Brabant de la Neufville,8,1,0.125,0
Idoult,3,0,0.0,0
Dedie veuve Prins Barheur,1,1,1.0,0
Gergonne Perlet,1,1,1.0,0
Jean Mourisot de la Neufville,8,1,0.125,0
Demenge Jenniot,1,1,1.0,0
Jehenne femme Nicolas Martinbois,1,1,1.0,0
Marguitte femme Mengeon Girard de la Fosse,9,1,0.1111111111111111,0
Jennon femme Guerard Thomas,1,1,1.0,0
B 8721 no 3; Witch 295,1,0,0.0,0
Catherine femme Claudon Thomas,10,1,0.1,0
Nicolas Gamel de Brouvelieures,10,1,0.1,0
Jeanne femme Demenge Balatte,10,1,0.1,0
Catherine femme Jean Purel le charier,1,1,1.0,0
Catherine femme de Jean des Auxes,1,1,1.0,0
Mengeon Colas le Vieulx Homme,10,1,0.1,0
Jean Colas de Vic,1,1,1.0,0
Catherine veuve Arnould Didier Arnould,1,1,1.0,0
Clemence femme Colas Viriat,10,1,0.1,0
Nicolas Claudon Petit Homme de Dompierre,10,1,0.1,0
Jean Bresson,12,2,0.16666666666666666,0
Girard Toussainct,8,1,0.125,0
Jacquot Gudine,1,0,0.0,0
B 8707 no 8; witch 260,2,0,0.0,0
Nicolas Loys de Repas,1,1,1.0,0
Claudine,3,0,0.0,0
Dedielle,1,0,0.0,0
Idoul Vigneron,2,0,0.0,0
Bernard Viry de Brouvelieures,10,1,0.1,0
Noel Perrin,10,1,0.1,0
B 7122; witch 111,1,0,0.0,0
Nicolas Goudot de Domjevin,10,1,0.1,0
Mengin Viriot,1,0,0.0,0
Catherine fille Jean Dediat de Domjevin,1,1,1.0,0
"B 4500 no 2 Witch 084, Margueritte Gallier, Hanrio",24,0,0.0,1
Demenge Didier,2,0,0.0,0
Claudon Crolbesner,10,1,0.1,0
Margueritte veuve Jean Husson des Petites Rosieres,9,0,0.0,0
B 4126 no 1 Witch 078,1,0,0.0,0
Honn Homme Diey Bretaulx,10,1,0.1,0
Claudon Thoussainct,3,1,0.3333333333333333,0
Colas Vaultin,1,0,0.0,0
Adam fils Jean Didier Jacquemin,10,1,0.1,0
Francois Berniquet,10,1,0.1,0
Demenge Melline,1,1,1.0,0
B 8730; witch 309,2,0,0.0,0
Claude Mathis de Fouchifol,10,1,0.1,0
Margueritte femme Nicolas Laurent de Raon,8,1,0.125,0
Jean Pastel,1,1,1.0,0
Alison femme Toussaint Thiebel,1,1,1.0,0
Phelice femme Girardin Didier Masson,1,1,1.0,0
? femme Jean Hanna de St Remy,1,1,1.0,0
Jacquot Colas le Maire,10,1,0.1,0
"B 8682 no 1; witch 179, Barbelline femme Holbin le",8,0,0.0,1
Thomas Gerardin,2,1,0.5,0
Jean des Vaulx,1,1,1.0,0
Dieudonné Cardillon,1,0,0.0,0
Pelto Hardier dit Brayotte,10,1,0.1,0
Colas Claude Girard de Brehimont,10,1,0.1,0
Colas Parmentier,1,0,0.0,0
Epuron Jany,18,2,0.1111111111111111,0
Demenge Gros,2,0,0.0,0
Marguitte femme a Jean Claude,1,1,1.0,0
Mengeon Dion de Fouchifol,10,1,0.1,0
Claudon Xalley de Bussang,9,1,0.1111111111111111,0
Didier Malley,1,0,0.0,0
Demenge Comte,1,0,0.0,0
Mengeon Didier Henryat,10,1,0.1,0
Clement d'Agincourt,10,1,0.1,0
Cathin,4,0,0.0,0
Jean Henry,16,4,0.25,0
Claudatte femme Claudon Quentin,1,1,1.0,0
Jean Saulnier de Mouriviller,1,1,1.0,0
Jean Michiel de Belmont,1,1,1.0,0
Thiebault Robert,10,1,0.1,0
"Damaged.
(7) Nicolas Moullot",10,1,0.1,0
Claudon Colas Colin du Vivier,10,1,0.1,0
Jean Dieudenon de Reillon,10,1,0.1,0
Jehenne femme Jean Mongeay,1,1,1.0,0
Claudin,1,0,0.0,0
Jean du Bois de Reillon,9,1,0.1111111111111111,0
Jean Reguard,10,1,0.1,0
de Dompierre,4,0,0.0,0
Jennon femme René Ganard,10,1,0.1,0
Robert,2,0,0.0,0
Marguerite veuve Demenge Jacquemin,10,1,0.1,0
Bietrix jeune fille a Colin Gillet,10,1,0.1,0
Jehannon femme Nicolas Gergonne,10,1,0.1,0
Gratian Doridant,10,1,0.1,0
Anne femme Nicolas Recouvreur,9,1,0.1111111111111111,0
Jean Piarion,1,0,0.0,0
Jean Berquey,1,0,0.0,0
Mengeon fille Nicolas Villaume,1,1,1.0,0
Claudine femme a Jean Boudart de Xennenay,1,1,1.0,0
Catherine femme de Demenge du grand meix de la Cha,1,1,1.0,0
"Witch 343; Dumont, t. 2, i-xxvii, Claudon Hardier,",23,0,0.0,1
B 2197; witch 004,2,0,0.0,0
Marguerite veuve Claude Hersault,10,1,0.1,0
Claude Mercier,1,0,0.0,0
Sebille femme Jean Pierson,2,0,0.0,0
Claudin Richard,1,1,1.0,0
Mongeotte femme Gerard Demenge,1,1,1.0,0
ermite de l'ermitage de Boulain,1,0,0.0,0
Demenge Jacquat,20,2,0.1,0
Michiel Bonniller,1,1,1.0,0
B 4495; witch 082,3,0,0.0,0
Jean Petit Jean Louys,1,1,1.0,0
de la Neuveville-les-Raon.,2,0,0.0,0
Colas fils de Hidoult Thiebauld de Clingotte,1,1,1.0,0
Jennon femme Jean Henry de Domjevin,1,1,1.0,0
Marie femme Nicolas Lesclaire charpentier de Raon,10,1,0.1,0
Martin l'Hoste de Pexonne,1,0,0.0,0
Didier Jean Didier,11,2,0.18181818181818182,0
Claudon Curien,13,2,0.15384615384615385,0
Renée fille du precedent,10,1,0.1,0
Blaison Vit,10,1,0.1,0
Jean Aulbry,1,0,0.0,0
Arnould Chaudron,1,1,1.0,0
George Hillaire,1,1,1.0,0
Witch 343; Dumont,4,0,0.0,0
Claudatte veuve Valentin Claude Milan de Remomeix,1,1,1.0,0
Jean fils Schu Adam,1,1,1.0,0
Sebille fille Didier Chottey,1,1,1.0,0
Perin le Charpentier,10,1,0.1,0
Jean Menginot d'Entre-deux-Eaux,10,1,0.1,0
Barbelline femme a Blason Charpentier,1,1,1.0,0
Jean Willaume surnomme Brancquebourg,1,1,1.0,0
Elizabeth femme au vieulx Haman,1,1,1.0,0
Francois Chaulbault de Moyemont,1,1,1.0,0
Catherine Mathieu,1,1,1.0,0
Nicolas Vaultrin,14,2,0.14285714285714285,0
Lyenard Jean Mareschal,1,1,1.0,0
Claudon de Benamesnil,10,1,0.1,0
Jean Vincenot,1,0,0.0,0
Didier Simonin,1,1,1.0,0
Claudon Mongin moictrier a Claudon Andreu de Docel,1,1,1.0,0
Mengin Toussain alias Tixerand,1,1,1.0,0
Martinotte femme Claude Potier de Girecourt,10,1,0.1,0
Stro Hanns,1,0,0.0,0
Jean Godat,10,1,0.1,0
Demenge Gerard d'Entre-deux-Eaux,1,1,1.0,0
Gergonne Mengin,2,1,0.5,0
Guennotte,1,0,0.0,0
Lienard Jean Lienard echevin de Moriviller,10,1,0.1,0
Claudin Burthecourt,10,1,0.1,0
Marie femme de Cuguin Flaux de Charmes,10,1,0.1,0
after being shaved,2,0,0.0,0
Bastienne femme Didier Regnaudin,10,1,0.1,0
Francois Grillat,1,0,0.0,0
Demenge Sauffroy,1,0,0.0,0
Magdelaine,16,1,0.0625,0
Mengeon Colas Jacat de Neusne demeurant a Belmont,1,1,1.0,0
B 8684 no 11; witch 198,1,0,0.0,0
B 7279; witch 118,1,0,0.0,0
Marie femme Bastien Fournier de la Neufville devan,1,1,1.0,0
Jean Warin,2,0,0.0,0
Nicole femme Nicolas Gerardin,1,1,1.0,0
Anne femme Jean Regnauldin,10,1,0.1,0
Mengeon Valentin de Saincte Margarée,9,1,0.1111111111111111,0
Claudette femme George Mengin,2,0,0.0,0
Jehan Andreu,11,1,0.09090909090909091,0
Catherine veuve Jean Lhuillier de Maizieres,2,0,0.0,0
Quentin le Roy,1,1,1.0,0
Mengeon Jean,5,0,0.0,0
Thiery Racine de Rozieres,7,1,0.14285714285714285,0
Claudette femme de Claudon Lallemend,1,1,1.0,0
Colas Jean Jaclin,10,1,0.1,0
Mengeon le Duc d'Aidoile,10,1,0.1,0
Mengeon Girompaire,10,1,0.1,0
Colin Fillette dit Rengier,1,1,1.0,0
"B 8535 no 2; witch 134, Ydatte veuve Demenge Moyne",5,0,0.0,1
Margueritte femme Diez Thomas,10,1,0.1,0
Colas Brabant,3,2,0.6666666666666666,0
Demenge Doienney,2,1,0.5,0
Remy Claude,1,0,0.0,0
Jennon femme Nicolas Jean de Flin,10,1,0.1,0
Catherine femme Jean Colin de Domjevin,1,1,1.0,0
Jehenne Medexin,1,0,0.0,0
Nicolas Gergonne,1,0,0.0,0
Jeanne femme Francois Husson de Bathelemont,1,1,1.0,0
B 3323 no 5; witch 029,1,0,0.0,0
Nicolas Mongeron,10,1,0.1,0
Nicolas Jean Ferry de Dompierre,11,2,0.18181818181818182,0
Agatte veuve Jean de la Dague,1,1,1.0,0
"Claudon
Hydoulx Grand Didier",10,1,0.1,0
Jean Quirien,1,0,0.0,0
Demenge Voinot,1,1,1.0,0
Ysabel veuve Demenge Jean Trop du Mesnil,10,1,0.1,0
Jacques Simon,11,1,0.09090909090909091,0
Henry Cousturier,1,0,0.0,0
Aulbry Colin,1,0,0.0,0
Jennon femme a Colas Bandesapt de Pajaille,10,1,0.1,0
Margueritte femme de Remy Phillippe de Rugney,8,1,0.125,0
Claudatte veuve de Nicolas le Rieusse de Moyenmous,1,1,1.0,0
Jehenne femme Demenge le Maire,2,0,0.0,0
Margueritte femme Simon Thieriet,1,1,1.0,0
"B 8684 no 9. Witch 196, Jean Goeury de St Lienard",14,0,0.0,1
Jean Rouyer,1,1,1.0,0
de Leintrey.,2,0,0.0,0
Mengeatte servante a Francois Bagard de Creante (?,1,1,1.0,0
Demenge Surien,1,0,0.0,0
Barbelline fille Guillaume Jean Chaperey de Ste Cr,1,0,0.0,0
Marguitte femme à Jean Mengin,10,1,0.1,0
Barbe,48,1,0.020833333333333332,0
Humbert Vergier,1,0,0.0,0
Didier Seigaire,1,0,0.0,0
Schu Thiebault sergent en la justice d'Amange,1,1,1.0,0
Didon,1,0,0.0,0
Nicolas Charpentier,1,1,1.0,0
Le maire Colas Brouvellant,10,1,0.1,0
Mengeon Jeandel de Haillieulle,10,1,0.1,0
Didier Marsellot,1,0,0.0,0
Jacquotte femme Nicolas Tixerand,2,0,0.0,0
Claude Pierrat,7,1,0.14285714285714285,0
"B 8945; witch 319, Nicole veuve Mengin Nigal, de S",20,0,0.0,1
Isaac Farré,1,0,0.0,0
Jean Bastien Gaillat de Colroy,1,1,1.0,0
Claudatte femme Claudon Ferry. du Mesnil,1,1,1.0,0
Henry Fournier,1,1,1.0,0
Mengin Bailly,1,0,0.0,0
Colas Saulsatte,7,1,0.14285714285714285,0
"B 8726 no 3; witch 308, Colatte veuve Colas de la ",7,0,0.0,1
Vosges G706: witch 345,2,0,0.0,0
Colas le Masson,1,1,1.0,0
Claudel Mengeot,1,0,0.0,0
de Sallonne,5,0,0.0,0
Billon femme Jean du Sal,19,2,0.10526315789473684,0
Aley femme Jean Perrin,2,0,0.0,0
Jacquin Mequin,8,1,0.125,0
Colas Barre de Neufviller,1,1,1.0,0
"General reputation.
(5) Simon Hougney",10,1,0.1,0
Demenge Danguille,1,0,0.0,0
Dion femme Honnble Bastien Sachot,1,1,1.0,0
B 8708 no 2; witch 263,1,0,0.0,0
Jean Mengeot,10,1,0.1,0
Collotte veuve Paulus George,1,1,1.0,0
Nicolas Petit Jean,1,1,1.0,0
Demenge Anthoine,2,1,0.5,0
"Colas Charey
Reputation 12 years.
(18) George Coli",1,1,1.0,0
Francois Rozieres,1,0,0.0,0
Claudon Pourel le Viel de Fontenay,1,1,1.0,0
Mongin Tonnerel laboureur de la Neufville,1,1,1.0,0
