source,target,relationship
Jennon femme Jean Pieron,"B 8677 no 11; witch 165, Claudel Demenge Martin, du Pair",TESTIFIED_AGAINST
Jennon femme Jean Pieron,"B 8693 no 5; witch 234, Bernarde femme Demenge Baille, de la Neuveville-les-Raon",TESTIFIED_AGAINST
Yollan femme du precedent,"B 8535 no 4; witch 136, Mengin Lamourou paistre de Rozieres",TESTIFIED_AGAINST
Jacquette fille de la precedente,"B 3753; witch 056, Claudette Clauchepied d'Epinal, arretée à Bruyères",TESTIFIED_AGAINST
Claudon Mathieu de la Neuveville,"Witch 282; B 8715 no 5, Fleuratte femme Bastien des Boeufs, de la Neuveville-les-",TESTIFIED_AGAINST
Jehan Thouvenel,"B 4500 no 3 Witch 085, Jacquotte Gardeux et Marie Canot",TESTIFIED_AGAINST
Jacotte femme Demenge Fercquel de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Jean Pierson de Raon,"B 8719 no 3; witch 292, Dion veuve Jean Remy de Raon",TESTIFIED_AGAINST
Mengeotte femme Jean Thieriot de la Fosse,"Witch 271; B 8708 no 10, Jean Gerardin Haxo de la Fosse",TESTIFIED_AGAINST
Jean Comand,"B 8669 no 1; Witch 148, Jeanne femme Jean Lienard le maimbourg, de Ginfosse",TESTIFIED_AGAINST
Dieudenon Masson,"B 3345; witch 047, Jeanne femme Demenge Mercier, d'Autrepierre",TESTIFIED_AGAINST
Alix veuve de Claudon Simonin de Seuch,"B 2512; witch 012, Jacotte femme Demenge Romary Petit Colin, de Seuche",TESTIFIED_AGAINST
Colas ?,"B 8684 no 6. Witch 193, Catherine femme Jean Bertremin de Clefcy",TESTIFIED_AGAINST
Demenge Le Grand Colas (alias Parmentier),"B 3323 no 1; witch 025, Jeannotte veuve Claudon Toussaint, de Leintrey.",TESTIFIED_AGAINST
Bastienne femme Nicolas Poulain,"B 8724 no 5. Witch 305, Didiere veuve Nicolas Failly, de Raon",TESTIFIED_AGAINST
Thomas Tourneur,"B 5344 no 3; witch 100, Synnelle femme Schneyder Hanns d'Amange (Insming)",TESTIFIED_AGAINST
Nicolas Coignin demeurant a Brouvelieures,"B 3789 no 2; witch 059, Georgeatte femme Colas Herteman, de Brouvelieures",TESTIFIED_AGAINST
Arrambourg femme Nicolas Goussat (sister of Godat's wife),"B 3347 no 2; witch 049, Jean Godot de Domjevin",TESTIFIED_AGAINST
Urselle fille du precedent,"B 9573; witch 334, Barbelline fille Guillaume Jean Chaperey de Ste Croix",TESTIFIED_AGAINST
Martin Bourdon laboureur de Champegnoult,"B 2203 no 1; witch 009, Catherine femme Claudon Malgrais, de Champegnoult",TESTIFIED_AGAINST
Colas Claude le Voisin,"B 8669 no 1; Witch 148, Jeanne femme Jean Lienard le maimbourg, de Ginfosse",TESTIFIED_AGAINST
Walter Adam,"B 5327 no 1; witch 096, Colas Hardier de Mulcey",TESTIFIED_AGAINST
Claudon Jacquot Estienne,"B 8693 no 2; witch 231, Jean Aulbry du Vivier d'Etival",TESTIFIED_AGAINST
Claudatte femme Colas Jean Mongeatte,"B 3323 no 9; Witch 033, Jennon fille feu le Petit Poirson, de Leintrey",TESTIFIED_AGAINST
Anthoine Bergier,"B 8707 no 1; witch 253, Claudette femme George Mengin, de la Bolle",TESTIFIED_AGAINST
Annel femme Jean Simonin,"B 3317 no 2; Witch 024, Jennon veuve Didier Ramaixe alias Virtemberg, de Blamont",TESTIFIED_AGAINST
Magdellaine femme Humbert Houbin,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
"Jennon femme Colas Moullot
Same deposition as husband.","B 8687 no 2; witch 200, Marguitte femme Jean Jacquot, de la Vacherie",TESTIFIED_AGAINST
Didier du Prey,"B 8721 no 3; Witch 295, Catherine femme Bertremin Claude de Wisembach",TESTIFIED_AGAINST
Didier du Prey,B 8721 no 4. Witch 296; Hantzo Alexis of Wisembach,TESTIFIED_AGAINST
Didier du Prey,"B 8721 no 5; Witch 297, Beniste le Houff de Norbepaire (Wisembach)",TESTIFIED_AGAINST
Catherine femme de Demenge Valtin de la Chapelle,"Witch 159: B8677 no 5, Blason Charpentier de La Chapelle",TESTIFIED_AGAINST
Nicolas Charier,"B 3358; witch 050, Jehenne femme Joseph de la Moictresse, de Nutting",TESTIFIED_AGAINST
Collette veuve Idoux Vigneron,"B 8724 no 2. Witch 302, Jennon femme Demenge le Maire de Raon",TESTIFIED_AGAINST
Jennon veuve Colas Lallemand,"B 8677 no 12; witch 166, Mongeatte veuve Jacques de la Woeuvre, de St Blaise",TESTIFIED_AGAINST
Jehan du Bois,"B 3323 no 8; witch 032, Noel Purel (dit le Petit Noel), de Blemerey",TESTIFIED_AGAINST
Didier Villaume de Docelles,"B 3789 no 1; witch 058, Fleuratte femme Jean Maurice, de Docelles",TESTIFIED_AGAINST
Claudon Vicaire jeune fils de Claude Vicaire de Mouriviller,"B 8741; witch 315, Margueritte femme Didier Perisc de Mouriviller",TESTIFIED_AGAINST
le maire Thiery Prevost d'Essegney,"B 4094 no 1 Witch 073, Catherine la Rondelatte",TESTIFIED_AGAINST
Didier Doienney,"B 8673 no 1; witch 152, Jean Colas Claude Martin, and his sister Jennon, de Lubine",TESTIFIED_AGAINST
Mathiat Play Cesson,"B 2203 no 2; witch 010, Jean Parmentier, de Champegnoult",TESTIFIED_AGAINST
Zabelat femme Jean Anthoine,"B 8724 no 1; witch 301, Humbert Marchal de Coincourt",TESTIFIED_AGAINST
Demenge mal fort du Paire,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Bernard Viry alias Melynne de Brouvelieures,"B 3789 no 2; witch 059, Georgeatte femme Colas Herteman, de Brouvelieures",TESTIFIED_AGAINST
Marguitte femme Didier Gerardin,"B 8691 no 7; witch 219, Margueritte femme Mongeon Colas Jacquat, de la",TESTIFIED_AGAINST
Marguitte femme à Claude le Parmentier du Paire,"B 8667 No 4 Witch 142, Mengette Estienne",TESTIFIED_AGAINST
Vatellet Dellenal,"B 7301; witch 119, Barbe la grosse gorge, de Jarville",TESTIFIED_AGAINST
Catherine femme Toussaint Bastien,"B 3358 no 2; witch 051, Jeannon, femme Gerardin Marchal, d'Autrepierre",TESTIFIED_AGAINST
Quentin de Verpelliere bourgeois de Ste Croix,"B 9573; witch 334, Barbelline fille Guillaume Jean Chaperey de Ste Croix",TESTIFIED_AGAINST
Le maire Dieudonné Galand,"B 8682 no 4; witch 182, Georgeatte fille Jean Pelisson, de Moriviller",TESTIFIED_AGAINST
Demenge Schweytzer,"B 5344 no 3; witch 100, Synnelle femme Schneyder Hanns d'Amange (Insming)",TESTIFIED_AGAINST
Claudatte veuve de Nicolas Chordey de St. Remy,"Witch 145: B8667 no 7, Colas Mengin de Saint Remy",TESTIFIED_AGAINST
Nicolas Didier Laurent,"B 8724 no 2. Witch 302, Jennon femme Demenge le Maire de Raon",TESTIFIED_AGAINST
Barbe femme Didier Coresier,"B 8693 no 5; witch 234, Bernarde femme Demenge Baille, de la Neuveville-les-Raon",TESTIFIED_AGAINST
Jennon femme Jacquot Claudon Noel,"B 8707 no 5; witch 257, Jennon la Mouratte, femme Bertremin de Laval, de",TESTIFIED_AGAINST
Symonatte fille feu Jean Badelat charretier de St Nicolas,"B 8959 no 1; witch 321, Barbon femme Nicolas Moictrier, de Saint Nicolas",TESTIFIED_AGAINST
Marie Magnien,"B 3789 No 3; Witch 060, Petroniere femme Jean Varnier dit Bessat, de Bruyères",TESTIFIED_AGAINST
Bietrix veuve Mengeon Richier d'Aidoile,"B 3789 no 4; witch 061, Ysabeau veuve Nicolas Demenge Richard, d'Aydoilles",TESTIFIED_AGAINST
Claude Dieudegnon maire de Reillon,"B 3327 no 4; Witch 040, Nicolas Raimbault de Reillon",TESTIFIED_AGAINST
Anne femme Romain Thiebault Lamouratte,"B 2583 no 4; witch 018, Mengeotte femme Nicolas Colombain, de l'Estraye",TESTIFIED_AGAINST
Demenge Waultrin boulengier,"B 8961 no 1. Witch 323, Claudon veuve Mengin Wannier, de St Nicolas",TESTIFIED_AGAINST
Missing - damage,"B 8684 no 1. Witch 188, Jean Demenge le Clerc dit Mandray, de Hurbache",TESTIFIED_AGAINST
Nicolas Demengeon Arnould,"B 2521 no 1; Witch 013, Jacotte femme Nicolas François Raon de Xennenay",TESTIFIED_AGAINST
Claudon Grand Ferry,"B 8691 no 13; witch 224, Catherine femme Didier Jean Charpentier, de Remémont",TESTIFIED_AGAINST
Poline femme Demenge Mengel de Raves,"B 8708 no 8; witch 269, Jean Jacques Gerardin de la Voivrelle",TESTIFIED_AGAINST
Didier Thomas de Mazelay,"B 8712 no 4; witch 275, Jehennon veuve Thomas Diez Thomas de Mazelay",TESTIFIED_AGAINST
Françoise jeune fille,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Nicolle femme Anthoine Navel de Brouvelieures,"B 3792 no 1; Witch 062, Nicolas Herteman, de Brouvelieures",TESTIFIED_AGAINST
Colas Jean Ferry,"B 8687 no 9; witch 207, Jean Grand Didier, de la Vacherie",TESTIFIED_AGAINST
Honn homme le maire Claudon Biberat,"B 8691 no 5; witch 216, Babelon femme Hanry Jean Hanry, of St Blaise",TESTIFIED_AGAINST
Nicolas Simonatte de Domjevin,"B 3327 no 2; Witch 038, Barbelline femme Jean Goudot, de Domjevin",TESTIFIED_AGAINST
Annon femme Remys Masson,"B 3358; witch 050, Jehenne femme Joseph de la Moictresse, de Nutting",TESTIFIED_AGAINST
Magdellaine femme Didier Languille,"B 7326; witch 123, Isabillon femme Jean Parmentier, de la Neufville-devant-Nancy",TESTIFIED_AGAINST
"and (6) Missing
(7) Catherine femme Jean Mandray
Witch 192","B 8684 no 5; Witch 192, Barbelline veuve Demenge Mareschal, de Saulceray",TESTIFIED_AGAINST
Jean Humbert laboureur de St Nicolas,"B 8986 no 1; witch 329, Jeanne Petiotte veuve Pierre Maulgrais de St Nicolas",TESTIFIED_AGAINST
Lienhard Marchal,"B 5327 no 1; witch 096, Colas Hardier de Mulcey",TESTIFIED_AGAINST
Demenge Charton,"B 8677 no 13 and B 8680 no 1; witch 167, Catherine femme Villaume Jean Martin du",TESTIFIED_AGAINST
Jennon femme Nicolas Mongenan,"B 3323 no 3; witch 027, la Grande Marye, veuve Didier Sotterel, de Leintrey",TESTIFIED_AGAINST
Mengeon Masson,B 8684 no 7. Witch 194; Jean Lallemant de St Lienard,TESTIFIED_AGAINST
Mengeon Masson,"B 8684 no 9. Witch 196, Jean Goeury de St Lienard",TESTIFIED_AGAINST
Jean du Couras,"B 8702 no 8; witch 247, Sebille femme Etienne Pescheur, de La Neuveville-les-Raon",TESTIFIED_AGAINST
Catherine Vicaire jeune fille de Mouriviller,"B 8667 No 6 Witch 144, Zabel du Sambois",TESTIFIED_AGAINST
Mengeon des Hayettes,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Laurence femme Colas Masson,"B 8684 no 6. Witch 193, Catherine femme Jean Bertremin de Clefcy",TESTIFIED_AGAINST
Jean Jacot,"Witch 344: Vosges G563, Jehennon Colin, femme Jean Poirson, de Giriviller, 1594",TESTIFIED_AGAINST
Barbe femme Jean Chadat de Mouriviller,"B 8667 No 6 Witch 144, Zabel du Sambois",TESTIFIED_AGAINST
Valtin Jean Coulat du Paire,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Valtin Jean Coulat du Paire,"Witch 163; B8667 no 9, Jehenne femme Demenge le Maire, de La Chapelle",TESTIFIED_AGAINST
Lienard le Tincturier bourgeois de St. Dié,"Witch 158: B8677 no 4, Meline veuve Martin Gentilhomme de St Dié",TESTIFIED_AGAINST
Maurice Clanne,"B 2583 no 5; witch 019, Jean Brice George de Xouarupt",TESTIFIED_AGAINST
Maurice Clanne,"B 2583 no 7; witch 021, Royne veuve Dilan Parmentier, dite des Tartres, de",TESTIFIED_AGAINST
Nicolas Vuillaumé de Laistre,"B 8721 no 8; Witch 300, Nicolas Claudon de Chastay (Ban-de-Sapt)",TESTIFIED_AGAINST
Michiel Lienard,"B 8691 no 1; witch 212, François Marion de Raon",TESTIFIED_AGAINST
Collatte veuve Adam Bessat,"B 8721 no 1. Witch 293, Dieudonnée femme Toussaint Jalley de Mazelay, 20 March -",TESTIFIED_AGAINST
Sibille femme Rebenhanns,"B 5312 no 5; witch 095, Senelle femme Waisen Petter, de Bisping",TESTIFIED_AGAINST
Jacquot Claudon Noel de Nompatelize,"B 8708 no 4: witch 265; Jean Marechal, ermite de l'ermitage de Boulain",TESTIFIED_AGAINST
Catherine femme a Jean des Auches,"Witch 163; B8667 no 9, Jehenne femme Demenge le Maire, de La Chapelle",TESTIFIED_AGAINST
Thoussainct Thirion,"B 3323 no 1; witch 025, Jeannotte veuve Claudon Toussaint, de Leintrey.",TESTIFIED_AGAINST
Mengeon le Clerc,"B 8691 no 11; witch 222, Jennon veuve Nicolas Bresson dit Neuxat, de St Blaise",TESTIFIED_AGAINST
Mengeon le Clerc,"B 8691 no 14; witch 225, Jaulne femme Claudon Curien, de St Blaise",TESTIFIED_AGAINST
Thoussainct Bournery,"B 2192 no 1; witch 138, Mengin Mathiotte de Mazerulles",TESTIFIED_AGAINST
Henry Goudat le jeune de Domjevin,"B 3325 no 3; witch 036, Jennon femme Gerardin Friot de Domjevin",TESTIFIED_AGAINST
Libaire femme Noel Ferry,"B 7326; witch 123, Isabillon femme Jean Parmentier, de la Neufville-devant-Nancy",TESTIFIED_AGAINST
Claude Matheu de Fontenay,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Claudon Maillard,"B 4103; witch 076, Didelon l'Huillier et sa femme Bietrix, de Gripport",TESTIFIED_AGAINST
Sybille femme Stoffel Marchal,"B 5344 no 4; Witch 101, Synnelle femme Schur Adam d'Amange (Insming)",TESTIFIED_AGAINST
Claude Mengeot,"B 8680 no 6; witch 176, Claude Tendon de Saulcy",TESTIFIED_AGAINST
Bastien Riotte bourgeois de Sainte Croix,"B 9554 no 2; witch 332, Denisatte femme Nicolas Humbert du Grand Rombach",TESTIFIED_AGAINST
Quirien Villemin de Memesnil,"B 3804 no 3; Witch 068, Mengeon Lausson de Fontenay et sa femme Mengeotte",TESTIFIED_AGAINST
Catherine veuve de Nicolas Rouvier de Dezviller,"B 3804 no 2; Witch 067, Demenge Demongeot, of Dompierre",TESTIFIED_AGAINST
Damien le Menestrel,"B 8721 no 1. Witch 293, Dieudonnée femme Toussaint Jalley de Mazelay, 20 March -",TESTIFIED_AGAINST
Colas Jobert du Faing,"B 8667 No 3 Witch 141, Mathieu Blaise",TESTIFIED_AGAINST
Jean Bresson alias Neuxat,"B 8691 no 10; witch 221, Jean Marion, de St Blaise",TESTIFIED_AGAINST
Claudatte femme Valtin Jean Coullat,"B 8677 no 13 and B 8680 no 1; witch 167, Catherine femme Villaume Jean Martin du",TESTIFIED_AGAINST
Nicolas Mongeot Mareschal de Brouvelieures,"B 3792 no 1; Witch 062, Nicolas Herteman, de Brouvelieures",TESTIFIED_AGAINST
Vincent Colas Henry,"B 8693 no 3; witch 232; Barbelline femme Didier Antoine, d'Entre-deux-Eaux",TESTIFIED_AGAINST
Mengeatte veuve Didier Babel,"B 8680 no 5; witch 175, Mongeatte femme Claude Tendon, de Saulcy-sur-Meurthe",TESTIFIED_AGAINST
Colas Jean Mengenot le vieux,"B 8687 no 2; witch 200, Marguitte femme Jean Jacquot, de la Vacherie",TESTIFIED_AGAINST
Anne Marie dite Lallemande,"Vosges 3 C 239; Witch 340, Pierrotte Roy femme Nicolas Martin, de Badonviller.",TESTIFIED_AGAINST
Margueritte veuve Aubertin Lehel,"B 3365 no 3; witch 053, Jean Febuay de Reillon",TESTIFIED_AGAINST
Ysabeau femme à Jean Villaume temoin precedent (!),"B 4500 no 3 Witch 085, Jacquotte Gardeux et Marie Canot",TESTIFIED_AGAINST
Alyson femme jeune Haman,"B 5312 no 4; witch 094, Senelle femme du jeune Enguers, de Guinzeling",TESTIFIED_AGAINST
Mengeon Martin,"B 8684 no 8. Witch 195, Mengeatte femme Jean Babé, de Sarupt",TESTIFIED_AGAINST
Demenge Jean Colin,"B 8724 no 2. Witch 302, Jennon femme Demenge le Maire de Raon",TESTIFIED_AGAINST
Hanry Wiriat bourgeois de Ste Croix,"B 9573; witch 334, Barbelline fille Guillaume Jean Chaperey de Ste Croix",TESTIFIED_AGAINST
Nicolas Olry de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Jean Marchal,"B 6723 no 2; witch 108, Jean Cachette de Flin",TESTIFIED_AGAINST
Claudon Charier,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Mariette femme a Mengin Gerard de St,"Witch 145: B8667 no 7, Colas Mengin de Saint Remy",TESTIFIED_AGAINST
Idatte femme Jean Claude Phle de Mouriviller,"B 8667 No 6 Witch 144, Zabel du Sambois",TESTIFIED_AGAINST
Didier Jacquat cordonnier,"B 8961 no 1. Witch 323, Claudon veuve Mengin Wannier, de St Nicolas",TESTIFIED_AGAINST
"Mengeon le Clerc de St Blaise
Did not suspect her",B 8721 no 7. Witch 299; Babelon femme Mongeon Voirin de Moyenmoutier,TESTIFIED_AGAINST
Claudon fils de Jean Simon de la Chapelle,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Claude Crousée,"B 3365 no 3; witch 053, Jean Febuay de Reillon",TESTIFIED_AGAINST
Henry Mulnier dit le Clerc,"B 3333; witch 042, Chretienne Simon, femme Demenge Fennay, de Domjevin",TESTIFIED_AGAINST
Jeanne femme Claude Ferquel,"B 2211 no 1; witch 011, Margueritte femme Jean Estienne, d'Amance",TESTIFIED_AGAINST
Mathis Jean Michiel du Vivier,"B 8712 no 6; witch 277, Claudon Marchal du Vivier",TESTIFIED_AGAINST
Margueritte femme du precedent,B 6760. Witch 109; Mengeatte veuve Grand Jacques de Rehainviller,TESTIFIED_AGAINST
Margueritte femme du precedent,B 8721 no 2. Witch 294; Jean Perrin de Giriviller,TESTIFIED_AGAINST
Margueritte femme du precedent,B 8941 no 1. Witch 317; Mengotte femme Pierre Gascon de St. Nicolas.,TESTIFIED_AGAINST
Didier de Mazelles,"B 8702 no 8; witch 247, Sebille femme Etienne Pescheur, de La Neuveville-les-Raon",TESTIFIED_AGAINST
Jean Claude Olry,"B 8682 no 2; witch 180, Marie Alexey femme Jean Chastellain, de Colroy",TESTIFIED_AGAINST
Claudatte fille Claudon de l'Espine,"B 8687 no 8; witch 206, Aley femme Jean Perrin, du Mesnil",TESTIFIED_AGAINST
Humbert Charier,"B 3365 no 3; witch 053, Jean Febuay de Reillon",TESTIFIED_AGAINST
Demenge Philbert,"B 8691 no 4; witch 215, Meline, veuve Nicolas Charier de Raon",TESTIFIED_AGAINST
Didier Hault Marchant,"B 8702 no 7; Witch 246, Claudatte femme Jean Claudel le Maimbourg, de Raves",TESTIFIED_AGAINST
Jennon femme Bastien Cuvelier de St Remy,B 8708 no 5; witch 266; Jennon femme Claudon Girard de St Remy.,TESTIFIED_AGAINST
Demenge du Banc,"B 3347 no 1; witch 048, Claude Henri, d'Autrepierre",TESTIFIED_AGAINST
Claudine femme Nicolas Richard marchand de St Nicolas,"B 8986 no 2; witch 330, Barbe veuve Francois Barbier de Saint Nicolas",TESTIFIED_AGAINST
Agathe femme du precedent,"B 8707 no 2; witch 254, Bastien Stablo de la Bolle",TESTIFIED_AGAINST
Jean de Glonville,"B 6723 no 2; witch 108, Jean Cachette de Flin",TESTIFIED_AGAINST
Laurence femme Bernard Meline de Brouvelieures,"B 3789 no 2; witch 059, Georgeatte femme Colas Herteman, de Brouvelieures",TESTIFIED_AGAINST
Claudatte femme Claudon le Charpentier of la Grandefosse,"B 8717 no 3; witch 286, Catherine femme Benoist Mathieu de la Grandfosse",TESTIFIED_AGAINST
Jean Cailla,"B 5344 no 3; witch 100, Synnelle femme Schneyder Hanns d'Amange (Insming)",TESTIFIED_AGAINST
Jean Cailla,"B 5344 no 4; Witch 101, Synnelle femme Schur Adam d'Amange (Insming)",TESTIFIED_AGAINST
Jean fils feu Parisat Vallay,"B 3789 No 3; Witch 060, Petroniere femme Jean Varnier dit Bessat, de Bruyères",TESTIFIED_AGAINST
Claudon Colas du Mesnil de la Chapelle,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Jehennon,"B 3323 no 2; witch 026, Sebille femme Jean Pierson, de Leintrey",TESTIFIED_AGAINST
Jehennon,"B 8702 no 6; witch 245, Jennon veuve Demenge Napuel, de Raves",TESTIFIED_AGAINST
Jehennon,"B 8721 no 3; Witch 295, Catherine femme Bertremin Claude de Wisembach",TESTIFIED_AGAINST
Dieudonné paistre des vaches du moctrier de Boreche,"B 5354 no 1; Witch 102, Jennon femme Lux Barquel de Blanche Eglise",TESTIFIED_AGAINST
? fille Mengeon Girard de la Fosse,"Witch 271; B 8708 no 10, Jean Gerardin Haxo de la Fosse",TESTIFIED_AGAINST
Margueritte femme Demenge Huguenin le jeune,"B 2211 no 1; witch 011, Margueritte femme Jean Estienne, d'Amance",TESTIFIED_AGAINST
Margueritte femme Demenge Mathieu,"B 8702 no 8; witch 247, Sebille femme Etienne Pescheur, de La Neuveville-les-Raon",TESTIFIED_AGAINST
Jean Jacat Demenge de Docelles,"B 3789 no 1; witch 058, Fleuratte femme Jean Maurice, de Docelles",TESTIFIED_AGAINST
Demenge le Maire de Mazelay,"B 8712 no 4; witch 275, Jehennon veuve Thomas Diez Thomas de Mazelay",TESTIFIED_AGAINST
Collatte femme Adam Fleurant,"B 8684 no 6. Witch 193, Catherine femme Jean Bertremin de Clefcy",TESTIFIED_AGAINST
Marguitte femme a Claudon Jean Claude de la Chapelle,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Barbe femme Demenge Cuysenier,"B 7316; witch 122, Hellenix Hottin, de la Neufville de Nancy",TESTIFIED_AGAINST
Claudon Valentin Bertrand de Sachemont,"B 8708 no 1; witch 262, Agathe femme Claudon Urbain, de Sachemont",TESTIFIED_AGAINST
"?
(6) Claudon du Haut - partly missing","B 8682 no 1; witch 179, Barbelline femme Holbin le Jalley, des Trois Maisons",TESTIFIED_AGAINST
Jean le Rouyer,"B 8669 no 3; Witch 150, Barbeline femme Claude Wanesson, de St Dié",TESTIFIED_AGAINST
Demenge Jacot Colas Jacot,"B 8721 no 3; Witch 295, Catherine femme Bertremin Claude de Wisembach",TESTIFIED_AGAINST
Nicolas Cointzelin,"B 8702 no 6; witch 245, Jennon veuve Demenge Napuel, de Raves",TESTIFIED_AGAINST
Colas Mariatte,"B 8684 no 5; Witch 192, Barbelline veuve Demenge Mareschal, de Saulceray",TESTIFIED_AGAINST
Colas Mariatte,"B 8687 no 10; witch 208, Mengeon Claude Perrin de Brehimont",TESTIFIED_AGAINST
Marion veuve de Jean Dounould de St. Dié,"Witch 158: B8677 no 4, Meline veuve Martin Gentilhomme de St Dié",TESTIFIED_AGAINST
Didier Boileau,"B 2583 no 1; witch 015, Chretienne fille Jean Parmentier de l'Estraye",TESTIFIED_AGAINST
Didier Boileau,"B 2583 no 2; witch 016, Remiere veuve Bastien Clement Beustal, du Thillot",TESTIFIED_AGAINST
Jean le Maire demourant au Paire,"Witch 160: B8677 no 6, Blasotte femme Claudon Collon de La Chapelle",TESTIFIED_AGAINST
Marie veuve Jean Thiebaut de Raon,"When she was in hands of executioner, after being shaved, judges urged her",TESTIFIED_AGAINST
Collotte femme Didier Canot de Grand Faubourg de Raon,"B 8735 no 2; witch 310, Didier Chaudron le jeune, de Raon",TESTIFIED_AGAINST
Demenge Colbay,"B 3323 no 1; witch 025, Jeannotte veuve Claudon Toussaint, de Leintrey.",TESTIFIED_AGAINST
Mengeon Gelyat de la Bourgonce,"B 8708 no 4: witch 265; Jean Marechal, ermite de l'ermitage de Boulain",TESTIFIED_AGAINST
Jean Regnauldin,"B 8707 no 5; witch 257, Jennon la Mouratte, femme Bertremin de Laval, de",TESTIFIED_AGAINST
Jean Regnauldin,"B 8707 no 7; witch 259, Jean Seigaire de Nompatelize",TESTIFIED_AGAINST
Jean Regnauldin,"B 8707 no 8; witch 260, Jennon veuve Colas Ydoulx, de Nompatelize",TESTIFIED_AGAINST
Blaisette femme du precedent,"B 8680 no 5; witch 175, Mongeatte femme Claude Tendon, de Saulcy-sur-Meurthe",TESTIFIED_AGAINST
Claudon Mengin de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Demenge Ranguiel,"B 8682 no 2; witch 180, Marie Alexey femme Jean Chastellain, de Colroy",TESTIFIED_AGAINST
Margueritte femme Demenge de Hurbache,"B 8724 no 2. Witch 302, Jennon femme Demenge le Maire de Raon",TESTIFIED_AGAINST
Claudon Henry,"B 8687 no 8; witch 206, Aley femme Jean Perrin, du Mesnil",TESTIFIED_AGAINST
Stepf Georges,"Witch 343; Dumont, t. 2, i-xxvii, Claudon Hardier, de Hesse",TESTIFIED_AGAINST
Jean Georgeon laboureur de St. Prancher,"B 4500 no 1 Witch 083, Jean et Claudin Aulbry",TESTIFIED_AGAINST
Simon Honguey,"B 8667 No 3 Witch 141, Mathieu Blaise",TESTIFIED_AGAINST
Remy fils Jean Graniere,"B 2512; witch 012, Jacotte femme Demenge Romary Petit Colin, de Seuche",TESTIFIED_AGAINST
Mengeon Didier l'Hoste,"B 8682 no 5; witch 183, Didielle femme Demenge Simmonel, de St Marguerite",TESTIFIED_AGAINST
Jacquatte femme Didier Martin,"B 2199 no 1; witch 005, Jacquotte femme Nicolas Tixerand, du Bourget d'Amance",TESTIFIED_AGAINST
Elizabeth femme Mengin Barillat,"B 8979 no 5; witch 328, Jehanne Villaume, veuve Pierre Louvet, drappier de St",TESTIFIED_AGAINST
Jean le Jeune,"B 5344 no 2; witch 099, Mayette femme Dietrich Gaste de Wirming",TESTIFIED_AGAINST
Claudon Thouvenat,"B 8691 no 13; witch 224, Catherine femme Didier Jean Charpentier, de Remémont",TESTIFIED_AGAINST
Jean Gelliat de la Neufville,"Witch 251; B 8704 no 1, Franceatte femme Nicolas Charier, de la Neuveville les Raon",TESTIFIED_AGAINST
Honneste Homme le maire Jean Vincent,"Witch 210; B 8689 no 2, Ulriot Colas Ulriot, Moyemont",TESTIFIED_AGAINST
Barthelhans Huyllier,"B 5312 no 2; Witch 092, Catherine veuve Jean Lhuillier de Maizieres, demeurant à",TESTIFIED_AGAINST
Nicolas Mengeotte,"B 6723 no 2; witch 108, Jean Cachette de Flin",TESTIFIED_AGAINST
Alizon femme Demenge Chottey,"B 8721 no 3; Witch 295, Catherine femme Bertremin Claude de Wisembach",TESTIFIED_AGAINST
Anne femme Claudin Caulies de Haraucourt,"B 8959 no 1; witch 321, Barbon femme Nicolas Moictrier, de Saint Nicolas",TESTIFIED_AGAINST
Colas Grand Didier,"B 8680 no 5; witch 175, Mongeatte femme Claude Tendon, de Saulcy-sur-Meurthe",TESTIFIED_AGAINST
Colas Grand Didier,"B 8691 no 15; witch 226, Colas Gerard de Benifosse",TESTIFIED_AGAINST
Jehenne femme Demenge Jacquemin de Laveline,"B 8669 no 1; Witch 148, Jeanne femme Jean Lienard le maimbourg, de Ginfosse",TESTIFIED_AGAINST
