source,target,relationship
Paul Jenin,"B 7394; witch 125, Pierrot Cosson and his wife Jeannotte, of Malzeville",TESTIFIED_AGAINST
Catherine femme Demenge Chevallier de Rozieres,"B 8535 no 5; witch 137, Margueritte veuve Claudon Forget de Rozieres",TESTIFIED_AGAINST
Jean Bertrand,"B 8693 no 4; witch 233, Claude Colin Michiel dit Bejolley, de Wisembach",TESTIFIED_AGAINST
Jean Bertrand,"B 8721 no 3; Witch 295, Catherine femme Bertremin Claude de Wisembach",TESTIFIED_AGAINST
Jean Bertrand,B 8721 no 4. Witch 296; Hantzo Alexis of Wisembach,TESTIFIED_AGAINST
Bertremin Michel Flandrey du Faing,"B 8667 No 3 Witch 141, Mathieu Blaise",TESTIFIED_AGAINST
Jennon femme Claudon Xanrey,"B 8693 no 1; witch 230, Marion femme Demenge Husson, de Colroy",TESTIFIED_AGAINST
Jehennon veuve Claudon Roze de la Rochatte,"B 8700 no 4; witch 239, Claudette femme Bastien Delat, de St Dié",TESTIFIED_AGAINST
Jean Tixerand,"B 5344 no 3; witch 100, Synnelle femme Schneyder Hanns d'Amange (Insming)",TESTIFIED_AGAINST
Vincent Laurent of Entre-deux-Eaux,"B 8717 no 5; witch 288, Demenge Mathis, of Entre-deux-Eaux",TESTIFIED_AGAINST
Annon femme de noble homme Gille Padoulx,"B 8678 no 2; witch 169, Marion veuve Demenge le Masson, de St Dié",TESTIFIED_AGAINST
Marguitte veuve Florentin Maron de St Remy,B 8708 no 5; witch 266; Jennon femme Claudon Girard de St Remy.,TESTIFIED_AGAINST
Magdelaine Mathis,"Vosges 3 C 239; Witch 340, Pierrotte Roy femme Nicolas Martin, de Badonviller.",TESTIFIED_AGAINST
Jean Petit Jean laboureur de St. Prancher,"B 4500 no 1 Witch 083, Jean et Claudin Aulbry",TESTIFIED_AGAINST
Odille,"B 3323 no 3; witch 027, la Grande Marye, veuve Didier Sotterel, de Leintrey",TESTIFIED_AGAINST
Marguitte femme Colas Andreu de Brehimont,"B 8712 no 5; witch 276, Dieudonné Jean Thierion, of Brehimont",TESTIFIED_AGAINST
Nicolas Midon vigneron de Ville en Vermois,"B 8959 no 1; witch 321, Barbon femme Nicolas Moictrier, de Saint Nicolas",TESTIFIED_AGAINST
Mongeon Grand Ferry,"B 8680 no 6; witch 176, Claude Tendon de Saulcy",TESTIFIED_AGAINST
Demenge Barbonnille le vieux,"B 8691 no 2; witch 213, Marie veuve Martin Oudinat, de Raon",TESTIFIED_AGAINST
Pierre Grosmaire,"B 8678 no 3; witch 170, Demenge Milan, de Remomeix",TESTIFIED_AGAINST
Zabey femme Remy Grand Demenge,"B 3323 no 7; witch 031, Didier femme Nicolas le Vefue le Viel, de Leintrey",TESTIFIED_AGAINST
Paulus Loys de Repas,"B 3329; Witch 041, Claudatte femme Nicolas Chollat, de Repas",TESTIFIED_AGAINST
Zabey femme a Demenge Pierson de Domjevin,"B 3325 no 2; witch 035, Clemence veuve Claudon Marchal, de Domjevin",TESTIFIED_AGAINST
Jean de la Court de Raon,"B 8719 no 3; witch 292, Dion veuve Jean Remy de Raon",TESTIFIED_AGAINST
Simon Duxel le jeune boulangier de St Nicolas,"B 8986 no 1; witch 329, Jeanne Petiotte veuve Pierre Maulgrais de St Nicolas",TESTIFIED_AGAINST
Mathieu Trompette,B 6760. Witch 109; Mengeatte veuve Grand Jacques de Rehainviller,TESTIFIED_AGAINST
Jean Colin le vieu,"B 8707 no 2; witch 254, Bastien Stablo de la Bolle",TESTIFIED_AGAINST
Jean Mengin de La Bolle,"B 8667 No 5 (1) Witch 143, Jean Diez",TESTIFIED_AGAINST
Claudette veuve Demenge le Marchal de Combrimont,"B 8675 no 2; witch 155, Jehennon Napuel, veuve Demenge Mourel de",TESTIFIED_AGAINST
Mengeatte femme du precedent,B 6760. Witch 109; Mengeatte veuve Grand Jacques de Rehainviller,TESTIFIED_AGAINST
Mengeatte femme du precedent,"B 8693 no 1; witch 230, Marion femme Demenge Husson, de Colroy",TESTIFIED_AGAINST
Mengeatte femme du precedent,"B 8721 no 5; Witch 297, Beniste le Houff de Norbepaire (Wisembach)",TESTIFIED_AGAINST
Claudon des Clochettes,"B 8939 ; witch 316, Claudon Charniere, femme François Picquet, de St. Nicolas-de-",TESTIFIED_AGAINST
Catherine fille de Claudon Mihiel,"B 4126 no 2 Witch 079, Claudon du Puy",TESTIFIED_AGAINST
Jean Thouvelin de Docelles,"B 3789 no 1; witch 058, Fleuratte femme Jean Maurice, de Docelles",TESTIFIED_AGAINST
Colas Charier,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Witch 185,"B 8682 no 7; witch 185, Agathe femme Colas Jobay du Faing",TESTIFIED_AGAINST
Mre Germain Haut Germain,"B 3323 no 4; witch 028, Marguerite Jobarde, veuve Demenge Vaultrin, de Leintrey",TESTIFIED_AGAINST
Honneste homme Nicolas Grillat,"B 8673 no 2; witch 153, Jehennon femme Jean Perrin de Girovillers-sous-Montfort",TESTIFIED_AGAINST
Demenge Henriot,"B 8726 no 2; witch 307, Gaspard Didier, marchal, du grand faubourg de Raon",TESTIFIED_AGAINST
Claudon Piernille,"B 8677 no 12; witch 166, Mongeatte veuve Jacques de la Woeuvre, de St Blaise",TESTIFIED_AGAINST
Claudon Piernille,"B 8691 no 14; witch 225, Jaulne femme Claudon Curien, de St Blaise",TESTIFIED_AGAINST
Estienne Cherrier dit le jeune Estienne,"B 3329; Witch 041, Claudatte femme Nicolas Chollat, de Repas",TESTIFIED_AGAINST
Claudon Jean Mengeotte jeune fils de Gondrexon,"B 3325 no 1; witch 034, Claudon de Benamenil, living at Gondrexon",TESTIFIED_AGAINST
Le maire Conradt,"B 5327 no 2; witch 097, Odile femme Martin Claude, d'Assenoncourt",TESTIFIED_AGAINST
Didier Thiery of Moyemont,"Witch 210; B 8689 no 2, Ulriot Colas Ulriot, Moyemont",TESTIFIED_AGAINST
Jean Chrestien,"B 8693 no 2; witch 231, Jean Aulbry du Vivier d'Etival",TESTIFIED_AGAINST
Mengeotte Jean Bauldomin,"B 8673 no 1; witch 152, Jean Colas Claude Martin, and his sister Jennon, de Lubine",TESTIFIED_AGAINST
"Jennon femme Demenge des Boeufs
Some 4 years before accused had a quarrel at the","B 8704 no 2. Witch 252: Georgeatte femme Demenge Jean Chopat, of La Neuveville-",TESTIFIED_AGAINST
Chretienne veuve Colas Hachon,"B 3365 no 4; witch 054, Noel Raimbault de Reillon",TESTIFIED_AGAINST
Demenge de Nohegny,"B 3345; witch 047, Jeanne femme Demenge Mercier, d'Autrepierre",TESTIFIED_AGAINST
Demenge de Nohegny,"B 3347 no 1; witch 048, Claude Henri, d'Autrepierre",TESTIFIED_AGAINST
Claudin Didillot laboureur de St. Prancher,"B 4500 no 1 Witch 083, Jean et Claudin Aulbry",TESTIFIED_AGAINST
Claude Vincent,"B 8684 no 3. Witch 77, Françatte veuve Claudon Jardel de Clefcy",TESTIFIED_AGAINST
Colas Thoussainct de Gerbeviller,"Witch 209; B 8689 no 1, Chrétien Pierre, Moriviller",TESTIFIED_AGAINST
Catherine femme a Laurent Forestier alias Gregoire,"B 4094 no 1 Witch 073, Catherine la Rondelatte",TESTIFIED_AGAINST
Colas Jean Simonin de Moyemont,"Witch 211; B 8689 no 3, Jeannon veuve Valentin Poirot, Moyemont",TESTIFIED_AGAINST
Claudon fils Vincent Choffel,"B 2583 no 4; witch 018, Mengeotte femme Nicolas Colombain, de l'Estraye",TESTIFIED_AGAINST
Colas Colin Demenge Ganay,"B 8667 No 4 Witch 142, Mengette Estienne",TESTIFIED_AGAINST
Demenge Colas Gaixotte,B 8721 no 4. Witch 296; Hantzo Alexis of Wisembach,TESTIFIED_AGAINST
"(Unknown witness)
Knew nothing of Colas.","Witch 145: B8667 no 7, Colas Mengin de Saint Remy",TESTIFIED_AGAINST
Claudon Gasel,B 6760. Witch 109; Mengeatte veuve Grand Jacques de Rehainviller,TESTIFIED_AGAINST
Jean Thomassin,"B 7326; witch 123, Isabillon femme Jean Parmentier, de la Neufville-devant-Nancy",TESTIFIED_AGAINST
Claudon femme de Vincent Badel de la Neufville,"B 4500 no 2 Witch 084, Margueritte Gallier, Hanriotte des Boeufs, Claudin Clerget,",TESTIFIED_AGAINST
Catherine fille Didier Housson,"B 8693 no 1; witch 230, Marion femme Demenge Husson, de Colroy",TESTIFIED_AGAINST
Didiere femme Pierre Roussel,"B 4576; witch 089, Jeanne veuve Mansuy Magnien, de Neufchâteau",TESTIFIED_AGAINST
Colas Ferry,"B 8684 no 11; witch 198, Jean Thierion le vieux de Brehimont",TESTIFIED_AGAINST
Didion femme Jean Esclaire,"B 8707 no 6; witch 258, Nicolas Pairson of le Vivier",TESTIFIED_AGAINST
Le maire Demenge Bourlier,"B 7134 no 3; witch 114, Annon Bourguignotte, femme Didier Galay, de Bettoncourt",TESTIFIED_AGAINST
Mengin Cuysenier,"B 2148; witch 001; Jean Bulme et Didiere sa femme, de Mazerulles",TESTIFIED_AGAINST
Annon femme Didier Parmentier de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Collatte femme Colin des Gottes de Braçoncel,"B 8684 no 6. Witch 193, Catherine femme Jean Bertremin de Clefcy",TESTIFIED_AGAINST
Catherine femme Jacques Bastien cuysenier,"B 8941 no 2. Witch 318; Jaulne veuve Nicolas Vincent, de St Nicolas",TESTIFIED_AGAINST
Francois Marlier tisserand a Saint Dié,"B 8712 no 3; witch 274, Mengeatte femme Jean Frampart de Saint Dié",TESTIFIED_AGAINST
Claude Louis vigneron de Condé,"B 4998; witch 090, Gillette veuve Bastien Jean Page, de Condé (Custines)",TESTIFIED_AGAINST
Jean Michelet,"B 7279; witch 118, Catherine Claude d'Azelot",TESTIFIED_AGAINST
Benoiste femme Didier Bruant,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Didier Martin dit Saulnier,"B 2211 no 1; witch 011, Margueritte femme Jean Estienne, d'Amance",TESTIFIED_AGAINST
Jeannon femme Blaison Jeantaire,"B 8281 no 1; witch 131, Jeanne femme Claudin Bigenel de Villers-sous-Preny",TESTIFIED_AGAINST
Mongeon femme de Demenge de But tabellion de Charmes,"B 4094 no 2 Witch 074, La Grande Lucye",TESTIFIED_AGAINST
Francois Mareschal d'Entre-deux-Eaux,"Witch 161; B8677 no 7, Claudatte veuve Estienne Jean Saulcy, d’Entre-deux-Eaux",TESTIFIED_AGAINST
Marguitte femme Jacot Hidoult George,"B 8687 no 1; witch 199, Mengeotte femme Jacot Blaise, du Viel Marché",TESTIFIED_AGAINST
Catherine femme Demenge Vian cordonnier,"B 8961 no 1. Witch 323, Claudon veuve Mengin Wannier, de St Nicolas",TESTIFIED_AGAINST
Jennon femme Jean Grand Didier,"B 8691 no 4; witch 215, Meline, veuve Nicolas Charier de Raon",TESTIFIED_AGAINST
Catherine fille feu Michiel Petit Michiel,"B 8721 no 1. Witch 293, Dieudonnée femme Toussaint Jalley de Mazelay, 20 March -",TESTIFIED_AGAINST
"Didier ?
Reputation only.
(4) Le maire Bastien Fourney","B 8702 no 8; witch 247, Sebille femme Etienne Pescheur, de La Neuveville-les-Raon",TESTIFIED_AGAINST
Nicolas Masson,"B 6723 no 1: witch 107, Mengette femme Jean Cachette de Flin",TESTIFIED_AGAINST
Humbert Berton de Dignonville,"B 3804 no 1; Witch 066, Nicolas Adam de Dompierre",TESTIFIED_AGAINST
Anthoine Epvre de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Claudatte femme Colas Noel de Moyenmoutier,B 8721 no 7. Witch 299; Babelon femme Mongeon Voirin de Moyenmoutier,TESTIFIED_AGAINST
Jeandon Bassat de Belmont,"B 3753; witch 056, Claudette Clauchepied d'Epinal, arretée à Bruyères",TESTIFIED_AGAINST
Barbe veuve Mathieu la Breuche,"B 2583 no 2; witch 016, Remiere veuve Bastien Clement Beustal, du Thillot",TESTIFIED_AGAINST
Didier Marsellot laboureur de St. Prancher,"B 4500 no 1 Witch 083, Jean et Claudin Aulbry",TESTIFIED_AGAINST
Antoine Binaud d'Aidoile,"B 3804 no 1; Witch 066, Nicolas Adam de Dompierre",TESTIFIED_AGAINST
Claude femme de Nicodemus Utchin,"B 4500 no 2 Witch 084, Margueritte Gallier, Hanriotte des Boeufs, Claudin Clerget,",TESTIFIED_AGAINST
Demenge Biennon de Dompierre,"B 3792 no 4; witch 065, Thomasse femme Jean Poirot, de Dompierre",TESTIFIED_AGAINST
Mengeotte femme Demenge Fournier,"B 3335 no 3; witch 045, Babillon Cherier de Blamont",TESTIFIED_AGAINST
Demenge Caille alias Fanel,"B 4094 no 1 Witch 073, Catherine la Rondelatte",TESTIFIED_AGAINST
Jean des Boeufs de la Neuveville,"Witch 282; B 8715 no 5, Fleuratte femme Bastien des Boeufs, de la Neuveville-les-",TESTIFIED_AGAINST
Humbert le Grand Adam du Ban le Duc,"B 8684 no 6. Witch 193, Catherine femme Jean Bertremin de Clefcy",TESTIFIED_AGAINST
Bastienne femme Gerard Toussains de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Claudon Simonin,B 8721 no 2. Witch 294; Jean Perrin de Giriviller,TESTIFIED_AGAINST
Marguitte femme a Jean Demenge Valentin d'Aulbripaire,"Witch 156: B8677 no 2, George de Hault of Clingotte.",TESTIFIED_AGAINST
Sebille femme Idoult le Parmentier,"B 8677 no 12; witch 166, Mongeatte veuve Jacques de la Woeuvre, de St Blaise",TESTIFIED_AGAINST
Nicolas Claudon Lamblat,"B 8682 no 1; witch 179, Barbelline femme Holbin le Jalley, des Trois Maisons",TESTIFIED_AGAINST
Demenge Grand Prey maire,B 8721 no 2. Witch 294; Jean Perrin de Giriviller,TESTIFIED_AGAINST
Jeanne femme Nicolas Estienne de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Thoussaince femme Demenge Claude Jean le Maire,"B 8682 no 2; witch 180, Marie Alexey femme Jean Chastellain, de Colroy",TESTIFIED_AGAINST
Jehenne femme Jean Gerard,"B 8693 no 3; witch 232; Barbelline femme Didier Antoine, d'Entre-deux-Eaux",TESTIFIED_AGAINST
Bastienne veuve Claude Charton,"B 3335 no 3; witch 045, Babillon Cherier de Blamont",TESTIFIED_AGAINST
Belatte femme Michel Barbellin de Bathelemont,"B 5769; witch 106, Babillon femme Claudon Girard de Bathelemont-les-Bauzemont",TESTIFIED_AGAINST
Jennon femme Jean Mongeot de Domjevin,"B 3327 no 2; Witch 038, Barbelline femme Jean Goudot, de Domjevin",TESTIFIED_AGAINST
Jean Jennat,"B 2192 no 2, witch 003, Claudon femme Jean Bregeat, de Sallonne",TESTIFIED_AGAINST
Nicolas Mariotte,"B 3365 no 3; witch 053, Jean Febuay de Reillon",TESTIFIED_AGAINST
Annel femme Henry Mulnier de Domjevin,"B 3325 no 2; witch 035, Clemence veuve Claudon Marchal, de Domjevin",TESTIFIED_AGAINST
Polline veuve Jean le Maire,"Vosges G 707 no 1; Witch 336, Jean Lallemand de St Lyenard",TESTIFIED_AGAINST
Didier Claudon Noel,"B 8707 no 5; witch 257, Jennon la Mouratte, femme Bertremin de Laval, de",TESTIFIED_AGAINST
Didier Claudon Noel,"B 8707 no 8; witch 260, Jennon veuve Colas Ydoulx, de Nompatelize",TESTIFIED_AGAINST
Didier Thierry,"B 8673 no 2; witch 153, Jehennon femme Jean Perrin de Girovillers-sous-Montfort",TESTIFIED_AGAINST
Nicolas Jean Martin,"B 8677 no 11; witch 165, Claudel Demenge Martin, du Pair",TESTIFIED_AGAINST
Nicolas Jean Martin,"B 8680 no 2; witch 172, Demenge Martin, du Paire",TESTIFIED_AGAINST
Doctor Nickel,"B 5312 no 5; witch 095, Senelle femme Waisen Petter, de Bisping",TESTIFIED_AGAINST
Lienard Demenge Lienard,"B 8684 no 9. Witch 196, Jean Goeury de St Lienard",TESTIFIED_AGAINST
Jean Dieudonné Demenge Gerard,"B 8684 no 9. Witch 196, Jean Goeury de St Lienard",TESTIFIED_AGAINST
Jehenne femme Nicolas Mengeotte,"B 6723 no 1: witch 107, Mengette femme Jean Cachette de Flin",TESTIFIED_AGAINST
Jean Guenaye de Rougiville,"B 8708 no 2; witch 263, Clement Cheneviere de la Bolle",TESTIFIED_AGAINST
Jacquey Mandray,"B 8678 no 3; witch 170, Demenge Milan, de Remomeix",TESTIFIED_AGAINST
Jean Masson le jeune de Mouriviller,"B 8741; witch 315, Margueritte femme Didier Perisc de Mouriviller",TESTIFIED_AGAINST
Francois Adam,"B 5354 no 1; Witch 102, Jennon femme Lux Barquel de Blanche Eglise",TESTIFIED_AGAINST
Laurant Periny,B 8721 no 7. Witch 299; Babelon femme Mongeon Voirin de Moyenmoutier,TESTIFIED_AGAINST
Jean Barthe,"B 3345; witch 047, Jeanne femme Demenge Mercier, d'Autrepierre",TESTIFIED_AGAINST
Colas Demenge Anthoine de Saulceray,"B 8684 no 5; Witch 192, Barbelline veuve Demenge Mareschal, de Saulceray",TESTIFIED_AGAINST
Mengeatte femme Colas du Chemin du Vivier,"B 8712 no 6; witch 277, Claudon Marchal du Vivier",TESTIFIED_AGAINST
Jehanne femme Jacquot Maulvais,"B 8272; witch 127, Jeannon femme Didier Collignon, de Pargny",TESTIFIED_AGAINST
Claudon Jean Simon de la Chapelle,"Witch 159: B8677 no 5, Blason Charpentier de La Chapelle",TESTIFIED_AGAINST
Claudon Jean Simon de la Chapelle,"Witch 163; B8667 no 9, Jehenne femme Demenge le Maire, de La Chapelle",TESTIFIED_AGAINST
Margueritte femme Jean Gardel,"B 7137 no 1; witch 115, Jennon Villemin dite la Gargantine, de Villoncourt",TESTIFIED_AGAINST
Laurent Laurent vigneron de Rozieres,"B 8535 no 1; witch 133, Jehenne Medexin veuve Bastien de Neufviller, de Rozieres",TESTIFIED_AGAINST
Didier Thiebault de la Vacherie,"B 8684 no 11; witch 198, Jean Thierion le vieux de Brehimont",TESTIFIED_AGAINST
Didier Thiebault de la Vacherie,"B 8702 no 11; witch 250, Marguitte Lairain femme Mengeon Moullot de la Vacherie",TESTIFIED_AGAINST
Demenge Marchal de Rozieres,"B 8535 no 1; witch 133, Jehenne Medexin veuve Bastien de Neufviller, de Rozieres",TESTIFIED_AGAINST
Humbert Guidot,"B 8678 no 1; witch 168, Laurence femme Nicolas Viney, du Faing (Ste Marguerite)",TESTIFIED_AGAINST
Mengeon Mainel,"B 3789 No 3; Witch 060, Petroniere femme Jean Varnier dit Bessat, de Bruyères",TESTIFIED_AGAINST
Catherine femme Nicolas Morisot de la Neufville-les-Raon,"B 8735 no 2; witch 310, Didier Chaudron le jeune, de Raon",TESTIFIED_AGAINST
Jean Marchal d'Embermesnil,"B 3325 no 2; witch 035, Clemence veuve Claudon Marchal, de Domjevin",TESTIFIED_AGAINST
Sebille femme Claude Barbier,"B 8678 no 2; witch 169, Marion veuve Demenge le Masson, de St Dié",TESTIFIED_AGAINST
Claudatte femme Symon de Besmont of Nompatelize,"B 8708 no 4: witch 265; Jean Marechal, ermite de l'ermitage de Boulain",TESTIFIED_AGAINST
"Noble Homme Gilles Padoux lieutenant de bailly à St Dié
Some 4 years earlier his","Witch 146: B8667 no 8, Claudatte veuve Michel Demenge Antoine du Viel Marché",TESTIFIED_AGAINST
Colas Martal,"B 8687 no 3; witch 201, Claudette femme Claudon Jacquemin, du Vieux Marché",TESTIFIED_AGAINST
Clemence fille Jean Poulain,"B 8693 no 5; witch 234, Bernarde femme Demenge Baille, de la Neuveville-les-Raon",TESTIFIED_AGAINST
Anthoinette,"B 2199 no 2; witch 006, Françoise femme Bastien Bourguignon, dite la Vilaume, du",TESTIFIED_AGAINST
Anthoinette,"B 8691 no 5; witch 216, Babelon femme Hanry Jean Hanry, of St Blaise",TESTIFIED_AGAINST
Anthoinette,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Philippe Grand Demenge,"B 7279; witch 118, Catherine Claude d'Azelot",TESTIFIED_AGAINST
Jean Verger,"B 3365 no 4; witch 054, Noel Raimbault de Reillon",TESTIFIED_AGAINST
Claudon femme de Perrin Boulengier de St. Prancher,"B 4500 no 1 Witch 083, Jean et Claudin Aulbry",TESTIFIED_AGAINST
Jennon femme Claudon Chapouxat,"B 8724 no 2. Witch 302, Jennon femme Demenge le Maire de Raon",TESTIFIED_AGAINST
Demenge Claude Cugnin,"B 8680 no 4; witch 174, Barbelline femme Mengeon Jean de Mandray",TESTIFIED_AGAINST
Françoise veuve Humbert Jouenot,"B 8272; witch 127, Jeannon femme Didier Collignon, de Pargny",TESTIFIED_AGAINST
Cuevrin Dieudonne de Charmes,"B 4077 no 3 Witch 071, Chesnon la Triffatte",TESTIFIED_AGAINST
Mengeotte femme Jean Fallajeulx le jeune de St Remy,B 8708 no 5; witch 266; Jennon femme Claudon Girard de St Remy.,TESTIFIED_AGAINST
Jean Gelliat,"B 8691 no 12; witch 223, Mongeatte femme Thoussainct de Leuce, de la Neuveille-",TESTIFIED_AGAINST
Sebille femme Idoult Jean Martin,"B 8691 no 5; witch 216, Babelon femme Hanry Jean Hanry, of St Blaise",TESTIFIED_AGAINST
Georgeatte femme Demenge Chopat,"B 8693 no 5; witch 234, Bernarde femme Demenge Baille, de la Neuveville-les-Raon",TESTIFIED_AGAINST
Nicolas le Maire le vieux alias Petit Homme,"B 3792 no 2; Witch 063, Jean Gerardin de Dompierre",TESTIFIED_AGAINST
Jean des Arches de la Chapelle,"Witch 159: B8677 no 5, Blason Charpentier de La Chapelle",TESTIFIED_AGAINST
Toussainct Jean Fresse de La Bolle,"B 8667 No 5 (1) Witch 143, Jean Diez",TESTIFIED_AGAINST
Mongeotte,"B 2583 no 3; witch 017, George Parmentier de l'Estraye",TESTIFIED_AGAINST
Jeannon veuve Mengeot Brichelot,"B 8272; witch 127, Jeannon femme Didier Collignon, de Pargny",TESTIFIED_AGAINST
Jean Charton,"B 2199 no 2; witch 006, Françoise femme Bastien Bourguignon, dite la Vilaume, du",TESTIFIED_AGAINST
Jean Charton,"B 2211 no 1; witch 011, Margueritte femme Jean Estienne, d'Amance",TESTIFIED_AGAINST
Odille femme Nicolas Pistollet,"B 3335 no 2; witch 044, Hellenix femme Barthelemin le Reytre, de Blamont",TESTIFIED_AGAINST
Demenge Bagrat,"B 3358 no 2; witch 051, Jeannon, femme Gerardin Marchal, d'Autrepierre",TESTIFIED_AGAINST
Jean de Benamesnil,"B 3323 no 9; Witch 033, Jennon fille feu le Petit Poirson, de Leintrey",TESTIFIED_AGAINST
Jean Girardin Haxo de la Fosse,"B 8693 no 2; witch 231, Jean Aulbry du Vivier d'Etival",TESTIFIED_AGAINST
Jean Girardin Haxo de la Fosse,"B 8708 no 7; witch 268, Marguitte femme Girardin Haxo de La Fosse",TESTIFIED_AGAINST
Hamans Petter,"B 5312 no 2; Witch 092, Catherine veuve Jean Lhuillier de Maizieres, demeurant à",TESTIFIED_AGAINST
Thoussainct Claudon Thoussainct,"B 3323 no 5; witch 029, Mathieu Margeron de Leintrey",TESTIFIED_AGAINST
Tiriot Mathieu cordonnier de la Neufville,"B 8736; witch 314, Sebille fille Didier Pescheur de la Neufville les Raon",TESTIFIED_AGAINST
Idoulx Oudinot,"B 8726 no 2; witch 307, Gaspard Didier, marchal, du grand faubourg de Raon",TESTIFIED_AGAINST
Colas Arnauld,"B 8707 no 4; witch 256, Jean Gerardin de la Voivrelle",TESTIFIED_AGAINST
Bastien Grand Bastien,"B 3329; Witch 041, Claudatte femme Nicolas Chollat, de Repas",TESTIFIED_AGAINST
Mengeatte femme Mengin Reguard,"B 8724 no 1; witch 301, Humbert Marchal de Coincourt",TESTIFIED_AGAINST
Antoine Robert,B 8721 no 7. Witch 299; Babelon femme Mongeon Voirin de Moyenmoutier,TESTIFIED_AGAINST
